oare_id,parent_oare_id,bucket,source,target,top1_neighbor_oare_id,top1_neighbor_source,top1_neighbor_target,top1_score,top3_mean_score,top1_target_chrfpp,topk_neighbor_ids,topk_scores
188a7c64-4486-47f7-919d-efa6347d80ac__c2of2,188a7c64-4486-47f7-919d-efa6347d80ac,chunk1_3_plain,kur-ub-IŠTAR áš-qúl ú a-dí ma-lá ú ší-ni-šu té-er-tí i-li-kà-kum a-na KÙ.BABBAR mì-ma lá ta-áš-ta-na-pá-ra-am a-bu-ša-lim mì-ma lá il₅-qé a-wa-tù-a IGI a-bu-ša-lim-ma i-gi₅-im-ra,"Moreover, I have written to you several times: 'By all means stop writing me about the silver ' Abu-šalim has taken nothing (of it), Abu-šalim actually witnessed that my affair was settled """"",cd1d4a54-611c-4da9-95f6-82b998c27590__c1of5__gc1of1,i-na ba-áb ḫa-ra-ni-šu ša en-na-sú-in um-ma né-nu-ma IGI en-na-sú-in a-na a-šur-iš-tí-kál-ma KÙ.BABBAR-ma a-wa-tum i-gi₅-im-ra ù ma-lá KÙ.BABBAR a-na a-dí-da i-ma-ta a <gap>,"When Enna-Suen was about to leave on a journey we said as follows to Aššuriš-tikal with Enna-Suen as witness: ""As to the silver the matter has been concluded Also as much silver as you promised to Adida <gap> pay",0.31928498857739124,0.31390905630579197,22.64600204478622,cd1d4a54-611c-4da9-95f6-82b998c27590__c1of5__gc1of1|cd1d4a54-611c-4da9-95f6-82b998c27590__c1of5|d4140158-e25a-4b80-9148-baababa6fd4a__c1of3,0.3193|0.3193|0.3032
1899a23c-2a32-448d-99aa-9ead97436245__c1of4,1899a23c-2a32-448d-99aa-9ead97436245,chunk4_6,um-ma i-tur₄-DINGIR-ma a-na en-um-a-šùr qí-bi-ma a-dí a-wa-tim ša a-bi-kà ša a-na be-el KÙ.BABBAR ú-ma-li-ú-ma ma-ga-ra-am lá i-mu-ú-ni-ni ú-ma-am a-wi-lu im-ta-ag-ru-ni um-ma šu-nu-ma šu-pu-ur-ma me-er-ú a-we-lim li-li-ku-ni-ma a-li ús-ma-at-ni a-ta-ma mì-li-ik a-pu-tum KÙ.BABBAR,"From Itūr-ilī to Ennam Aššur: As to the matter concerning your father where I paid the balance for the owners of the silver and to which they would not agree, today the men have agreed They said: Write so that the man's sons come here, and then you yourself decide what is fitting "" Urgent, is it not fitting with up to 5 minas of silver",0225bc1b-0bca-4fdc-820e-691e96f08e25__c2of2__gc1of1,a-tal-kà-nim a ma-lá i pá-ni-tim a-na be-el KÙ.BABBAR ú-sá-li-ú-ma lá im-gu₅-ru-ni-ni ú-ma-am im-ta-ag-ru-ni,As I previously pleaded with the financiers and they did not agree - today they have agreed,0.3737841132333096,0.3480593637356864,14.393075084039003,0225bc1b-0bca-4fdc-820e-691e96f08e25__c2of2__gc1of1|0225bc1b-0bca-4fdc-820e-691e96f08e25__c2of2|ff3208e4-8ab8-4368-b4df-7b80afa5bc32__c1of3,0.3738|0.3738|0.2966
1899a23c-2a32-448d-99aa-9ead97436245__c2of4,1899a23c-2a32-448d-99aa-9ead97436245,chunk4_6,5 ma-na lá ús-ma-sà-a ra-ma-ku-nu za-ki-a-ma al-kà-ni-ma a-wa-at-ku-nu le-qé-a-ni 1 GÚ URUDU ma-sí-am ša É ša-ni-a-am SIG₅ <gap> ša <gap> ù ḫa-ra-ni-a šé-bi₄-lam-ma ma mì <gap> ma-na.TA URUDU ú e-li-iš ša 10 ma-na KÙ.BABBAR,"Clear yourselves, come and take up the matter Send 1 talent of washed copper <gap> the other <gap> of good quality <gap> on my journey <gap> and take washed copper for 10 minas of silver at the rate of <gap> minas of copper or higher, and send me word so I may pay the silver here Also, I shall send a donkey to you",0225bc1b-0bca-4fdc-820e-691e96f08e25__c1of2,um-ma i-tur₄-DINGIR-ma a-na en-um-a-šur ù a-lá-ḫi-im qí-bi-ma a-pu-tum a-pu-tum ra-ma-ku-nu za-ki-a-ma mì-ma URUDU a-na bu-ru-uš-ḫa-dim lá tù-šé-ba-lá a-ma-tum-ma a-ba-tí-iq ú ú-tù-ur dí-na-ma KÙ.BABBAR le-qé-a-ma tí-ib-a-ni-ma,"From Itūr-ilī to Ennam-Aššur and Ali-ahum: Urgent, urgent, clear yourselves and do not send any copper to Burušhaddum Sell even the slave-girls for any price, take the silver and set out and come",0.26938277635817537,0.26117928312272887,20.67331137078844,0225bc1b-0bca-4fdc-820e-691e96f08e25__c1of2|d49c1b7f-e784-443a-8c36-55d2b4ff4769__c2of3|872e8ca9-3b92-4973-aa4a-bb1311a4a183__c3of4,0.2694|0.2673|0.2469
1899a23c-2a32-448d-99aa-9ead97436245__c3of4,1899a23c-2a32-448d-99aa-9ead97436245,chunk4_6,URUDU ma-as-a-am le-qé-a-ma tí-ir-ta-kà li-li-kam-ma KÙ.BABBAR a-na-kam lá-áš-qú-ul ú ANŠE lu-šé-ri-a-kum 1 ma-na 10 GÍN KÙ.BABBAR a-šur-DU₁₀ DUMU a-zu-za-a ḫa-bu-lam ṭup-pu-šu ḫa-ar-ma-am ú-kà-al KÙ.BABBAR ma-lá KÙ.BABBAR i-tù-wa-ar šu-ma a-ma-i lu-qú-sú a KÙ.BABBAR i-da-ma ḫa-ra-an,"Aššur-ṭāb son of Azuzaya owes me 1 mina 10 shekels of silver I have his certified tablet The silver will come back If Ama'i will sell his goods for silver and has left on the narrow track, then he and you should seal 2 3333 minas of silver and send it to me and to his representatives It should pass overland in his name",3eee2ea5-80fc-497b-af4c-a1006bbafa4b__c2of3,tí-ir-tí-a a-na KÙ.BABBAR ta-er-šu-nu šu-ma lá ú-šé-ri-bu-ni-šu-nu tí-ir-ta-kà KI pá-ni-im-ma li-li-kam-ma úz-ni pé-té-e 1 ma-na KÙ.BABBAR ḫa-tù-ma ša ma-ṣa-ra-tim ḫa-bu-lu ṭup-pu-šu ḫa-ar-ma-am ù-kà-al u₄-mu-šu ma-al-ú i-ma-ṭá a-na a-šùr-ma-lik DUMU i-na-a qá-ta-tum,"If they have not brought them in, send me word with the first transport to inform me As to the 1 mina of silver that hattu owes for the guards, I hold his certified tablet his terms are overdue <gap> I have been booked as guarantor for Aššur-malik son of Innaya",0.3231042329849028,0.28532618158430717,27.283547730731538,3eee2ea5-80fc-497b-af4c-a1006bbafa4b__c2of3|999921b7-34f4-475a-adb8-2f82ea408565__c3of3|47dd8f10-c7d9-4eea-8435-93ff9f347c63__c2of2,0.3231|0.2666|0.2663
1899a23c-2a32-448d-99aa-9ead97436245__c4of4,1899a23c-2a32-448d-99aa-9ead97436245,chunk4_6,sú-ki-ni-ma i-ta-lá-ak 2.3333 ma-na KÙ.BABBAR a-ta ú šu-ut ku-un-kà-ma a-ṣé-ri-a ú a-ṣé-er ša ki-ma šu-a-tí šé-bi₄-lá-nim GAN-lam a šu-m,"Have them pay the silver and <gap> the tablet If he starts a legal complaint, and he is on his way to Burušhaddum <gap> Šu-Laban, Ilī- <gap> 2 3333 minas of silver <gap>""",297ed294-0d9d-4095-a99d-141e86a982b6__c2of2,a-dí-na-kum a-ḫi a-ta šu-ma AN.NA ú-lá TÚG.ḪI.A tù-šé-li-am a-na en-um-a-šur dí-in-ma ku-un-kà-ma šé-bi-lá-nim a-ḫa-ma 6 GÍN KÙ.BABBAR-pí iš-tí en-um-a-šur tal-qé <gap> ša KÙ.BABBAR šu-a-tí <gap>-šu a pá-ni <gap> šé-bi₄-lá-nim,"My dear brother, if you have brought up tin or textiles, give them to Ennam-Aššur, seal them and send them to me Further, you received 6 shekels of silver from Ennam-Aššur <gap> of this silver <gap> before <gap> send it to me",0.3199256141918169,0.30137339688133397,26.229328747631886,297ed294-0d9d-4095-a99d-141e86a982b6__c2of2|7ba84024-458e-4452-93b5-073052e72b24__c5of5|5a177492-70fd-4eed-a472-0bdb565c8a3b__c2of4,0.3199|0.2990|0.2852
18ab11d3-7780-4d6b-a009-628657257711,18ab11d3-7780-4d6b-a009-628657257711,chunk1_3_plain,um-ma ma-ma-ḫi-ir ù SIG₅-pí-a-šur a-na a-lá-ḫi-im DUMU šál-ma-a-šur,From Man-mahir and Damiq-pī-Aššur to Ali-ahum son of Šalim-Aššur.,a3fc30a7-e3ee-433d-bec5-dee1f5f748f4__c1of5,um-ma ma-ma-ḫi-ir ú SIG₅-pí-a-šur-ma a-na a-lá-ḫi-im qí-bi-ma 1 GÚ 10 ma-na AN.NA ku-nu-ki-kà SIG₅-pí-a-šur ub-lam 7,"From Man-mahir and Damiq-pī-Aššur to Ali-ahum: Damiq-pī-Aššur brought 1 talent 10 minas of tin under your seal We sold it at the rate 7:1, and we subtracted 1 mina of tin 7 minas 14 shekels of silver and",0.6840138619759052,0.6716030267918524,52.004535510764235,a3fc30a7-e3ee-433d-bec5-dee1f5f748f4__c1of5|a3fc30a7-e3ee-433d-bec5-dee1f5f748f4__c1of5__gc1of1|32517007-54ea-4929-ae12-c7eeda6313b0__gc1of1,0.6840|0.6840|0.6468
19050ec7-5bef-442a-a85a-54a3c4a9674c__c1of2,19050ec7-5bef-442a-a85a-54a3c4a9674c,chunk2_3_tag_rich,1 DUG GIG 3 a-za-mì-lá-tum tí-ib-nim KI a-šur-ma-lik DUMU {d}a-šur-{d}UTU-ši 3 DUG GIG KI ša-pu-na-aḫ-šu 2 DUG GIG KI wa-lá-a 3 DUG ŠE-um KI wa-lá-ma 1 DUG,"1 jar of wheat, 3 sacks of straw",7b05ef05-e0c2-4123-905a-da6d2c3301eb__gc1of1,1 DUG GIG 2 DUG ba-pì-ru-um 1 ma-na URUDU 1 ma-na KI pè-ru-wa a-ṣé-er ṭup-pì-šu lá ṭá-ḫu-ú 1 DUG ŠE-um 0.5 DUG GIG KI šu-mì-a-wi 2 na-ru-uq ŠÀ.BA 2 DUG ar-ša-tim KI ší-li-ú-ma-an ú wa-lá-a,"1 jar of wheat, 2 jars of beer-bread, 1 mina of copper, 1 mina of (copper) owed by Peruwa; it has not been transferred to his tablet.",0.3582473245330047,0.34088838575451424,33.12964412729122,7b05ef05-e0c2-4123-905a-da6d2c3301eb__gc1of1|7b05ef05-e0c2-4123-905a-da6d2c3301eb|76de9ecf-ac92-4b5e-894a-424457e80e60__c2of2__gc1of1,0.3582|0.3582|0.3062
19050ec7-5bef-442a-a85a-54a3c4a9674c__c2of2,19050ec7-5bef-442a-a85a-54a3c4a9674c,chunk1_3_plain,GIG KI wa-al-ku 3 DUG GIG KI ḫu-da 1 na-ru-uq 2 DUG ŠE-um KI i-na-ar DUMU e-lá-lí 1 na-ru-uq 3 DUG ŠE-um ŠÀ.BA 2 DUG ar-ša-tum KI du-nu-um-na ṣú-ḫa-ri-im ša ḫa-šu-i GAL re-i ŠU.NÍGIN 7 na-ru-uq lu ŠE-um lu ar-ša-tum,is owed by Aššur-malik son of Aššur-šamšī;,3b27e9ea-05c2-49b7-bc7e-b624ef8a6922__c1of2,2 na-ru-uq ŠE-am i-dí-a-šur 2 na-ru-uq ŠE-am 1 na-ru-uq ar-ša-tum e-na-sú-in DUMU ì-lí-a-lim 2 na-ru-uq ŠE-am PUZUR₄-e-nam 1 DUG ŠE-am a-dí-da 1 DUG ŠE-um ili₅-ba-ni 1 na-ru-uq 1 DUG ŠE-am-tim,"2 sacks of barley: Iddin-Aššur 2 sacks of barley, 1 sack of wheat: Enna-Suen son of Ilī-ālum 2 sacks of barley: Puzur-ennam 1 jar of barley: Adida 1 jar of barley: Ilī-bāni 1 sack 1 jar of barley of the maid for her mother haditum",0.43867057701621676,0.4337113806589974,13.65847171616011,3b27e9ea-05c2-49b7-bc7e-b624ef8a6922__c1of2|7b05ef05-e0c2-4123-905a-da6d2c3301eb|7b05ef05-e0c2-4123-905a-da6d2c3301eb__gc1of1,0.4387|0.4312|0.4312
1a515573-190b-4a0d-be8d-231b1dc7691f__c1of2,1a515573-190b-4a0d-be8d-231b1dc7691f,chunk1_3_plain,um-ma né-er-a am-tum-ma a-na e-lá-ma qí-bi-ma ra-qá-tám ú TÚG na-áš-ú-ni-kum iš-tí lu-qú-tí-kà ù ší-it-ra-am a-na lá-ma-sí-tim a-na a-wa-tim ša ta-áš-pu-ra-ni,"Thus Ner'amtum, say to Elamma: They are bringing you a thin textile and a normal one, together with your merchandise, and a shawl for Lamassutum As for the matter about which you wrote me, the gentleman has perished / disappeared",b3a939e3-cc29-4681-babf-235a8f1801a4__c1of4,a-na ša-lim-a-šùr qí-bi-ma um-ma en-nam-a-šùr-ma i-na lu-qú-tí-kà ša a-na ṣé-ri-a ša ki-ma ku-a-tí ú-ta-e-ru-ni la-ma a-lu-wa a-na ṣé-ri-a ta-áš-pu-ra-ni AN.NA-kà ú ṣú-ba-tù-kà a-na URUDU ma-sí-im ú,"To Šalim-Aššur from Ennam-Aššur: Of your goods that your representatives converted for me - even before you sent Aluwa to me, three months earlier, your tin and textiles had been converted to copper, washed and of -type, and donkeys carried the copper quickly to Šalatuwar. And as for me, I was afraid because of the and because of fear for my own head and the welfare of",0.28898435430219344,0.283515882279016,23.863300534532492,b3a939e3-cc29-4681-babf-235a8f1801a4__c1of4|52890d55-bf4a-49a3-a24a-9f7fb32e7073__c3of4|52890d55-bf4a-49a3-a24a-9f7fb32e7073__c3of4__gc1of1,0.2890|0.2808|0.2808
1a515573-190b-4a0d-be8d-231b1dc7691f__c2of2,1a515573-190b-4a0d-be8d-231b1dc7691f,chunk2_3_tag_rich,a-wi-lu-um iḫ-tí-li-iq a-na ma-nim lá-aq-bi sà-aḫ-ra-ku-ma ú-lá a-le-e-ma ú-lá a-pá-al ša ki me-er-i-a né-nu lá nu-šé-ra-áb a-na-ku áp-lá-aḫ-ma uš-té-ri-ib li-ba-kà <gap> lá tù-lá-mì-in,"To whom should I speak I am staying here and I am unable to answer for it We were not to bring in the house somebody to replace my son, (but) because I became afraid, I was the one who has now brought one in Do not get angry """"",716075b0-2705-43b9-a648-816c58e2ce0a__c3of3,iš-tí-kà-ma i-ba-ší 30 ma-na AN.NA ta-dí-na-ma iš-tí pí-lá-aḫ-IŠTAR i-ba-ší a-bi a-ta a šu-mì-kà sà-aḫ-ra-ku-ma li-bi₄ lá <gap> dí-in ší <gap> lu ta da a,"With respect to the tin you sold, 27 minas of tin are in your possession You sold 30 minas of tin and that is with Pilah-Ištar My dear father, because of you I am delayed and my heart <gap>",0.22781154415533877,0.22250609562760318,17.496966249615728,716075b0-2705-43b9-a648-816c58e2ce0a__c3of3|716075b0-2705-43b9-a648-816c58e2ce0a__c3of3__gc1of1|0fab36c1-7411-4d88-845d-4ba5fd1b9c99__c3of3,0.2278|0.2278|0.2119
1b6721d4-47fe-4a7b-9ec5-9e3f83078555__c1of2,1b6721d4-47fe-4a7b-9ec5-9e3f83078555,chunk1_3_plain,a-na LUGAL-sú-in qí-bi₄-ma um-ma a-šùr-GAL-ma TÚG pá-ra-kà-nu-kà ú ší-tí Ì.GIŠ a-na-kam a-dí-ni i-ba-ší-ú ša ki-ma ša-zu-za-tí-kà a-mì-ša-am i-ta-al-ku-nim a-na-kam ni-ki-iš-tum₁₀ ša kà-ri-im ša ki-ma a-na nu-a-im mì-ma ší-mì-im ma-ma-an,"Say to Šarra-Suen, thus says Aššur-rabi: Your -textiles and and the rest of the oil are still available here Your representatives have left to go there Here a decision by the colony is in force that nobody shall sell anything at all to the Anatolian",3a7f64c9-bca1-4b17-ac35-a808886b7d52__c1of4,um-ma a-šur-ba-ni-ma a-na a-lá-ḫi-im <gap> ù lu-lu qí-bi-ma 3.5 ma-na KÙ.BABBAR ku-nu-ki-a LUGAL-sú-in DUMU PUZUR₄-sú-in na-áš-a-ku-nu-tí a-ḫu-ú-a a-tù-nu i-na {d}UTU-ši ša LUGAL-sú-in,"From Aššur-bāni to Ali-ahum and Lulu: Šar-Suen son of Puzur-Suen brings you 3 5 minas of silver under my seal My dear brothers, the day Šar-Suen arrives - I have taken a loan of 3 5 minas of",0.26245092316321517,0.2567465461464802,16.54538507738087,3a7f64c9-bca1-4b17-ac35-a808886b7d52__c1of4|3a7f64c9-bca1-4b17-ac35-a808886b7d52__c1of4__gc1of1|935e4153-0e14-4f64-a843-b362b47fb5e6__c1of2,0.2625|0.2625|0.2453
1b6721d4-47fe-4a7b-9ec5-9e3f83078555__c2of2,1b6721d4-47fe-4a7b-9ec5-9e3f83078555,chunk1_3_plain,lá i-du-nu 0.3333 ma-na 1 GÍN KÙ.BABBAR ku-nu-ki-ni DU₁₀-ṣí-lá-a-šùr na-áš-a-kum a-ḫi a-ta té-er-ta-kà a-ni-tum lá a-ni-tum li-li-kam KÙ.BABBAR 1 GÍN lá a-kà-al,"Ṭāb-ṣilli-Aššur is on his way to you with 21 shekels of silver Please my brother, send me a message telling me yes or no I will not consume a single shekel of silver """"",23963225-ef17-48be-a05f-9729a54299fc__c3of3,DU₁₀-ṣí-lá-a-šur na-áš-a-ku-nu-tí 5 GÍN KÙ.BABBAR i li-bi₄ a-ki-a KÙ.BABBAR dí-na-šu-ma ša 0.3333 ma-na KÙ.BABBAR ṭup-pu-šu lu-up-ta 4 GÍN KÙ.BABBAR DU₁₀-ṣí-lá-a-šur na-áš-a-ku-nu-tí i-nu-mì tí-ri-ku-nu-ni dí-na-ší-im a ma-lá áš-pu-ra-ku-nu-tí-ni TÚG.ḪI.A SIG₅-tim DIRI a-na ša-lim-be-lí dí-na,"5 shekels of silver is owed by Akiya Give him the silver and write his tablet for 0 3333 mina of silver Ṭāb-ṣill-Aššur brings you 4 shekels of silver When she asks you for it, give it to her In accordance with what I wrote you, give good, extra-fine textiles to Šalim-bēli",0.380949936316817,0.3429350060569533,31.510659848693052,23963225-ef17-48be-a05f-9729a54299fc__c3of3|dc87bf98-ac60-468b-8816-e834000dff97__c2of2__gc1of1|dc87bf98-ac60-468b-8816-e834000dff97__c2of2,0.3809|0.3239|0.3239
1b7347d9-66f4-4f15-9a03-45fcad0a6c09,1b7347d9-66f4-4f15-9a03-45fcad0a6c09,chunk2_3_tag_rich,a-na a-lá-ḫi-im KIŠIB a-mur-ša-ra-sà <gap>,To Ali-ahum; seal of Amur-šarrassa.,aa9472cb-cabe-4241-a315-e9c8e564b7d0__gc1of1,a-na en-nam-a-šur KIŠIB a-lá-ḫi-im ù a-mur-IŠTAR,"To Ennam-Aššur, sealed by Ali-ahum and <gap>-Ištar.",0.4610373188841562,0.4403927478944048,27.843490565371752,aa9472cb-cabe-4241-a315-e9c8e564b7d0__gc1of1|aa9472cb-cabe-4241-a315-e9c8e564b7d0|b5bda5b4-7df0-4a11-8079-bf4d0868ba74__gc1of1,0.4610|0.4610|0.3991
1babd323-20d4-4599-a98b-172f646646cf__c1of2,1babd323-20d4-4599-a98b-172f646646cf,chunk2_3_tag_rich,<gap> TÚG pí-ri-kà-ni 1 TÚG ku-sí-tum ša ma ki <gap> a-na a-lu-wa a-dí-ma a-na pu-ru-uš-ḫa-dim ú-bi-il₅ 3 GÍN KÙ.BABBAR 5 GÍN AN.NA a-na qá-tí a-lu-wa a-dí-in 3.5 GÍN KÙ.BABBAR 5 GÍN,I gave <gap> pirikannu-textiles and 1 robe from,796fc460-479d-4e28-8482-8bcb3a7b0896,4.5 GÍN KÙ.BABBAR a-na ša da-tí-šu a-na a-lu-wa a-dí-in,I gave 4.5 shekels of silver for the payment of his fees to Aluwa.,0.3846421908829287,0.3591690838952275,15.153469472970722,796fc460-479d-4e28-8482-8bcb3a7b0896|796fc460-479d-4e28-8482-8bcb3a7b0896__gc1of1|8fc2c6a8-f201-4e7a-b073-178d57436202__c2of7__gc1of1,0.3846|0.3846|0.3082
1babd323-20d4-4599-a98b-172f646646cf__c2of2,1babd323-20d4-4599-a98b-172f646646cf,chunk2_3_tag_rich,KÙ.BABBAR a-na qá-tí i-ni-ša-ru-um ù ki-zi a-dí-in 6 ANŠE.ḪI.A i-a-ú-tum 1 ANŠE ša šu-IŠTAR ŠU.NÍGIN 7 ANŠE ù ú-nu-sú-nu 4.TA ú-kà-pí a-na 7-e-šu mì-ma a-nim i-ni-ša-ru-um ù ki-zi a-dí-na-šu-nu-tí ù ub-lu <gap> IGI šu-be-lim IGI šu-IŠTAR,<gap> to Aluwa and he brought it to Purušhaddum.,ce441de3-20bb-4ae3-aebc-40bd092368e6,<gap> GÚ SÍG.ḪI.A <gap> 5 maš-ku <gap> 22 na-ru-qá-tum 4 ANŠE ṣa-la-mu 3.TA ú-kà-pu ù ú-nu-sú-nu mì-ma a-nim a-na e-wa-ri-mu-ša a-dí-in 4 GÍN KÙ.BABBAR a-na qá-tí-šu a-dí-in IGI ib-ni-{d}IM IGI a-šur-e-mu-qí DUMU ku-zi-zi-a,"x talents of wool, <gap> 5 hides, <gap> 22 sacks, 4 black donkeys, 3 saddle-rugs for each, plus their harness - all this I gave to Ewarimuša.",0.3157481437155459,0.2985708801447473,17.110858353892837,ce441de3-20bb-4ae3-aebc-40bd092368e6|e69a38b0-0734-442e-bce5-a82c7f675508__c2of2|f6b37c30-4a27-472a-9c02-873c80b4e78a__c3of8__gc1of1,0.3157|0.2905|0.2894
1c188e9c-46d7-4095-865f-6ff65c72d714__c1of4,1c188e9c-46d7-4095-865f-6ff65c72d714,chunk4_6,um-ma a-lá-ḫu-um da-dí-a ù da-<gap>-ma a-na e-lá-ma ù kur-ub-IŠTAR qí-bi₄-ma 17 ma-na KÙ.BABBAR šál-ma-a-šur ub-lam ni-is-ḫa-sú ù-lá wa-at-ra ŠÀ.BA 0.6666 ma-na a-na ni-is-ḫa-tim ni-dí-in 3 GÍN i ma-sà-im im-ṭí ší-tí KÙ.BABBAR-pì-ku-nu,"Thus Ali-ahum, Dadiya, <and> Da<gap>, say to Elamma and Kurub-Ištar: 17 minas of silver Šalim-Aššur brought us, without its excise having been added Thereof we gave 0 6666 mina as excise (and) it became 3 shekels less due to purifying, (so that) the rest of your silver is 16 minas 10",c1a10c5b-0edc-4679-8774-937bab939004__c3of3,té-ṣú-bu 0.6666 ma-na 0.5 GÍN KÙ.BABBAR ni-dí-in 0.3333 ma-na KÙ.BABBAR be-ú-lá-at kur-ub-IŠTAR 2 GÍN KÙ.BABBAR lu-bu-šu 3 TÚG.ḪI.A ša kur-ub-IŠTAR 1 TÚG ša da-dí-a 1 TÚG ša en-nam-a-šur mì-ma a-nim a-šur-SIPA na-áš-a-ku-um ší-tí KÙ.BABBAR iš-tí wa-ar-ki-ú-tim nu-šé-ba-lá-kum,"20 shekels of silver the working capital of Kurub-Ištar, 2 shekels his clothing allowance 3 textiles of Kurub-Ištar, 1 textile of Dadiya, 1 textile of Ennam-Aššur All this Aššur-rē'ī is bringing to you (What we will buy with) the rest of the silver we will send you with a later caravan """"",0.3241767493516328,0.3131680939358124,27.638025327389716,c1a10c5b-0edc-4679-8774-937bab939004__c3of3|19a66d39-5818-435e-bc03-ce2696e4dbc6__c1of4__gc1of1|19a66d39-5818-435e-bc03-ce2696e4dbc6__c1of4,0.3242|0.3077|0.3077
1c188e9c-46d7-4095-865f-6ff65c72d714__c2of4,1c188e9c-46d7-4095-865f-6ff65c72d714,chunk4_6,16 ma-na 10.3333 GÍN ŠÀ 1 me-at 26 ku-ta-nu 11.5 ma-na 3 GÍN KÙ.BABBAR it-bu-lu 4 ANŠE.ḪI.A 1.3333 ma-na LÁ 2 GÍN it-bu-lu 7.5 GÍN 0.5 ANŠE 0.8333 ma-na,"3333 shekels Thereof: 126 -textiles cost 11 5 minas 3 shekels of silver 4 donkeys cost 78 shekels (of silver), 7 5 shekels (of silver) for half a donkey, 54 shekels of silver the working capitals of 2 harnessers, including their clothing allowance 20",081aacd7-46bb-4ca3-9040-3ec3f433084c__c4of5,GÍN KÙ.BABBAR <gap> ší-tí <gap> KÙ.GI <gap> ù <gap> 0.3333 ma-na <gap> e-zi-ib 1 ma-na <gap> 1 me-at 56 TÚG ku-ta-nu 12 ma-na 18 GÍN KÙ.BABBAR it-bu-lu,<gap> mina less 1 shekel of silver: transport tariff 8 3333 shekels of silver: export duty 0 3333 mina 4 shekels of silver: both harness for the donkeys and their fodder - in all: 19 minas 4 3333 shekels of silver Pilah-Ištar leads these goods to the merchant 1 mina of his gold is available <gap> 4 minas of silver,0.45253458119798096,0.4443651300415568,36.51312199166385,081aacd7-46bb-4ca3-9040-3ec3f433084c__c4of5|c1a10c5b-0edc-4679-8774-937bab939004__c2of3|081aacd7-46bb-4ca3-9040-3ec3f433084c__c5of5,0.4525|0.4422|0.4383
1c188e9c-46d7-4095-865f-6ff65c72d714__c3of4,1c188e9c-46d7-4095-865f-6ff65c72d714,chunk4_6,4 GÍN be-ú-lá-at 2 kà-ṣa-re qá-dum lu-bu-ší-šu-nu 20 ma-na AN.NA 13 GÍN.TA 1.5 ma-na 2 GÍN KÙ.BABBAR 10 <gap> GÍN ú-nu-ut ANŠE <gap>-1+0.25 GÍN té-ṣú-bu 2 GÍN ša sà-a-tim,"minas of tin at a rate of 13 shekels per (1 shekel of silver) (cost) 92 shekels of silver, 10-<gap> shekels the harness of the donkeys, <gap>+ 1 1 / 4 shekel additions, 2 shekels for <gap> 8 1 / 4 shekels the export tax",8da86869-a26d-46cf-861f-3f5791ae36da__c2of3,AN.NA ku-nu-ki 25 ma-na AN.NA AN.NA-ak qá-tim 4 ANŠE.ḪI.A ṣa-lá-mu 1.3333 ma-na KÙ.BABBAR it-bu-lu 10 GÍN ú-nu-ut ANŠE ú ú-ku-ul-ta-áš-nu 1 ma-na 4 GÍN KÙ.BABBAR bé-ú-lá-at 2 kà-ṣa-ri a-mur-IŠTAR il₅-qé 10 GÍN wa-ṣí-tum 10 GÍN té-ṣú-bi 1.5,"4 black donkeys cost 1 3333 mina of silver 10 shekels: the harness for the donkeys plus their fodder Amur-Ištar received 1 mina 4 shekels of silver, the working capitals of 2 harnessors 10 shekels: export duty 10 shekels: additions 1 5 shekel: of the <gap> shekels: 2 -textiles",0.39157837734715106,0.33298352983666085,45.990805735393295,8da86869-a26d-46cf-861f-3f5791ae36da__c2of3|777efde2-f9af-457a-8e8e-8c8dd7da61a6__c2of3|11664174-0d50-4c2c-ba9c-c0799362648b__c3of5,0.3916|0.3049|0.3025
1c188e9c-46d7-4095-865f-6ff65c72d714__c4of4,1c188e9c-46d7-4095-865f-6ff65c72d714,chunk4_6,8.25 GÍN wa-ṣí-tum a-šur-mu-ta-pì-il₅ i-ra-de₈-a-ku-nu-tí,"Aššur-mūtappil is leading this to you """"",ef6b0eca-8778-48e3-9e46-a82e9e114572,11.25 GÍN iš-tí a-šur-ba-ni 11 GÍN iš-tí PUZUR₄-a-šur 9 GÍN KÙ.BABBAR ša DAM ḫa-ar-ša-a a-na a-šur-mu-ta-pì-il₅ ḫa-bu-la-at-ni me-eḫ-ra-tim a-dí-šu-um a-na ṣé-er 12 GÍN 13 GÍN KÙ.BABBAR a-na a-šur-mu-ta-pì-il₅,"11 1 / 4 shekels due from Aššur-bāni; 11 shekels due from Puzur-Aššur; 9 shekels of silver which haršāya's wife owes to Aššur-mūtappil, its equivalent I gave to him. In addition to 12 shekels 13 shekels of silver for Aššur-mūtappil.",0.3421539238454067,0.3222424901655309,19.987124304485988,ef6b0eca-8778-48e3-9e46-a82e9e114572|820fe88f-a0b0-4f5b-8045-63fda889c841__c3of3|19a66d39-5818-435e-bc03-ce2696e4dbc6__c2of4__gc1of1,0.3422|0.3402|0.2844
