source,target,source_origin,license_note,row_origin,oare_id,sentence_uuid,genre_label,label,anchor_token,anchor_type,source_token_len,target_word_len,builder
0.5 ma-na LÁ 0.25 GÍN KÙ.BABBAR i-ṣé-er IŠTAR-lá-ma-sí na-na-a tí-šu i-na ša pá-ar-kà ta-ša-qal šu-ma i-na u4-me-ša lá ta-áš-qú-ul GÉME É-tám ta-dá-ma KÙ.BABBAR-áp-ša ta-lá-qé IGI šu-ma-bi4-a IGI e-lá-lí,"Ištar-lamassī owes 29 3/4 shekels silver to Nanaya.
She will pay at the festival of Parka.
If she does not pay at her term, she will leave a servant at the house and take her money.
Witnesses: Šuma-abiya, Elāli",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,dba922f0-ff56-4cc7-a508-6f80df502b98,,unknown,Cuneiform Tablet Fs Landsberger 178a (Adana 237e),,,28,39,taskform_winner_a1_silver_builder
0.66666 GÍN 15 ŠE KÙ.BABBAR a-na gu5-ba-áb-tim ša a-ni-qí ša a-na-aḫ-IŠTAR tù-kà-i-lu áš-qúl 2 GÍN KÙ.BABBAR i-na tap-ḫi-ri-im ša be-lim É a-la-ḫi-im ni-a-im áš-qúl,"⅔ Seqel 15 Korn Silber habe ich der gubabtum-Priesterin als (Betrag) für die Ringe, die sie dem (=für) Aḫištar unter Beschlagnahme gehalten hat.
2 Seqel Silber von dem Gut (?) des Bēl habe ich im (?) Hause unseres Alâḫum bezahlt.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,b51f4672-9a20-47bf-bfaf-36f56967fb89,,note,Cuneiform Tablet ATHE 8,,,24,40,taskform_winner_a1_silver_builder
0.66666 ma-na 1.5 GÍN KÙ.BABBAR a-šur-ba-ni DUMU be-lúm-na-da 0.33333 ma-na 2.5 GÍN KÙ.BABBAR šu-iš-ḫa-ra DUMU ku-ra-ra i-na 14 GÍN KÙ.BABBAR ša iš-tí a-šur-ba-ni DUB.SAR 5 GÍN al-qé 9 GÍN KÙ.BABBAR i li-bi4-šu 15 GÍN KÙ.BABBAR iš-tí a-bu-ša-lim DUMU a-šur-DU10 6.5 GÍN KÙ.BABBAR iš-tí a-šur-ma-lik na-pá-ḫi-im 2 GÍN KÙ.BABBAR a-šur-i-dí mu-ša-ri-dum 0.66666 GÍN KÙ.BABBAR ḫa-li-it-kà 5 GÍN <gap> KÙ.BABBAR da-ak-na-bu-ra 4 GÍN KÙ.BABBAR li-bur-be-lí 2.5 GÍN KÙ.BABBAR ṣú-ḫa-ru-um ša ḫa-li-it-kà 1.3333300000000001 GÍN KÙ.BABBAR pá-ší-ru-um ša Ì.GIŠ 2.5 GÍN KÙ.BABBAR ší-wa-áš-me-i 3 GÍN KÙ.BABBAR ku-ku-za-nu-um ŠU.NÍGIN 1.8333300000000001 ma-na 5 GÍN KÙ.BABBAR ba-ab-tum ša a-bu-mì-DINGIR ṣí-lá-DINGIR e-pu-li,"⅔ Minen 1½ Seqel Silber: Aššurbāni, der Sohn des Bēlumnādā; ⅓ Mine 2½ Seqel Silber: Šū’išḫārā, der Sohn des Kurārā; von 14 Seqel Silber, die bei Aššurbāni, dem Schreiber, habe ich 5 Seqel erhalten.
9 Seqel Silber (ist) er (noch) schuldig.
15 Seqel Silber, (stehen) bei Abūšalim, dem Sohne des Aššurtāb; 6½ Seqel Silber (stehen) bei Aššurmalik, dem Schmied; 2 Seqel Silber: Aššurtāb, der Transporteur; ⅔ Seqel Silber: Ḫaltika; 5 Seqel Silber: Daknabura ; 4 Seqel Silber: Lībūrbēlī; 2½ Seqel Silber: der Angestellte des Ḫalitka; 1⅓ Seqel Silber: der…...... des Öles (?); 2½ Seqel Silber: Šiwašmi; 3 Seqel Silber: Kakuzānum.
(Mit) insgesamt 1 Mine 55 Seqel Silber, dem Außenstand des Abumilī, hat Ṣillanum mich beglichen.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,373008e7-4d7f-4c28-a400-53365a179f99,,memo,Cuneiform Tablet ATHE 14,,,94,115,taskform_winner_a1_silver_builder
0.66666 ma-na 5 GÍN KÙ.BABBAR KI {d}IM.GAL iš-tù ḫa-muš-tim ša a-lá-ḫi-im ù ku-ra 0.66666 ma-na 5 GÍN KI da-dí-a iš-tù ITU.KAM ḫu-bu-ur li-mu-um šu-ḫu-bur 30 ma-na URUDU SIG5 KI zi-kà-a 0.33333 ma-na KI wa-al-dí-DINGIR iš-tù ḫa-muš-tim ša kur-ub-IŠTAR ú šu-a-nim 0.66666 ma-na KI a-šùr-re-ṣí iš-tù ḫa-muš-tim ša ú-ra-a ú šu-ki-tim 1 ma-na KI i-dí-a-šùr iš-tù ḫa-muš-tim ša sú-kà-lí-a ù ú-ra-a 0.5 ma-na KI a-lá-ḫi-im ša ma-ma ù IŠTAR-lá-ma-sí iš-tù ḫa-muš-tim ša i-ku-nim ú na-ra-am-ZU 0.5 ma-na be-ú-lá-tí-a im-li-kà-a ú-kà-al 10 GÍN KI ša i-lá-li 10 GÍN KI {d}NIN.ŠUBUR-ba-ni 0.5 ma-na 2 GÍN KI en-um-a-šùr DUMU iš-du-ke-en6 10 GÍN KI i-dí-a 0.33333 ma-na 5 GÍN KI id-na-a iš-tù li-mì-im sà-li-a 12 ma-na KI en-um-ì-lí 5 GÍN KÙ.BABBAR KI a-ku-za mì-ma ša a-wi-lim a-ni-ú-tim ṭup-pu-šu-nu ḫa-ru-mu,"Adad-rabi owes 45 shekels silver.
(He will pay interest) from the ḫamustum of Al-aḫum and Kura.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,a472c07d-e45c-4910-a477-661a8cd43547,,note,Cuneiform Tablet Kt c/k 453 (AMMY 1989 50b),,,124,16,taskform_winner_a1_silver_builder
0.66666 ma-na 5 GÍN KÙ.BABBAR i-ṣé-er a-lá-ḫi-im ú-ṣú-ur-ša-a-šur i-šu iš-tù ḫa-mu-uš-tim ša am-ri-a 0.33333 ma-na 5 GÍN KÙ.BABBAR a-na 3 ITU.KAM i-ša-qal ù 0.33333 ma-na KÙ.BABBAR a-na 6 ITU.KAM i-ša-qal šu-ma i-na u4-mì-šu ma-al-ú-tim lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM ú-ṣa-áb IGI i-ku-pí-IŠTAR IGI ku-ra-ra,"Witnesses: Ikuppī-Ištar, Kurara",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,65e83bcd-1aa6-42c4-b4d2-9da97dda2036,,debt note,Cuneiform Tablet ICK 2 48 (Ka 772),,,45,3,taskform_winner_a1_silver_builder
0.66666 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er MAR.TU ba-ni {d}EN.ZU-na-da i-šu iš-tù ḫa-mu-uš-tim ša en-na-nim 2 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám i-na ITU.1.KAM ú-ṣa-áb li-mu-um ša qá-tí i-dí-a-šur ITU.KAM ṣí-pu-um IGI iš-me-DINGIR IGI šu-ku-bi4-im,"Amurrum-bāni owes Suen-nādā 45 shekels refined silver.
From the week of Ennānum he will add 2 shekels per mina per month.
Year after the year of Idī-Aššur (REL 82), month Ṣipʾum (month VII).
Witnesses: Išme-ilī, Šū-Kūbum.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,206c11fc-a57d-4463-955b-64303413b85b,,debt note,Cuneiform Tablet Prague I 591,,,34,36,taskform_winner_a1_silver_builder
0.66666 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR.DINGIR-šu DUMU-šu a-mur-IŠTAR i-šu iš-tù ḫa-muš-tim ša e-dì-na-a a-na 20 ḫa-am-ša-tim i-ša-qal ITU.KAM ku-zal-li li-mu-um DINGIR-šu-GAL DUMU ba-zi-a šu-ma i-na ma-la u4-me-šu lá iš-qúl 1.5 GÍN.TA a-na 1 ma-na-im i-na ITU.KAM ú-ṣa-ab IGI ib-ni-{d}IŠKUR IGI ú-zu-a IGI mu-uš-me-ni,"Ištar-ilšu owes his father Amur-Ištar 45 shekels refined silver.
He will pay twenty weeks from the ḫamuštum of Edina.
Month: Kuzalli.
Eponymate: Ilšu-rabi s. Bazia.
If he does not pay on time, he will add 1 1/2 shekels per mina per month (as interest).
Witnesses: Ibni-Adad, Uzuwa, Muš(u)weni.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,8dbb2468-5561-4934-bdde-d313877d8ad6,,debt note,Cuneiform Tablet ICK 1 152,,,45,48,taskform_winner_a1_silver_builder
0.66666 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er in-na-a-šur i-ku-pí-a-šur i-šu iš-tù ITU.1.KAM ku-zal-lí li-mu-um am-ma-e-a 1 ma-na-um 12 GÍN.TA i-la-ak-šu-um IGI a-mur-e-a IGI ši-ik-ma-tim IGI na-ni-a,"Enna-Aššur owes Ikūppī-Aššur 46 shekels refined silver.
Witnesses: Amuria, Šikmātum, Nanīya.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,f7f36920-7ed2-434a-a0e9-1f5f0f6bb198,,debt note,Cuneiform Tablet ICK 2 18 (Ka 365),,,26,11,taskform_winner_a1_silver_builder
0.66666 ma-na KÙ.BABBAR i li-bi4 šu-mì-a-bi4-a aḫ-ša-lim i-šu-ú iš-tù ḫa-mu-uš-tim ša a-la-ḫi-im a-na ITU.3.KAM i-ša-qal-šu-ma šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb KÙ.BABBAR a-šu-mì a-šur-ba-áš-tí e-pu-ul IGI a-šur-SIG5 IGI en-um-a-šur,"Šumī-abiya owes 2/3 mina silver to Aḫ-šalim
From the ḫamuštum of Al-aḫim he must pay.
If he does not pay the word of the colony will be added in interest because of the silver.
Because of the silver Aššur-bāštī will be satisfied.
Witnesses: Aššur-damiq, Ennum-Aššur",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,82b07223-b080-a076-8b7f-d781f8629270,,debt note,Cuneiform Tablet BIN 4 121 (NBC 1763),,,31,45,taskform_winner_a1_silver_builder
0.66666 ma-na KÙ.BABBAR ša šu-ḫu-bur ša a-šùr-na-da i-šu-ni <gap> pu-šu-ke-en6 e-pu-ul a-šar e-mu-ru-šu-ni <gap> i-ṣa-ba-sú-ma KÙ.BABBAR a-na pu-šu-ke-en6 i-ša-qal,"Pūšu-kēn balanced 40 shekels silver belonging to Šū-Ḫubur which Aššur-nādā owed.
Wherever he sees him he will seize him and he will pay the silver to Pūšu-kēn.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,edff9140-eb70-21fd-33dc-3b8728bab07c,,unknown,Cuneiform Tablet VS 26 153 (VAT 9277),,,19,27,taskform_winner_a1_silver_builder
0.66666 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er DINGIR-ku-ru-ub la-lu-um i-šu iš-tù ITU.KAM ḫu-bu-ur a-na 4 ITU.KAM-im <gap> i-ša-qal šu-ma lá iš-qú-ul a-ma-na-um 0.33333 ma-na ki-ma a-wa-at kà-ri-im i-ša-qal li-mu-um sà-li-a DUMU ša-ba-ku-ra-nim IGI a-ta-ta IGI ì-lí-dan,"Ilī-kurub owes Lālum 2/3 mina refined silver.
He will pay 4 months from the month of Ḫubur.
If he does not pay, from there he will add interest at the colony rate of 1/3 mina.
Year: Sallīya s. Šabakurānim",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,d6ddafa9-ab25-4876-a7db-df0c89a524a7,,unknown,Cuneiform Tablet Kt c/k 1452 (AKT 9a 163),,,34,39,taskform_winner_a1_silver_builder
0.66666 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-gu-za ù me-er-e-šu ku-ku-la-num i-šu iš-tù ḫa-mu-uš-tim ša {d}UTU-ba-ni ù a-šùr-iš-ta-ki-il5 a-na 26 ḫa-am-ša-tim i-ša-qú-lu šu-ma la iš-qú-lu <gap> 1.5 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im ṣí-ib-tám ú-ṣú-bu ITU.KAM ku-zal-li li-mu-um e-la-lí IGI DUG-ì-lí IGI a-šur-SIPA IGI ṣí-lu-lu IGI en-LÍL-ba-ni,"Aguza and his sons owe Kukulānum 2/3 minas refined silver.
They will pay 26 ḫamuštum weeks from the ḫamuštum of Šamaš-bāni and Aššuriš-takil.
If they do not pay (on time), they will add 1 1/2 shekels per mina per month.
Month: Kuzalli.
Eponymate: Elāli.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,03a8c5b0-7ac6-6442-ecda-ef586d2f2a69,,debt note,Cuneiform Tablet TMH 1 13a,,,45,44,taskform_winner_a1_silver_builder
0.66666 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ta-ki-il5-a-šur a-šur-SIPA i-šu iš-tù ḫa-muš-tim ša bu-zu-ta-a ù šu-a-šur a-na 6 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl 1 GÍN.TA ṣí-ib-tám i-na ITU.1.KAM ú-ṣa-áb IGI ku-ta-a IGI ku-ku-lá-nim,"Takil-Aššur owes Aššur-rēʾī 2/3 minas refined silver.
He will pay six weeks from the ḫamuštum of Buzutaya and Šū-Aššur.
If he does not pay (on time), he will add 1 shekel (per mina) per month as interest.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,482028eb-97fa-4a9a-bccc-71653662d9d9,,unknown,Cuneiform Tablet Kt 88/k 7 (AKT 7a 122),,,31,37,taskform_winner_a1_silver_builder
0.66666 ma-na KÙ.GI KÙ.BABBAR i-ṣé-ri-a il5-qé-ma ṭup-pu-šu ḫa-ar-ma-am ša ku-nu-ki-šu ù a-na a-wa-tí ni-iḫ-tí-ri-im ší-tí KÙ.GI i li-bi4-a ṭup-pè-e ni-ip-qí-id um-ma šu-ut-ma a-dí iš-tí-kà a-ta-wu-ú ú 1.3333300000000001 ma-na KÙ.GI qá-at-ki kà-lá-šu-ma a lá-qá-em i-zi-iz-ma um-ma šu-ut-ma a-ṣé-er 6 ma-na KÙ.KI šál-ṭam ta-lá-qé um-ma a-na-ku-ma i mì-ma pu-šu-ke-en6 e-zi-bu qá-tám qá-dí-ni-ma ta-lá-qé šu-ut im-ṣí-ma mì-iš-lam ša lá tù-šar-im a-dí <gap>,"He borrowed(?) 2/3 minas gold worth of silver on me and we had sealed the sealed tablet with his seal concerning my matter.
We entrusted the tablets (for) the remainder of the gold I owe.
He said, ""Until I speak with you, you must also stand to take the 1 1/3 minas gold - your share, all of it,"" and he said, ""Regarding the 6 minas gold on hand, you take it.""
I said, ""From the things which Pūšu-kēn left, you will take our two shares(?)""
It is ... and half of the ...",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,bcf16e38-87fa-cb78-cba7-47f95ebb8c14,,legal challenge,Cuneiform Tablet CCT 1 13b (BM 113535),,,59,94,taskform_winner_a1_silver_builder
0.66666 ma-na LÁ 2 GÍN KÙ.BABBAR ša a-mur-DINGIR i li-bi4 {d}IŠKUR-ba-ni i-šu-ú a-šur-ta-ak-lá-ku iṣ-ba-at šu-ma a-mur-DINGIR a-an 0.66666 ma-na LÁ 2 GÍN a-na {d}IŠKUR-ba-ni i-tù-ar a-šur-ta-ak-lá-ku ú-ba-áb-šu IGI šu-be-lim IGI a-šùr-i-mì-tí IGI a-šur-na-da,"The 38 shekels of silver that Amur-ilī had as a claim against Adad-bām, Aššur -taklāku has taken (that).
If Amur-ilī raises claim concerning the 38 shekels against Adad-bāni, then Aššur-taklāku will clear him.
Witnessed by Šū-Bēlum, witnessed by Aššur-imittī, witnessed by Aššur-nādā.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,908b33d8-2e06-f748-530b-0538f1c6e1d3,,settlement of accounts,Cuneiform Tablet TC 2 68,,,33,42,taskform_winner_a1_silver_builder
0.83333 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na ṣé-er pí-lá-aḫ-sú-en6 {d}EN.LÍL-ba-ni i-šu KÙ.BABBAR i-na a-lim{ki} i-ša-qal iš-tù SAG ITU.KAM ma-ḫu-ur-ì-lí 1 ma-na-um 12 GÍN.TA i ša-tim ṣí-ib-tám ú-ṣa-áb li-mu-um i-ku-pí-IŠTAR IGI en-um-a-šur IGI a-šur-GAL,"Pilaḫ-Suen owes Enlil-bāni 5/6 mina 1 shekel refined silver.
He will add interest at the rate of 1 mina 12 shekels silver from the beginning of month Maḫur-ilī in the city of Aššur.
Year: Ikuppī-Ištar
Witnesses: Ennum-Aššur, Aššur-rabi",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,ec2bcf81-29c3-4715-a8f8-1533a9246def,,unknown,Cuneiform Tablet Prague I 692a,,,33,38,taskform_winner_a1_silver_builder
0.83333 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am ší-im 3 {TÚG}ku-ta-ni <gap> i-ṣé-er PUZUR4-{d}MAR.TU i-ku-num i-šu iš-tù ḫa-mu-uš-tim ša i-dí-a-šùr ú <gap> 1.5 GÍN.TA i-na ITU.1.KAM-im a-na 1 ma-na-im ù-ṣa-ab IGI PUZUR4-tí-a-am-tim IGI šu-be-lim,"Puzur-Amurrum owes Ikūnum 51 shekels refined silver, the price of 3 kutānum textiles.
He will add 1 1/2 shekels per mina per month from the ḫamuštum of Idī-Aššur and ... .
Witnesses: Puzur-Tiamtum, Šu-Bēlum.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,508241bc-4dd8-b9bc-b598-ece9cb6e6df4,,debt note,Cuneiform Tablet TMH 1 14c,,,32,34,taskform_winner_a1_silver_builder
0.83333 ma-na 5 GÍN KÙ.BABBAR a-mu-ru-um i-ṣé-er en-na-sú-en6 a-šùr-ni-šu i-šu iš-tù ḫa-mu-uš-tim ša am-ri-a ù i-ku-nim a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na 1 ma-na-im i ITU.1.KAM ú-ṣa-áb IGI a-šùr-na-da IGI PUZUR4.IŠTAR IGI ma-nu-ki-a-šùr,"Enna-Suen owes Aššur-nīšu 5/6 mina 5 shekels ammurum silver.
He will pay 13 weeks from the ḫamuštum of Amrīya and Ikūnim.
If he does not pay (on time), he will add 1 1/2 shekels per mina per month (as interest).",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,33b778c4-0066-4873-89b4-4834de8e4ef6,,unknown,Cuneiform Tablet Kt a/k 562b (AKT 1 51 tab),,,37,40,taskform_winner_a1_silver_builder
0.83333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am ša ás-qú-dum ù a-šur-na-da i-na kà-ni-ìš il5-qé-ú-ni ù ší-ta-tim KÙ.BABBAR 0.66666 ma-na 5 GÍN ša ás-qú-dum KI e-dí-na-a il5-qé-ú šu-ma ṭup-pá-am ḫa-ar-ma-am ú-lá ší-bi4 a-na e-dí-na-a ás-qú-dum lá uš-té-li a-na KÙ.BABBAR a-nim šu-šál-šum ás-qú-dum a-na e-dí-na-a i-ša-qal šu-ma ṭup-pá-am ú-lá ší-bi4 uš-té-li KÙ.BABBAR ás-qú-dum ša-bu iš-tù SAG ḫa-muš-tim ša il5-ba-ni a-na 6 ITU.KAM e-ta-wu-ú,"As for 55 shekels refined silver which Asqudum and Aššur-nādā received in Kanesh and the remainder worth 45 shekels silver which Asqudum received from Iddinnāya, if Asqudum cannot produce the sealed tablet or witnesses to Iddinaya, Asqudum will pay triple for this silver to Iddinaya.
If he does produce a tablet or witnesses, Asqudum will pay the silver in full.
He will negotiate from the beginning of the ḫamuštum of Ilī-bāni for 6 months.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,08738294-8c28-ac98-b30e-7e42fb17b927,,agreement (contract),Cuneiform Tablet BIN 4 147 (NBC 1722),,,60,74,taskform_winner_a1_silver_builder
0.83333 ma-na 6 GÍN KÙ.BABBAR ší-im 4 {TÚG}ku-ta-ni i-na ni-kà-sí ša 20 ma-na.TA a-na qá-tí-šu ša i-na-a DUMU e-lá-lí aṭ-ḫi i-na-a DUMU a-mu-ra-a ší-bi4 a-ḫa-ma 14 GÍN KÙ.BABBAR ší-im 1 TÚG áš-qúl-šum ŠU.NÍGIN 1 ma-na 10 GÍN KÙ.BABBAR KI i-na-a DUMU e-lá-lí,"I handed over 56 shekels silver, the price of 4 kutānum textiles, at accountings for 20 minas for the account of Innāya s. Elālī.
Innāya s. Ammurāya is my witness.
Separately, I paid him 14 shekels silver, the price of 1 textile.
In total, Innāya s. Elāli owes 1 mina 10 shekels.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,807d2a37-5ec2-46c4-9d94-e1228a852e97,,unknown,Cuneiform Tablet Kayseri 31,,,42,52,taskform_winner_a1_silver_builder
0.83333 ma-na 6.83334 GÍN KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er šu-mì-a-bi4-a {d}NIN.ŠUBUR-ba-ni i-šu iš-tù ḫa-mu-uš-tim ša šu-nu-nu 1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám i-na ITU.1.KAM ú-ṣa-áb ITU.KAM qá-ra-a-tum li-mu-um a-šur-SIG5 IGI ku-ra <gap> IGI iš-ma-a-a IGI i-ku-pí-a-šur KÙ.BABBAR KÙ.BABBAR-áp DAM.GÀR-ri-im,"Šumī-abīya owes Ilabrat-bāni 56 5/6 shekels refined silver.
He will add 1 1/2 shekels per mina (per month) as interest from the ḫamuštum of Šū-Nunu.
Month: Qarrātum.
Eponymate: Aššur-damiq.
Witnesses: Kura, Išmāya, Ikūppī-Aššur.
The silver belongs to the merchant.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,6ab75123-741e-c259-7547-3f9a952518d7,,debt note,Cuneiform Tablet TMH 1 10b,,,37,39,taskform_winner_a1_silver_builder
0.83333 ma-na KÙ.BABBAR i-ṣé-er na-qí-du a-šùr-ma-lik i-šu iš-tu ḫa-mu-uš-tim ša a-la-ḫi-im ù na-áb-sú-en6 a-na 4 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl 1.5 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ú-ṣa-áb i-dí-{d}UTU DUMU da-lá-áš qá-ta-tum IGI a-mur-a-šùr IGI ku-ra-ra,"Naqidu owes Aššur-mālik 5/6 minas silver.
He will pay 4 ḫamuštum weeks from the ḫamuštum of Al-aḫum and Nāb-Suen.
If he does not pay (on time), he will add 1 1/2 shekels per mina per month (as interest).
Idī-Šamaš s. Dalaš is the guarantor.
Witnesses: Amur-Aššur, Kurara.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,9de2f9dd-c45c-45f9-a4d5-9787a20719f8,,debt note,Cuneiform Tablet Prague I 595,,,36,47,taskform_winner_a1_silver_builder
0.83333 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI a-na a-šur-ba-áš-tí ap-qí-id IGI ku-ṣí-a IGI a-mur-IŠTAR DUMU-i ba-lá 2 ku-ta-nu KI ṭá-ba-a 3 GÍN KÙ.BABBAR a be-a-lim a-na ur-da-lá a-dí-in 5 GÍN a-na be-a-lim a-na be-lá-nim 10 GÍN a be-a-lim a-na a-šur-ba-áš-tí a-wi-lúm i-dí-in 5 ma-na URUDU ší-kum KI i-dí-a-šur DUMU ḫa-am-ḫa-am-tim IGI ku-ṣí-a 10 GÍN KÙ.BABBAR KI a-šur-mu-ta-bi4-il5 ni-a-im 4.5 ma-na KÙ.BABBAR a-na pu-šu-ke-en6 a-dí-in IGI PUZUR4-a-šur IGI PUZUR4.SA.TU IGI e-nu-be-lim,"I entrusted 5/6 minas silver, its excise added, to Aššur-baštī.
Witnesses: Kuzīya, Amur-Ištar s. Bala.
2 kutānum textiles are with Ṭābāya.
I gave 3 shekels silver to Urdala for managing.
(I gave) 5 shekels to Bēlānum for management.
The man gave 10 shekels to Aššur-bāstī for management.
5 minas poor quality copper is with Idī-Aššur s. Ḫamḫamtum.
Witness: Kuzīya.
10 shekels silver are with our Aššur-mutabbil.
I gave 4 1/2 minas silver to Pūšu-kēn.
Witnesses: Puzur-Aššur, Puzur-saduʾe, Ennum-Bēlum.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,e982603f-b52e-e9b8-4e1e-4551016804e2,,note,Cuneiform Tablet AnOr 6 20,,,68,78,taskform_winner_a1_silver_builder
0.83333 ma-na LÁ 1 GÍN KÙ.BABBAR li-tí i-ṣé-er šu-pì-ú-ma-an ú tal-ḫa-ma a-ší-tí-šu pè-ru-a ga-na-na um-mì-šu ú ší-mì-iš-ku-ni a-ší-tí-šu a-šur-ma-lik i-šu iš-tù ḫa-mu-uš-tim ša šu-IŠTAR a-na 3 ḫa-am-ša-tim i-ša-qú-lu šu-ma lá iš-qú-lu 3 GÍN-ta a ma-na-im ṣí-ib-tam i-na ITU.KAM ú-ṣú-bu ITU.KAM ma-ḫu-ur-ì-lí li-mu-um bu-zu-ta-a IGI a-bi4-a-a IGI ba-ar-wa-ma-da IGI be-lí-DUG,"Šuppiuman and Talḫama his wife, Peruwa, Gana, his mother, and Šimiškuni, his wife, (all), owe Aššur-mālik 49 shekels quality silver.
They will pay three weeks from the ḫamuštum of Šū-Ištar.
If they do not pay (on time), they will add 3 shekels per mina per month as interest.
Month: Maḫḫur-ilī.
Eponymate: Buzutaya.
Witnesses: Abīya, Barwamada, Bēlī-ṭāb.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,77f85a31-b948-42fa-9f93-b3794d84418c,,debt note,Cuneiform Tablet Prague I 674,,,49,56,taskform_winner_a1_silver_builder
1 0.33333 ma-na 4 GÍN KÙ.BABBAR i-ṣé-er IŠTAR-pá-li-il5 i-dí-IŠTAR i-šu iš-tù ḫa-mu-uš-tim ša i-dí-a-šur a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na u4-mì-šu lá iš-qú-ul e-ra-áb-ma É DAM.GÀR a-na bi-it-qá-tim a-lá-qé-šu-um IGI da-da DUMU DINGIR-mu-ta-bi-il5 IGI ba-zi-a IGI i-dí-a-bi-im DUMU mu-ni-qí-im,"Ištar-pālil owes 1/3 mina 4 hekels silver to Idī-Ištar.
From the ḫamuštum of Iddin-Aššur he has 13 weeks to pay.
Witnesses: Dad s. Ilī-mutabbil, Bazia, Iddin-Abim s. Muniqum.",oare_published_silver,local_oare_assets_for_offline_research_only,published_agg_parent,6902b817-30e6-15d4-da02-36f3306a9f17,,debt note,Cuneiform Tablet CCT 1 6a (BM 113428),,,39,28,taskform_winner_a1_silver_builder
