oare_id,parent_oare_id,chunk_index,chunk_mode,is_short_aligned,source,reference,prediction,src_char_len,ref_char_len,pred_char_len,pred_ref_char_ratio,pred_tok_len,ref_tok_len,pred_ref_tok_ratio,is_empty_pred,is_copy_source,has_bad_token_regex,is_exact_extra_id_0
1d7184b7-e39a-42b2-b546-6fc238b2d32a__c2of4,1d7184b7-e39a-42b2-b546-6fc238b2d32a,1,ratio,,"ṣa-ru-pu-um ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ik-ri-bu ša a-šur ša tám-kà-ri-ma ku-nu-ki-šu a-na ṣé-er ì-lí-iš-tí-kál ù pì-lá-aḫ-IŠTAR zi-ki-ki na-áš-a-ku-nu-tí a-na zi-ki-ki qí-bi-ma a-ni-am a-na pì-lá-aḫ-IŠTAR pì-qí-id-ma iš-tí a-wi-tí-šu

Retrieved source: 12 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ku-nu-ki ša tám-kà-ri-im a-ḫa-ma 10 ma-na KÙ.BABBAR ṣa-ru-pá-am ik-ri-bu ša a-šur ni-is-ḫa-sú…
Retrieved English hint: We entrusted 12 minas of refined silver, its import duty added, its transport tariff paid for, sealed by the merchant, and further, 10 minas of refined silver, votive offerings for Aššur, its import duty added, its tran…","merchant and sealed by him, Zikiki is bringing to you destined for Iliš-tikal and Pilah-Ištar. To Zikiki: Entrust this to Pilah-Ištar and join it to his consignment and then you personally may serve him and be positive over every shekel of silver. To Pilah-Ištar: Our dear brother, do not","The entrusted 12 minas of refined silver, its import duty added, its transport tariff paid for, sealed by the merchant, and fur <gap>",664,288,133,0.4618055555555556,134,293,0.4573378839590443,False,False,False,False
1d7184b7-e39a-42b2-b546-6fc238b2d32a__c3of4,1d7184b7-e39a-42b2-b546-6fc238b2d32a,2,ratio,,"e-ta-wu ù a-ta i-na re-ší-šu i-zi-iz-ma KÙ.BABBAR 1 GÍN lu ṭá-ba-tí a-na pì-lá-aḫ-IŠTAR qí-bi-ma a-ḫu-ni a-ta li-bi₄ zi-ki-ki lá tù-lá-ma-an ṭup-pè-en₆ ší-na ša a-ṣé-er ì-lí-iš-tí-kál ù

Retrieved source: a-na pì-lá-aḫ-IŠTAR qí-bi₄-ma um-ma um-mì-iš-ḫa-ra-ma a-šu-mì li-ba-kà lam-nu-ma tù-ṣú-ú-ni ša KÙ.BABBAR 10 GÍN i-na qá-tí-a lá i-šu-ú-ma lá tí-<gap> ú i-a-ú-u…
Retrieved English hint: Say to Pilah-Ištar, thus Ummī-Išhara: As for the fact that you left in anger (and) that I did not even have 10 shekels of silver available, so that you <gap> and that my feeling too ran high and I did not exchange a wor…",make Zikiki angry. There are two tablets that were written to Iliš-tikal and Pilah-Ištar and that have been transported by Zikiki - send them together with our silver <gap> as soon as possible. Laying claim was indicated on those two tablets. A strongly worded message from the City,"Say to Pilah-Ištar, thus Ummī-Išhara: As for the fact that you left in anger (and) that I did not even have 10 shekels of silver available, so that you <gap> and that my fe",610,282,172,0.6099290780141844,176,285,0.6175438596491228,False,False,False,False
1d7184b7-e39a-42b2-b546-6fc238b2d32a__c4of4,1d7184b7-e39a-42b2-b546-6fc238b2d32a,3,ratio,,"pì-lá-aḫ-IŠTAR lá-pu-tù ša šé-ep zi-ki-ki iš-tí KÙ.BABBAR-ni <gap>-ba-šu-ni iš-tí pá-né-e-ma šé-bi₄-lá-ni-šu-nu i-na ṭup-pè-en₆ a-me-e-en₆ qá-tum ša-kà-nu-um wa-du tí-ir-tí a-lim{ki} da-nu-tù-um i-li-kam qá-tum ša-kà-nu-um lá-šu we-da-ku ṭup-p

Retrieved source: KÙ.BABBAR <gap> az <gap> ṣí-ib-tim li-iṣ-ḫi-ir ṣí-ib-tám lá ta-ga-mì-lá-šu ša-áš-qí-lá-šu-ma iš-tí a-li-ki-im pá-ni-e-ma šé-bi₄-lá-nim iḫ-da-ma ša-áš-qí-lá-šu…
Retrieved English hint: Make him no favours on the interest Make him pay and send it with the very first transport Take care to have him pay The tablet concerning his debt to the eponyms, concerning 30 minas, is in Ennanātum's possession Place…","arrived. There is no way to lay claim. I am alone. Send those two tablets. As to the tablet transported by Maṣi-ilī's son, that was written for Iliš-tikal and Pilah-Ištar, let Iliš-tikal and Pilah-Ištar hear that in the City, and have them buy what was in the merchant's instructions.",Send him no favours on the interest Make him pay and send it with the very first transport Take care to have,667,284,108,0.380281690140845,109,292,0.3732876712328767,False,False,False,False
1db9efa0-5906-471c-a9d2-b2385c8ac7e9__c1of4,1db9efa0-5906-471c-a9d2-b2385c8ac7e9,0,ratio,,"translate Akkadian to English: um-ma ma-ma-ḫi-ir-ma dan-a-šur a-lá-ḫu-um ù šu-IŠTAR-ma a-na en-um-a-šur qí-bi-ma mì-šu ša a-ma-kam a-šar lá a-bi-im ù um-mì-im na-lá-tí-ni-ma ù mu-ur-ṣa-am a-na

Retrieved source: KIŠIB ma-ma-ḫi-ir dan-a-šur DUMU PUZUR₄-a-šur a-lá-ḫi-im a-ḫi-šu ù šu-IŠTAR DUMU šu-ki-tim a-na en-um-a-šur DUMU ša-lim-a-šur
Retrieved English hint: Seal of Man-mahir, Dan-Aššur son of Puzur-Aššur, Ali-ahum his brother and Šu-Ištar son of Šukkutum; to Ennam-Aššur son of Šalim-Aššur.","From Man-mahir, Dan-Aššur, Ali-ahum and Šu-Ištar to Ennam-Aššur: Why are you lying around there where there is no father and no mother, making the disease worse Instead of going down to the temple here,","Seal of Man-mahir, Dan-Aššur son of Puzur-Aššur, Ali-ahum his brother and Šu-Ištar son of Šukkutum; to Ennam-Aššur son of Šalim-Aššur.",496,202,134,0.6633663366336634,147,209,0.7033492822966507,False,False,False,False
1db9efa0-5906-471c-a9d2-b2385c8ac7e9__c2of4,1db9efa0-5906-471c-a9d2-b2385c8ac7e9,1,ratio,,"mu-ur-ṣí-im tù-ra-du-ú ki-ma a-na-kam a-na É DINGIR tù-ru-du-ma iš-tí DINGIR e-na-na-tim té-ta-ri-šu ù IGI i-li-kà tù-ta-na-nu-nu ù a-ḫu-um ù eb-ru-um li-ba-am i-da-na-ku-nu a-ta a-ma-kam ki-ma

Retrieved source: ù a-ta 4 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu šé-bi₄-lam-ma KÙ.BABBAR ma-la a-ta ta-da-na-ni ù a-na-ku i-na e-lá-i-a ki-am la-dí-na-kum a-na ša ki…
Retrieved English hint: Also, you must personally send me 4 minas of silver, its import duty added, its transport tariff paid for, and whatever silver you give to me I shall personally give to you in this way when I come up To my representativ…","asking mercy from the god, praying constantly to your god so that brother and friend could give you encouragement, you have sat there for a year as an empty man, without purpose or wishes","Also, you must personally send me 4 minas of silver, its import duty added, its transport tariff paid for, and whatever silver you give to me I shall personally give to you in this way when I come up To my I shall personally give to you in this way when I come up To my I shall personally give to you in this way when I come up To my I shall personally give to you in this way when I",618,187,383,2.048128342245989,384,188,2.042553191489361,False,False,False,False
1db9efa0-5906-471c-a9d2-b2385c8ac7e9__c3of4,1db9efa0-5906-471c-a9d2-b2385c8ac7e9,2,ratio,,"a-we-lim ra-qí-im ša-na-at ta-ta-ša-áb ša tí-ir-tám ù ḫu-ša-ḫa-am lá tí-šu-ú a-na-kam um-me-a-nu a-bi-ku-nu ša ki-ma i-na pá-ni-tim té-ta-ta-ri-ša-ni a-na a-ḫi-kà ú-kà-lu-ma ù ki-ma a-ḫu-kà we-dí-ni-ma ù a šu-mì-kà ma-ga-ra-am ú-lá i-mu-a a-pu-tum i-na ša-am-ší ṭup-pí-ni ta-ša-me-ú tí-ib-a-ma a-tal-kam ù a-ḫi-ú-tum

Retrieved source: um-ma <gap> a-na a-lá-ḫi-im qí-bi-ma a-pu-tum i-na u₄-mì-im ša ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam um-me-a-nu a-bi-kà iš-tí-in ù ší-na <gap> a-wa-tim a-ḫu-k…
Retrieved English hint: From <gap> to Ali-ahum: Urgent, the very day you hear my letter set out and come One or two of your father's investors have been embroiled in a lawsuit <gap> your brother <gap> the tablet that you gave me there to Iliya…","Your father's investors here offer those things to your brother which you earlier constantly asked me for, but, in fact, since your brother is alone he is of course unwilling to agree on your behalf Urgent, set out and come here the very day you hear our letter Also, strangers may carry you away all the time","From <gap> to Ali-ahum: Urgent, the very day: Urgent, the very day: Urgent, the very day: Urgent, the very day: Urgent, the very day:",741,309,133,0.43042071197411,134,310,0.432258064516129,False,False,False,False
1db9efa0-5906-471c-a9d2-b2385c8ac7e9__c4of4,1db9efa0-5906-471c-a9d2-b2385c8ac7e9,3,ratio,,"i-ta-bu-lu-kà KÙ.BABBAR 10 GÍN lu a-na ANŠE.ḪI.A lu a-na ḫi-ša-nim gu₅-mu-ur-ma tí-ib-a-ma a-tal-kam a-na-kam É a-bi-ku-nu za-ki-a ma-ma-an ša-li-um i-na ṣé-ri-ku-nu lá i-ša-lá ú-um-šu-ma be-el a-wa-tí-ku-nu i-na a-wa-tí i-ra-de₈-ú-k

Retrieved source: SIG₅ i É-tí-šu i-ba-ší-ú a-ḫa-ma i-na URUDU SIG₅ ša qá-sú iš-ku-nu a-na ni-bi-it URUDU SIG₅ IGI ší-bi ta-aḫ-sí-is-tám i-dí-ma tí-ib-a-ma a-tal-kam ù a-na-kam i…
Retrieved English hint: memo before witnesses concerning the specification on copper of good quality - about how much good copper is in his house as well as the good copper to which he laid claim, and set out and come",Agree to some 10 shekels of silver either for donkeys or for a pole and set out and come Clear up the affairs of your father's house here No evildoer should harm you Until now your accusers have been pestering you with lawsuits,The specification on copper of good quality - about how much good copper is in his house as well as the good copper is in his house as well as the good copper is in his house as well as the good copper is in his house as well as the good copper is in his house as well as the good copper is in his house as well as the good copper is in his house as well as the good copper is in his,631,227,383,1.6872246696035242,384,228,1.6842105263157894,False,False,False,False
1dfa1df0-b0ad-411e-9522-529030e75ead__c1of4,1dfa1df0-b0ad-411e-9522-529030e75ead,0,ratio,,"translate Akkadian to English: a-na e-ri-iš-tí-šu i-té-zi-iz wa-ar-ki-tám kà-ru-um SIG₅-pí-a-šur a-na ší-ip-ru-tim iš-pu-ur-ma e-ri-iš-tí kà-ri-im ú-ta-er-ma e-ri-iš-tí i-tur₄-DINGIR im-ḫu-ur ù

Retrieved source: ša-du-ú-tum lu e-ri-ib-tum a-na É kà-ri-im ni-dí-in ší-tí KÙ.BABBAR-pí-kà 11 ma-na 6 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-ni SIG₅-pí-a-šur na-áš-a-kum lu
Retrieved English hint: Both the price of the tin and of the - in all your silver is 18 3333 mina and 17 less 1 / 4 shekels of gold, - all this, under our seals, Damiq-pī-Aššur brings to you","<gap> he carried out his wishes Later the colony dispatched Damiq-pī-Aššur as envoy and he rejected the wishes of the colony and accepted Itūr-ilī's wishes also, the letter that Itūr-Ilī sent to the king","The price of the tin and of the - in all your silver is 18 3333 mina and 17 less 1 / 4 shekels of gold, - all this, under our seals, Damiq-pī-Aššur brings to you",555,203,161,0.7931034482758621,165,211,0.7819905213270142,False,False,False,False
1dfa1df0-b0ad-411e-9522-529030e75ead__c2of4,1dfa1df0-b0ad-411e-9522-529030e75ead,1,ratio,,"ṭup-pá-am ša i-tur₄-DINGIR a-na ta-am-ni-a-i-im ú-šé-bi₄-lu SIG₅-pí-a-šur ší-ip-ru-um ša kà-ri-im iš-ta-sí-ma a-ḫu be-lu a-tù-nu a-tù-nu a-ma-kam ší-ta-lá-ma ki-ma a-lúm{ki} ù É

Retrieved source: um-ma ša-lim-a-šur a-na i-dí-a-bi-im i-tur₄-DINGIR e-na-nim i-na-aḫ-DINGIR ù en-nam-a-šur qí-bi-ma a-ḫu-a be-lu-a a-tù-nu lá li-bi₄ DINGIR-li-ma
Retrieved English hint: From Šalim-Aššur to Iddin-abum, Itūr-ilī, Ennānum, Inah-ilī and Ennam-Aššur: My dear brothers and lords, unfortunately I have suffered great losses The silver you sent me with","of Tawniya, Damiq-pī-Aššur, as the envoy of the colony, read it aloud, so, dear brothers and lords, take counsel there and act because the City and my father's house have been turned into debtors","From Šalim-Aššur to Iddin-abum, Itūr-ilī, Ennānum, Inah-ilī and Ennam-Aššur: My dear brothers and lords, unfortunately I have suffered great losses The silver you sent me with him",541,195,179,0.917948717948718,189,199,0.949748743718593,False,False,False,False
1dfa1df0-b0ad-411e-9522-529030e75ead__c3of4,1dfa1df0-b0ad-411e-9522-529030e75ead,2,ratio,,"a-bi₄-a ḫa-bu-lu ep-ša-a ma-ṣa-ku a-wi-lam₅ ú-ša-sà-ḫa-am ki-ma da-me-e ša a-ḫi-a lá ik-šu-du ù iš-tù MU.2.ŠÈ KÙ.BABBAR-áp É a-bi₄-a ú-ṣa-li-mu-ú ù a-ḫi a-šu-mì a-mu-tí-šu sú-ri-e dí-ku-ma a-ma-kam i ša-ḫa-at a-ḫa-tí-a ù me-er-a-at a-ḫi-a i-zi-za-ma a-lam₅{ki} mu-ùḫ-ra-ma ra-bi-ṣa-am da-na-am

Retrieved source: i-na ša-ḫa-at ṣú-ḫa-ri-im i-zi-za-ma AN.NA ù TÚG.ḪI.A ki-ma KÙ.BABBAR 1 ma-na tù-šé-lá-a-ni-ni ep-ša-ma KÙ.BABBAR pá-ni-a-ma šé-bi-lá-nim ù iš-tí ší-tí KÙ.BABB…
Retrieved English hint: Ennam-Aššur clear it together with the rest of the silver from my goods and the silver from my outstanding claims <gap> My caravan is ready. My dear brothers, take care to give a caravan to the servant, and then give me…","I take responsibility I shall have the man extradited Since he did not acquire my brother's blood-money, and since he bothered (me) with the silver of my father's house for two years and my brother surely was killed because of his iron, (therefore) assist my sister and my brother's daughter there, appeal to the City assembly and acquire a capable attorney",Seal of the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the silver and the rest of the silver,718,357,240,0.6722689075630253,241,358,0.6731843575418994,False,False,False,False
1dfa1df0-b0ad-411e-9522-529030e75ead__c4of4,1dfa1df0-b0ad-411e-9522-529030e75ead,3,ratio,,"aḫ-za-nim ma-ṣa-ku

Retrieved source: ù ra-bi-ṣa-am aḫ-za-nim-ma KI a-
Retrieved English hint: For these votive offerings our father died """,I take reponsibility,"For these votive offerings our father died """,139,20,44,2.2,45,21,2.142857142857143,False,False,False,False
1f922cf5-3381-4e27-8473-d3ae9ce4e85a__c1of2,1f922cf5-3381-4e27-8473-d3ae9ce4e85a,0,ratio,,"translate Akkadian to English: a-na a-šur-mu-ta-bi₄-il₅ ù a-šur-ma-lik a-na a-šur-ma-lik qí-bi-ma um-ma ša ki-ma ku-nu-tí-ma <gap> ma-na LÁ 0.5 GÍN KÙ.BABBAR <gap>-ma <gap>-kà a-dí-ú <gap> a-na

Retrieved source: a-na a-la-ḫi-im a-ni-na ù a-šur-ma-lik qí-bi-ma um-ma zu-ku-a-ma <gap> ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI <gap> 0.5 GÍN ša ik-ri-bi ku-nu-ki šu-ḫu-bu-ur na-áš-a-…
Retrieved English hint: To Ali-ahum, Annina and Aššur-malik from Zukuwa: <gap> minas of silver, its import duty added, and <gap>-0.5 shekel from votive offerings, under seal, Šu-hubur brings to you. The silver passes overland in the name of <g…","To Aššur-muttabbil and Aššur-malik to Aššur-malik from Šakiškinu: <gap> mina less ½ shekel of silver <gap> of Amur-Šamaš has been sold The rest of the silver, 0","To Ali-ahum, Annina and Aššur-malik from Zukuwa: <gap> minas of silver, its import duty added, and <gap>-0.5 shekel from votive offerings, under seal, Šuhubur brings to you.",618,160,173,1.08125,177,172,1.0290697674418603,False,False,False,False
1f922cf5-3381-4e27-8473-d3ae9ce4e85a__c2of2,1f922cf5-3381-4e27-8473-d3ae9ce4e85a,1,ratio,,"<gap>-at a-mur-{d}UTU ta-dí-in ší-tí KÙ.BABBAR 0.3333 ma-na 4.5 GÍN i li-bi₄-kà a-ḫi a-ta KÙ.BABBAR ú ší-a-ma-tim a-na a-šur-mu-ta-bi₄-il₅ dí-in ú a-na-ku ga-ma-al-kà a-le-e

Retrieved source: en-na-sú-in DUMU i-dí-a-bi₄-im 2 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am KI i-ri-ší-im DUMU a-mur-{d}UTU 2.5 ma-na KÙ.BABBAR
Retrieved English hint: 4 shekels of refined silver is owed by Aššur-taklāku son of Ikūnum.0.5 mina 1.8333 shekels of litu(-silver) is owed by Waldi-ilum son of Šu-Bēlum. 0.8333 minas of refined silver is owed by Amur-Aššur son of Abiya. 0.5 m…","3333 mina 4 ½ shekels is owed by you My dear brother, give the silver and the purchases to Aššur-muttabbil I too am capable of doing you favours",The 4 shekels of refined silver is owed by Aššur-taklāku son of Ikūnum. 0.8333 mina 1.8333 shekels of litu(-silver) is owed by Waldi-ilum son of Abiya. 0.5 mina 1.8333 shekels of litu(-silver) is owed by Waldi-ilum son of Abiya. 0.5 mina 1.8333 shekels of litu(-silver) is owed by Waldi-ilum son of Abiya. 0.5 mina 1.8333 shekels of litu(-silver) is owed by Waldi-ilum son of Abiy,557,144,380,2.638888888888889,385,148,2.6013513513513518,False,False,False,False
20046111-7172-4acb-b663-ac32308f9c7d__c1of3,20046111-7172-4acb-b663-ac32308f9c7d,0,ratio,,"translate Akkadian to English: i-na dur₄-ḫu-mì-it i-nu-mì a-bu-ni me-tù-ni ma-ṣa-ar-tám ku-nu-ki ša a-bi-ni a-lá-ḫu-um ip-té-ma lu KÙ.BABBAR lu URUDU SIG₅ lu URUDU lá-mu-nam

Retrieved source: dur₄-ḫu-mì-it a-dí-in 3 ma-na URUDU SIG₅ ni-is-ḫa-tim i-na dur₄-ḫu-mì-it a kà-ší-im a-dí-in 5 ma-na URUDU SIG₅ i-nu-mì a-na wa-aḫ-šu-ša-na ur-ki TÚG.ḪI.A i-li-…
Retrieved English hint: 3 minas of refined copper, import-tax, in Durhumit I gave to the chief 5 minas of refined copper I put at the disposal of Ilī-uṣranni, when he went to Wahšušana in pursuit of my textiles 10 minas of -copper for the inn…","In Durhumit, when our father died, Ali-ahum opened the strong-room sealed by our father, and witnessed by 3 affiliated traders he took out both silver, good copper,","To Durhumit add 3 minas of refined copper, import-tax, in Durhumit I gave to the chief 5 minas of refined copper, import-tax, in Durhumit I gave to the chief 5 minas of refined copper I put at the disposal of Ilī-uṣranni, when he went to Wahšušana in pursuit of my textiles 10 minas of -copper",597,164,293,1.7865853658536586,299,165,1.812121212121212,False,False,False,False
20046111-7172-4acb-b663-ac32308f9c7d__c2of3,20046111-7172-4acb-b663-ac32308f9c7d,1,ratio,,"lu ḫu-sà-ra-am lu TÚG <gap> lu ṭup-pí ḫa-ru-mu-tim ša DAM.GÀR IGI 3 DUMU um-me-a-ni ù-šé-ṣí-a-ma a-na a-ni-na DUMU a-šur-be-el-a-wa-tim i-dí-ma i-na wa-ar-ki-tim ṭup-pu-ú

Retrieved source: KIŠIB a-šur-be-el-a-wa-tim DUMU zu-ba KIŠIB i-dí-IŠTAR DUMU a-šur-ma-lik KIŠIB en-num-a-šur DUMU a-šur-UTU KIŠIB a-bu-ša-lim DUMU a-šur-be-el-a-wa-tim 0.3333 m…
Retrieved English hint: Seal of Aššur-bēl-awātim, seal of Zuba, seal of Iddin-Ištar, son of Aššur-mālik, seal of Ennam-Aššur, son of Aššur-šamšī, seal of Abu-šalim, son of Aššur-bēl-awātim 28 shekels of refined silver Abu-šalim, son of Aššur-b…","poor copper, lapis lazuli, textiles, and certified tablets concerning customers, and he gave it to Annina son of Aššur-bel-awātim, and later the tablets (were) in Annina's house","Seal of Aššur-bēl-awātim seal of Zuba, seal of Iddin-Ištar, son of Aššur-mālik, seal of Ennam-Aššur, son of Aššur-bēl-awātim 28 shekels of refined silver Abu-šalim, son of Aššur-bēl-awātim 28 shekels of refined silver Abu-šalim, son of Aššur-bēl-awātim 28 shekels of refined silver Abu-šalim, son of Aššur-bēl-awātim 28 shekels of refined silver Abu-šali",595,177,354,2.0,385,181,2.12707182320442,False,False,False,False
20046111-7172-4acb-b663-ac32308f9c7d__c3of3,20046111-7172-4acb-b663-ac32308f9c7d,2,ratio,,"É a-ni-na IGI sà-ak-li-a DUMU na-áp-ra-kà IGI PUZUR₄-a-šùr DUMU ší-ik-tí-ḫa-šu-ut IGI ili₅-ba-ni DUMU a-mur-IŠTAR

Retrieved source: a-na šu-a-nim DUMU ḫa-da-a KIŠIB sà-ak-li-a
Retrieved English hint: To Šu-Anum son of hadaya; sealed by Sakliya.","Witnessed by Sakliya son of Napraka, by Puzur-Aššur son of Šikti-hašut, by Ilī-bāni son of Amur-Ištar",To Šu-Anum son of Hadaya; sealed by Sakliya.,245,101,44,0.4356435643564356,46,109,0.4220183486238532,False,False,False,False
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7__c1of6,20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,0,ratio,,"translate Akkadian to English: a-dí-da ù a-lá-ḫu-um a-šùr-iš-ta-ki-il₅ iš-ú-lu-ma 3.3333 ma-na KÙ.GI ša-lim-a-šùr a-na na-ru-qí-kà a-dí-im-ma ša 10 ma-na KÙ.BABBAR na-ru-qá-kà

Retrieved source: a-na ì-lí-e-mu-qí šu-ta-mu-zi a-bi-a-a e-lá-a ù lá-ma-sí qí-bi-ma um-ma a-dí-da ù a-lá-ḫu-um-ma 3.3333 ma-na KÙ.GI ša-lim-a-šur a-na a-šur-iš-tí-kál DUMU sú-kà…
Retrieved English hint: To Ilī-emūqī, Šu-Tammuzi, Abiya, Elaya and Lamassī from Adida and Ali-ahum: Šalim-Aššur invested 3 3333 minas of gold in Aššuriš-tikal son of Sukkalliya When Šalim-Aššur was about to leave he said to","Adida and Ali-ahum questioned Aššuriš-takil as follows: Šalim-Aššur invested 3 3333 minas of gold in your joint-stock capital, and he wrote an amount of 10 minas of silver for your joint-stock capital Šalim-Aššur is indebted to the eponym in the City, and the","To Ilī-emūqī, Šu-Tammuzi, Abiya, Elaya and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and Lamassī from Adida and L",579,259,366,1.4131274131274132,385,269,1.4312267657992566,False,False,False,False
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7__c2of6,20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,1,ratio,,"ú-la-pí-tám ša-lim-a-šùr i-na a-lim{ki} a-na li-mì-im ḫa-bu-ul-ma ṭup-pá-am ša ší-ip-kà-tim ša-lim-a-šùr ad-ma-ku-ni ṭup-pá-am šu-wa-tí qá-tí li-mì-im ú-kà-al-ma KÙ.BABBAR ù né-ma-al-šu dí-in-ma

Retrieved source: a-ma-kam KÙ.BABBAR ša a-na É a-lim{ki} a-bu-ni ḫa-bu-lu-ni-ma ṭup-pá-am ša dí-in a-lim{ki} tal-qé-a-ni ú ša-ni-am
Retrieved English hint: investors of Šalim-Aššur may make demands Do this and dispatch the 2 tablets with verdicts of the City plus a copy of the testament, and hire an attorney and send Aluwa and the attorney as soon as possible","tablet of the investment Šalim-Aššur made to you, that very tablet is in the eponym's possession, so pay the silver and the accrued profit, let it go to the eponym and then he can give the tablet concerning your capital to your representatives","Investors of Šalim-Aššur may make demands Do this and dispatch the 2 tablets with verdicts of the City plus a copy of the testament, and hire an attorney and send Aluwa and the attorney as soon as possible",557,243,205,0.8436213991769548,209,247,0.8461538461538461,False,False,False,False
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7__c3of6,20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,2,ratio,,"a-ṣé-er li-mì-im li-li-ik-ma ù ṭup-pá-am ša ší-ip-kà-tí-kà a-na ša ki-ma ku-wa-tí li-dí-nu iš-tù <gap> 3 ša-na-tim iš-tù bu-ru-uš-ḫa-dim lu ta-li-kam

Retrieved source: a-na ša-lim-a-šùr qí-bi-ma um-ma i-dí-a-bu-um en-na-num šu-IŠTAR ù en-um-a-šùr-ma 26 ma-na KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki ša ki-ma ku-a-tí iš-tù bu-ru-uš-ḫa-di…
Retrieved English hint: To Šalim-Aššur from Iddin-abum, Ennā-num, Šu-Ištar and Ennam-Aššur: Ennam Aššur has brought out 26 minas of refined silver sealed by your representatives from Burušhaddum Ennānum has paid us 30 minas of refined silver,…","Three years ago you came from Burušhaddum and you have given the silver and the accrued profit to one or two of my partners But I and those who signed as my father's guarantors come to you time and again, but you refuse to give the silver","To Šalim-Aššur from Iddin-abum, Ennānum, Šu-Ištar and Ennam-Aššur: Ennam-Aššur has brought out 26 minas of refined silver sealed by your representatives from Burušhaddum Ennānum has paid us 30 minas of refined silver sealed by your representatives from Burušhaddum Enn",573,238,268,1.1260504201680672,282,240,1.175,False,False,False,False
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7__c4of6,20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,3,ratio,,"ù a-na iš-té-en ù ší-na tap-pá-e-a KÙ.BABBAR ù né-ma-al-šu ta-dí-in a-na-ku ù ša qá-ta-at a-bi-a-a na-al-pu-tù ni-ta-na-lá-kà-ku-um KÙ.BABBAR ù né-ma-al-šu

Retrieved source: qá-tí li-mì-im a-mur-a-šur ú qá-at-ku-nu šu-uk-na KÙ.BABBAR ù né-ma-al-šu li-iš-qú-lu-ma li-ma-am a-mur-a-šur ṭá-i-ba-a ší-tí KÙ.BABBAR-pì-im a-na DAM.GÀR-ri-a…
Retrieved English hint: they should pay the silver and the accrued profit and then satisfy the eponym Amur-Aššur The rest of the silver should stand available for my customers "" We keep seizing",and its accrued profit On top of this you have caused him to have expenses of one or two minas The interest on the silver of the eponym must not increase and my father's house and the investments my father made for you must not be lost,"They should pay the silver and the accrued profit and then satisfy the eponym Amur-Aššur The rest of the silver should stand available for my customers "" We keep seizing",529,235,169,0.7191489361702128,172,236,0.7288135593220338,False,False,False,False
20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7__c5of6,20bb1e14-ee80-4666-ba0d-4fd9a78ca4b7,4,ratio,,"ta-dá-na-am ú-lá ta-mu-a a-ṣé-er ki-a-am-ma KÙ.BABBAR 1 ma-na ù 2 ma-na tù-uš-ta-ag-me-er-šu KÙ.BABBAR ša li-mì-im a-na ṣí-ib-tim lá i-ma-id-ma É a-bi-a ù ší-ip-kà-tim ša a-bi ad-ma-ku-ni lá i-ta-ba-lá ší-ma-at KÙ.BABBAR dí-na-ma a-na

Retrieved source: KÙ.BABBAR ú-ra-dá-ma a-ṣé-er a-bi-a ù ì-lí-dan DUMU šu-da-a i šé-ep a-bi-a ú-šé-ba-al KÙ.BABBAR-áp-kà mì-ma ú-lá a-ḫu-ur a-ṣé-er 1 GÚ
Retrieved English hint: silver that went with Abiya's transport, they bought lapis corresponding to 4 6666 minas of silver for you, and for our silver they bought tin and textiles, and together with me you divided tin and textiles for a full s…","Give me the agreed amount in silver, let me send it to the eponym's office, and then I shall confirm you for the profit of the silver together with my partners Also, in accordance with the verdict of the City Šalim-Aššur's silver from your capital will go to the office of the eponym Do not obstruct me Give me the silver and do not bring an extra expense of 1 or 2 minas on me","They bought lapis corresponding to 4 6666 minas of silver for you, and for our silver they bought tin and textiles, and together for our silver they bought tin and textiles, and together for our silver for you, and for our silver they bought tin and textiles, and together for our silver they bought tin and textiles, and together for our silver they bought tin and textiles, and toge",632,377,384,1.0185676392572944,385,381,1.010498687664042,False,False,False,False
