oare_id,parent_oare_id,chunk_index,chunk_total,chunk_mode
extpub__6312edb6-a4f2-4097-894e-355c71062292,extpub__6312edb6-a4f2-4097-894e-355c71062292,0,1,none
extpub__0f4e8b40-8f51-443d-8798-ada12a2920e4,extpub__0f4e8b40-8f51-443d-8798-ada12a2920e4,0,1,none
extpub__36d5b4bb-b090-4276-93ca-40944951a06d,extpub__36d5b4bb-b090-4276-93ca-40944951a06d,0,1,none
extpub__e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f__c1of2,extpub__e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,0,2,ratio
extpub__e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f__c2of2,extpub__e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,1,2,ratio
extpub__67e8e7e1-61c1-4455-b4a0-f31f5e96e999,extpub__67e8e7e1-61c1-4455-b4a0-f31f5e96e999,0,1,none
extpub__3e07763f-51a6-a0b3-416e-6adf950e3090,extpub__3e07763f-51a6-a0b3-416e-6adf950e3090,0,1,none
extpub__e94648eb-4a37-0e77-7933-1a7953ce697e__c1of2,extpub__e94648eb-4a37-0e77-7933-1a7953ce697e,0,2,ratio
extpub__e94648eb-4a37-0e77-7933-1a7953ce697e__c2of2,extpub__e94648eb-4a37-0e77-7933-1a7953ce697e,1,2,ratio
extpub__4affa484-3177-4f1e-9179-f1c3ebccb64b__c1of2,extpub__4affa484-3177-4f1e-9179-f1c3ebccb64b,0,2,ratio
extpub__4affa484-3177-4f1e-9179-f1c3ebccb64b__c2of2,extpub__4affa484-3177-4f1e-9179-f1c3ebccb64b,1,2,ratio
extpub__e7d4f4fc-4419-8aa3-9fdb-976ed3fe3f81,extpub__e7d4f4fc-4419-8aa3-9fdb-976ed3fe3f81,0,1,none
extpub__b3b82fd6-a16d-4e26-8d3c-cec5fe08b1c7__c1of2,extpub__b3b82fd6-a16d-4e26-8d3c-cec5fe08b1c7,0,2,ratio
extpub__b3b82fd6-a16d-4e26-8d3c-cec5fe08b1c7__c2of2,extpub__b3b82fd6-a16d-4e26-8d3c-cec5fe08b1c7,1,2,ratio
extpub__b6c6f210-967c-ea04-bee8-54f1f32cf5a9,extpub__b6c6f210-967c-ea04-bee8-54f1f32cf5a9,0,1,none
extpub__b45d27d0-cac8-4c38-a006-f7bfd03e1d20__c1of2,extpub__b45d27d0-cac8-4c38-a006-f7bfd03e1d20,0,2,ratio
extpub__b45d27d0-cac8-4c38-a006-f7bfd03e1d20__c2of2,extpub__b45d27d0-cac8-4c38-a006-f7bfd03e1d20,1,2,ratio
extpub__f2494654-59a2-4cd5-9d45-b4de7b077c51,extpub__f2494654-59a2-4cd5-9d45-b4de7b077c51,0,1,none
extpub__b23ba2c9-0a3d-42c6-b32f-6f3d9ebc71ec,extpub__b23ba2c9-0a3d-42c6-b32f-6f3d9ebc71ec,0,1,none
extpub__e038e30e-bd92-4f78-a78c-a60455ee7b43,extpub__e038e30e-bd92-4f78-a78c-a60455ee7b43,0,1,none
extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6__c1of4,extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6,0,4,ratio
extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6__c2of4,extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6,1,4,ratio
extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6__c3of4,extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6,2,4,ratio
extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6__c4of4,extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6,3,4,ratio
extpub__592a2ab2-8eb8-476a-b3db-1f7732820976,extpub__592a2ab2-8eb8-476a-b3db-1f7732820976,0,1,none
extpub__791ef6e1-950c-4761-9790-97f1ae5045a7,extpub__791ef6e1-950c-4761-9790-97f1ae5045a7,0,1,none
extpub__5b5349b4-d585-493d-fb1a-9b91d0f92163,extpub__5b5349b4-d585-493d-fb1a-9b91d0f92163,0,1,none
extpub__afedf3aa-fef9-4766-8219-e68df426f96a,extpub__afedf3aa-fef9-4766-8219-e68df426f96a,0,1,none
extpub__65834064-b3e8-430b-aebb-2bfe822d34fe,extpub__65834064-b3e8-430b-aebb-2bfe822d34fe,0,1,none
extpub__5d8053b3-7f9f-4df4-a6cc-06d172620601,extpub__5d8053b3-7f9f-4df4-a6cc-06d172620601,0,1,none
extpub__3eda6e85-169a-b7b9-43e6-b7b7ef9f4dd5,extpub__3eda6e85-169a-b7b9-43e6-b7b7ef9f4dd5,0,1,none
extpub__237086c0-d4bb-edbb-02f2-16f202711f48,extpub__237086c0-d4bb-edbb-02f2-16f202711f48,0,1,none
extpub__2f39c3ca-786d-48aa-91c7-efe45510aa57,extpub__2f39c3ca-786d-48aa-91c7-efe45510aa57,0,1,none
extpub__f75bb260-afdb-c5fc-b330-74566fef3aef__c1of2,extpub__f75bb260-afdb-c5fc-b330-74566fef3aef,0,2,ratio
extpub__f75bb260-afdb-c5fc-b330-74566fef3aef__c2of2,extpub__f75bb260-afdb-c5fc-b330-74566fef3aef,1,2,ratio
extpub__06299b1e-f2dd-35d1-e255-08bdc96e37dd,extpub__06299b1e-f2dd-35d1-e255-08bdc96e37dd,0,1,none
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd__c1of6,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,0,6,ratio
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd__c2of6,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,1,6,ratio
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd__c3of6,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,2,6,ratio
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd__c4of6,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,3,6,ratio
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd__c5of6,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,4,6,ratio
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd__c6of6,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,5,6,ratio
extpub__898aa927-0c61-4d11-a709-81fc0c14d90d__c1of3,extpub__898aa927-0c61-4d11-a709-81fc0c14d90d,0,3,ratio
extpub__898aa927-0c61-4d11-a709-81fc0c14d90d__c2of3,extpub__898aa927-0c61-4d11-a709-81fc0c14d90d,1,3,ratio
extpub__898aa927-0c61-4d11-a709-81fc0c14d90d__c3of3,extpub__898aa927-0c61-4d11-a709-81fc0c14d90d,2,3,ratio
extpub__3e177a22-4106-0620-b750-d355e8bcef0d,extpub__3e177a22-4106-0620-b750-d355e8bcef0d,0,1,none
extpub__a8eee8fe-1582-4203-8063-51af26e91f83,extpub__a8eee8fe-1582-4203-8063-51af26e91f83,0,1,none
extpub__4fc1aa9a-5439-7971-859e-dc03f58e53b4,extpub__4fc1aa9a-5439-7971-859e-dc03f58e53b4,0,1,none
extpub__431b7881-12ac-4984-bbfc-607036c713cf__c1of4,extpub__431b7881-12ac-4984-bbfc-607036c713cf,0,4,ratio
extpub__431b7881-12ac-4984-bbfc-607036c713cf__c2of4,extpub__431b7881-12ac-4984-bbfc-607036c713cf,1,4,ratio
extpub__431b7881-12ac-4984-bbfc-607036c713cf__c3of4,extpub__431b7881-12ac-4984-bbfc-607036c713cf,2,4,ratio
extpub__431b7881-12ac-4984-bbfc-607036c713cf__c4of4,extpub__431b7881-12ac-4984-bbfc-607036c713cf,3,4,ratio
extpub__8b028b10-2726-42f7-aebb-ff4aa377fb9b__c1of2,extpub__8b028b10-2726-42f7-aebb-ff4aa377fb9b,0,2,ratio
extpub__8b028b10-2726-42f7-aebb-ff4aa377fb9b__c2of2,extpub__8b028b10-2726-42f7-aebb-ff4aa377fb9b,1,2,ratio
extpub__896185ac-8230-4bbe-8d2f-75782716d3ef,extpub__896185ac-8230-4bbe-8d2f-75782716d3ef,0,1,none
extpub__6354886f-3ebc-464e-a74a-60b99d4bc4b7,extpub__6354886f-3ebc-464e-a74a-60b99d4bc4b7,0,1,none
extpub__8bf2c1df-63d4-4f24-bea3-0fb595ae0a7a,extpub__8bf2c1df-63d4-4f24-bea3-0fb595ae0a7a,0,1,none
extpub__29fb70fb-13cf-4908-b793-b1847c64618e,extpub__29fb70fb-13cf-4908-b793-b1847c64618e,0,1,none
extpub__deaef162-831d-444a-a600-0715a414d04b,extpub__deaef162-831d-444a-a600-0715a414d04b,0,1,none
extpub__2eeebc23-0ca8-646a-f59c-2db77d478a79,extpub__2eeebc23-0ca8-646a-f59c-2db77d478a79,0,1,none
extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411__c1of3,extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411,0,3,ratio
extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411__c2of3,extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411,1,3,ratio
extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411__c3of3,extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411,2,3,ratio
extpub__4b812aa0-2e9b-4243-8c4f-e55497669342,extpub__4b812aa0-2e9b-4243-8c4f-e55497669342,0,1,none
extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8__c1of4,extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,0,4,ratio
extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8__c2of4,extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,1,4,ratio
extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8__c3of4,extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,2,4,ratio
extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8__c4of4,extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,3,4,ratio
extpub__481d0a59-d9ed-7fc7-a2cc-8056b65ce99c,extpub__481d0a59-d9ed-7fc7-a2cc-8056b65ce99c,0,1,none
extpub__835a91e7-cb6d-b3a2-69e7-84cefbc99629__c1of2,extpub__835a91e7-cb6d-b3a2-69e7-84cefbc99629,0,2,ratio
extpub__835a91e7-cb6d-b3a2-69e7-84cefbc99629__c2of2,extpub__835a91e7-cb6d-b3a2-69e7-84cefbc99629,1,2,ratio
extpub__a47f7b5e-a5dd-eb6d-bfd9-49b4a1214c56,extpub__a47f7b5e-a5dd-eb6d-bfd9-49b4a1214c56,0,1,none
extpub__910ee885-0171-4d9b-9a78-ea77ea233aca__c1of2,extpub__910ee885-0171-4d9b-9a78-ea77ea233aca,0,2,ratio
extpub__910ee885-0171-4d9b-9a78-ea77ea233aca__c2of2,extpub__910ee885-0171-4d9b-9a78-ea77ea233aca,1,2,ratio
extpub__c765c110-f81e-46ef-a8a7-be7f4fa2dc6b,extpub__c765c110-f81e-46ef-a8a7-be7f4fa2dc6b,0,1,none
extpub__b4e72204-0f67-4d9a-85c0-df0ae2a780d8,extpub__b4e72204-0f67-4d9a-85c0-df0ae2a780d8,0,1,none
extpub__8fa7f521-c563-4b20-8d89-5be17ec9a078,extpub__8fa7f521-c563-4b20-8d89-5be17ec9a078,0,1,none
extpub__a21f0e07-69c5-4ea6-8b7e-e31f9d0e7b6c,extpub__a21f0e07-69c5-4ea6-8b7e-e31f9d0e7b6c,0,1,none
extpub__c9b3f643-9bd6-414f-84f1-105188119784__c1of2,extpub__c9b3f643-9bd6-414f-84f1-105188119784,0,2,ratio
extpub__c9b3f643-9bd6-414f-84f1-105188119784__c2of2,extpub__c9b3f643-9bd6-414f-84f1-105188119784,1,2,ratio
extpub__6b405c46-50a6-4deb-ac9a-d66e8607f883,extpub__6b405c46-50a6-4deb-ac9a-d66e8607f883,0,1,none
extpub__ce5ba150-f280-4144-935b-61f118ea6b6d,extpub__ce5ba150-f280-4144-935b-61f118ea6b6d,0,1,none
extpub__33f736da-5327-4cab-aff6-e8f7a8d1e2ea,extpub__33f736da-5327-4cab-aff6-e8f7a8d1e2ea,0,1,none
extpub__250829af-cc53-4ff3-b489-de09d29c22bb,extpub__250829af-cc53-4ff3-b489-de09d29c22bb,0,1,none
extpub__70d16818-c158-4c24-b630-5ab31866e5d4,extpub__70d16818-c158-4c24-b630-5ab31866e5d4,0,1,none
extpub__0ac20387-f297-4143-99d1-0de0df671951,extpub__0ac20387-f297-4143-99d1-0de0df671951,0,1,none
extpub__af25b641-d124-40e5-a9f8-56b46e8b5eb0,extpub__af25b641-d124-40e5-a9f8-56b46e8b5eb0,0,1,none
extpub__0797c1df-5216-4dc3-aec3-85dd09232293,extpub__0797c1df-5216-4dc3-aec3-85dd09232293,0,1,none
extpub__d8353c99-9f30-4afb-8dc1-0ee7fc6ba3b8,extpub__d8353c99-9f30-4afb-8dc1-0ee7fc6ba3b8,0,1,none
extpub__2d44cd07-44d5-4738-a5d3-159dccc3eb92,extpub__2d44cd07-44d5-4738-a5d3-159dccc3eb92,0,1,none
extpub__ee70dd98-6a57-46e8-834c-2555eb9fe857,extpub__ee70dd98-6a57-46e8-834c-2555eb9fe857,0,1,none
extpub__5ed72137-a7dc-3c32-0f8d-f0795c8fff4f,extpub__5ed72137-a7dc-3c32-0f8d-f0795c8fff4f,0,1,none
extpub__6cb11c6a-386b-4fdd-ac2d-6d9ee276070d,extpub__6cb11c6a-386b-4fdd-ac2d-6d9ee276070d,0,1,none
extpub__2b9f0654-b823-4744-870b-be3f0f6b2431,extpub__2b9f0654-b823-4744-870b-be3f0f6b2431,0,1,none
extpub__b3aac906-9c4c-4f2c-b749-54a90685abba,extpub__b3aac906-9c4c-4f2c-b749-54a90685abba,0,1,none
extpub__0c7cfaf6-8426-4dd9-8033-26b60096b669,extpub__0c7cfaf6-8426-4dd9-8033-26b60096b669,0,1,none
extpub__79717951-8a71-4738-a9d2-c883d4845ccd,extpub__79717951-8a71-4738-a9d2-c883d4845ccd,0,1,none
extpub__80aad5cf-57d3-4fc3-a93a-feb98e83b567__c1of2,extpub__80aad5cf-57d3-4fc3-a93a-feb98e83b567,0,2,ratio
extpub__80aad5cf-57d3-4fc3-a93a-feb98e83b567__c2of2,extpub__80aad5cf-57d3-4fc3-a93a-feb98e83b567,1,2,ratio
extpub__def97628-cbc1-4f4b-81ba-80e4ced508db,extpub__def97628-cbc1-4f4b-81ba-80e4ced508db,0,1,none
extpub__914e7adc-3703-4416-990d-24101ba7d753,extpub__914e7adc-3703-4416-990d-24101ba7d753,0,1,none
extpub__e4de7680-1816-4ca8-bec8-92dff62a9a75,extpub__e4de7680-1816-4ca8-bec8-92dff62a9a75,0,1,none
extpub__31f84ac8-15e7-49c4-884d-16a17508664f,extpub__31f84ac8-15e7-49c4-884d-16a17508664f,0,1,none
extpub__952caebf-571a-4dcf-97c0-50568c931654,extpub__952caebf-571a-4dcf-97c0-50568c931654,0,1,none
extpub__3838d7ba-d462-43b8-967d-f4b0ec532d2f,extpub__3838d7ba-d462-43b8-967d-f4b0ec532d2f,0,1,none
extpub__9361f2a9-c921-47f4-869f-615f76cf20db__c1of2,extpub__9361f2a9-c921-47f4-869f-615f76cf20db,0,2,ratio
extpub__9361f2a9-c921-47f4-869f-615f76cf20db__c2of2,extpub__9361f2a9-c921-47f4-869f-615f76cf20db,1,2,ratio
extpub__070ecebe-0574-4210-b4d9-b3178c50f902,extpub__070ecebe-0574-4210-b4d9-b3178c50f902,0,1,none
extpub__d7c160df-1ef6-4070-bbe2-3d81b4938bb2,extpub__d7c160df-1ef6-4070-bbe2-3d81b4938bb2,0,1,none
extpub__bf091ac7-9384-00e0-b1b0-e8435af7c849,extpub__bf091ac7-9384-00e0-b1b0-e8435af7c849,0,1,none
extpub__c851b7d7-4332-1679-cbed-3b210c0983a2__c1of5,extpub__c851b7d7-4332-1679-cbed-3b210c0983a2,0,5,ratio
extpub__c851b7d7-4332-1679-cbed-3b210c0983a2__c2of5,extpub__c851b7d7-4332-1679-cbed-3b210c0983a2,1,5,ratio
extpub__c851b7d7-4332-1679-cbed-3b210c0983a2__c3of5,extpub__c851b7d7-4332-1679-cbed-3b210c0983a2,2,5,ratio
extpub__c851b7d7-4332-1679-cbed-3b210c0983a2__c4of5,extpub__c851b7d7-4332-1679-cbed-3b210c0983a2,3,5,ratio
extpub__c851b7d7-4332-1679-cbed-3b210c0983a2__c5of5,extpub__c851b7d7-4332-1679-cbed-3b210c0983a2,4,5,ratio
extpub__9be1e0a7-99f9-616e-7b81-8e2342f5c349,extpub__9be1e0a7-99f9-616e-7b81-8e2342f5c349,0,1,none
extpub__01484b0c-8a86-4480-817b-e65ea3ef4791,extpub__01484b0c-8a86-4480-817b-e65ea3ef4791,0,1,none
extpub__edb62f60-181d-472d-8bc8-cd8a74963f0d,extpub__edb62f60-181d-472d-8bc8-cd8a74963f0d,0,1,none
extpub__db4b61d5-753c-43bc-bfc6-756874310850,extpub__db4b61d5-753c-43bc-bfc6-756874310850,0,1,none
extpub__aae11ab2-e493-5493-cc5d-dc4c103ed63c,extpub__aae11ab2-e493-5493-cc5d-dc4c103ed63c,0,1,none
extpub__f47fdd40-c8d9-5cb9-688d-63ce5c2ef617,extpub__f47fdd40-c8d9-5cb9-688d-63ce5c2ef617,0,1,none
extpub__81746827-760f-4114-9554-b2d63cbeb7be,extpub__81746827-760f-4114-9554-b2d63cbeb7be,0,1,none
extpub__53db76e1-29c0-40ca-8c4e-5f259ac19e0f,extpub__53db76e1-29c0-40ca-8c4e-5f259ac19e0f,0,1,none
extpub__f944c761-1362-807b-ce7c-27bf66aa0a26,extpub__f944c761-1362-807b-ce7c-27bf66aa0a26,0,1,none
extpub__4770a19c-3ef6-4d54-8173-cfca3d87d0c4,extpub__4770a19c-3ef6-4d54-8173-cfca3d87d0c4,0,1,none
extpub__1117e2b6-c9cc-4aa0-9635-fc73d3ebc87b__c1of2,extpub__1117e2b6-c9cc-4aa0-9635-fc73d3ebc87b,0,2,ratio
extpub__1117e2b6-c9cc-4aa0-9635-fc73d3ebc87b__c2of2,extpub__1117e2b6-c9cc-4aa0-9635-fc73d3ebc87b,1,2,ratio
extpub__fce5e64c-e730-46ee-bc6a-2929208a18c5,extpub__fce5e64c-e730-46ee-bc6a-2929208a18c5,0,1,none
extpub__e6013155-3832-47d0-830e-16177ab9cf32,extpub__e6013155-3832-47d0-830e-16177ab9cf32,0,1,none
extpub__a465eb38-f691-4491-aae1-3d4f08306d78,extpub__a465eb38-f691-4491-aae1-3d4f08306d78,0,1,none
extpub__28e3b036-f568-426a-a4e1-b1b603277872,extpub__28e3b036-f568-426a-a4e1-b1b603277872,0,1,none
extpub__45c5335b-3243-0207-b7e6-4f735f8683ba,extpub__45c5335b-3243-0207-b7e6-4f735f8683ba,0,1,none
extpub__89dc0ad4-0273-6df3-1cf4-217a667a2824,extpub__89dc0ad4-0273-6df3-1cf4-217a667a2824,0,1,none
extpub__865819f8-c241-4a99-a954-388ca77efcd3,extpub__865819f8-c241-4a99-a954-388ca77efcd3,0,1,none
extpub__83924082-730e-4e46-8dda-cd94fd5dabf0,extpub__83924082-730e-4e46-8dda-cd94fd5dabf0,0,1,none
extpub__a2386727-92cc-6b7d-45a4-e7426f68ed62,extpub__a2386727-92cc-6b7d-45a4-e7426f68ed62,0,1,none
extpub__3da18f4a-434f-4a43-93ed-0020e70db0a9,extpub__3da18f4a-434f-4a43-93ed-0020e70db0a9,0,1,none
extpub__495f3b50-4ba9-41a9-afc1-739de63e305b,extpub__495f3b50-4ba9-41a9-afc1-739de63e305b,0,1,none
extpub__a3672609-d8c0-45cb-99c9-5402b9985eb2,extpub__a3672609-d8c0-45cb-99c9-5402b9985eb2,0,1,none
extpub__cf2bd00a-de02-47c1-977f-bd4e38855709,extpub__cf2bd00a-de02-47c1-977f-bd4e38855709,0,1,none
extpub__440e60c5-df01-41d3-a621-f4061f10562a,extpub__440e60c5-df01-41d3-a621-f4061f10562a,0,1,none
extpub__10d73b86-d740-4bc0-9235-f64f84cce6aa,extpub__10d73b86-d740-4bc0-9235-f64f84cce6aa,0,1,none
extpub__d9e2cfda-97b4-45a3-be25-abc8644c5761,extpub__d9e2cfda-97b4-45a3-be25-abc8644c5761,0,1,none
extpub__2c395bfd-6304-45b4-9fb6-c2f23ddeb25e__c1of2,extpub__2c395bfd-6304-45b4-9fb6-c2f23ddeb25e,0,2,ratio
extpub__2c395bfd-6304-45b4-9fb6-c2f23ddeb25e__c2of2,extpub__2c395bfd-6304-45b4-9fb6-c2f23ddeb25e,1,2,ratio
extpub__cb580d64-81ee-55ad-40e4-c244937110f9,extpub__cb580d64-81ee-55ad-40e4-c244937110f9,0,1,none
extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822__c1of5,extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822,0,5,ratio
extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822__c2of5,extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822,1,5,ratio
extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822__c3of5,extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822,2,5,ratio
extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822__c4of5,extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822,3,5,ratio
extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822__c5of5,extpub__f66b905a-d055-4ae4-8b8b-d5cfcc339822,4,5,ratio
extpub__94813d6b-ba3b-4974-b983-b85b506b1f52,extpub__94813d6b-ba3b-4974-b983-b85b506b1f52,0,1,none
extpub__1bd30bc9-0725-42c5-a930-ed92fcd09571,extpub__1bd30bc9-0725-42c5-a930-ed92fcd09571,0,1,none
extpub__2f833893-5fb8-436f-b8df-5237e1434007,extpub__2f833893-5fb8-436f-b8df-5237e1434007,0,1,none
extpub__35700cdc-47e2-34ae-7b28-ecb421752e37__c1of4,extpub__35700cdc-47e2-34ae-7b28-ecb421752e37,0,4,ratio
extpub__35700cdc-47e2-34ae-7b28-ecb421752e37__c2of4,extpub__35700cdc-47e2-34ae-7b28-ecb421752e37,1,4,ratio
extpub__35700cdc-47e2-34ae-7b28-ecb421752e37__c3of4,extpub__35700cdc-47e2-34ae-7b28-ecb421752e37,2,4,ratio
extpub__35700cdc-47e2-34ae-7b28-ecb421752e37__c4of4,extpub__35700cdc-47e2-34ae-7b28-ecb421752e37,3,4,ratio
extpub__1d6cfb32-62eb-62e8-d17f-64028704cf1a,extpub__1d6cfb32-62eb-62e8-d17f-64028704cf1a,0,1,none
extpub__e1c36aba-58a7-d19f-5865-6152cc026a10,extpub__e1c36aba-58a7-d19f-5865-6152cc026a10,0,1,none
extpub__69bf45ff-7c7c-4ca0-b73e-b20306059559,extpub__69bf45ff-7c7c-4ca0-b73e-b20306059559,0,1,none
extpub__eaf139da-935e-40eb-b5c9-f87eba6f4abf,extpub__eaf139da-935e-40eb-b5c9-f87eba6f4abf,0,1,none
extpub__c69c1c25-38c9-4649-af25-1635f8a9617c__c1of3,extpub__c69c1c25-38c9-4649-af25-1635f8a9617c,0,3,ratio
extpub__c69c1c25-38c9-4649-af25-1635f8a9617c__c2of3,extpub__c69c1c25-38c9-4649-af25-1635f8a9617c,1,3,ratio
extpub__c69c1c25-38c9-4649-af25-1635f8a9617c__c3of3,extpub__c69c1c25-38c9-4649-af25-1635f8a9617c,2,3,ratio
extpub__66aefcfb-37fa-489d-90eb-663d60120983,extpub__66aefcfb-37fa-489d-90eb-663d60120983,0,1,none
extpub__5b79390b-6fd8-2374-2018-02b6e98b1dca__c1of2,extpub__5b79390b-6fd8-2374-2018-02b6e98b1dca,0,2,ratio
extpub__5b79390b-6fd8-2374-2018-02b6e98b1dca__c2of2,extpub__5b79390b-6fd8-2374-2018-02b6e98b1dca,1,2,ratio
extpub__3328e1e5-47a7-4629-9fe9-07246b64c956,extpub__3328e1e5-47a7-4629-9fe9-07246b64c956,0,1,none
extpub__47989a0c-9f2f-4a12-a901-7e7dcaab679c,extpub__47989a0c-9f2f-4a12-a901-7e7dcaab679c,0,1,none
extpub__f022b7f2-abd2-4cbd-81ce-e49e3e6cb724,extpub__f022b7f2-abd2-4cbd-81ce-e49e3e6cb724,0,1,none
extpub__63322d49-4b8b-4ce9-9fad-9455614fb356,extpub__63322d49-4b8b-4ce9-9fad-9455614fb356,0,1,none
extpub__21d4c977-ef3d-4faa-8a78-87cf12939aa1,extpub__21d4c977-ef3d-4faa-8a78-87cf12939aa1,0,1,none
extpub__b3779a21-9d6d-4b57-a93a-f6bd609335c1__c1of2,extpub__b3779a21-9d6d-4b57-a93a-f6bd609335c1,0,2,ratio
extpub__b3779a21-9d6d-4b57-a93a-f6bd609335c1__c2of2,extpub__b3779a21-9d6d-4b57-a93a-f6bd609335c1,1,2,ratio
extpub__733acb6b-cc29-4604-96b8-b16072fc9a85,extpub__733acb6b-cc29-4604-96b8-b16072fc9a85,0,1,none
extpub__f6542a77-2f9d-431d-97ba-eba0e4ecabcd,extpub__f6542a77-2f9d-431d-97ba-eba0e4ecabcd,0,1,none
extpub__ddd76005-a365-48c5-88b5-b3a809bfa76a,extpub__ddd76005-a365-48c5-88b5-b3a809bfa76a,0,1,none
extpub__2de0fc9f-e237-4953-ad06-6c1d3a8808cb,extpub__2de0fc9f-e237-4953-ad06-6c1d3a8808cb,0,1,none
extpub__d9fe9daf-d557-47ff-9209-ad2b91725991__c1of2,extpub__d9fe9daf-d557-47ff-9209-ad2b91725991,0,2,ratio
extpub__d9fe9daf-d557-47ff-9209-ad2b91725991__c2of2,extpub__d9fe9daf-d557-47ff-9209-ad2b91725991,1,2,ratio
extpub__f5fe5f19-1ef0-4fb0-8d0a-a14456f33821,extpub__f5fe5f19-1ef0-4fb0-8d0a-a14456f33821,0,1,none
extpub__a9b89e8a-4af8-82d8-7627-4f1c7cf8e820,extpub__a9b89e8a-4af8-82d8-7627-4f1c7cf8e820,0,1,none
extpub__ab5dd556-42d7-57e2-cd9e-dff681615468,extpub__ab5dd556-42d7-57e2-cd9e-dff681615468,0,1,none
extpub__164a8ef2-9c1d-aad5-442d-001251d5b935,extpub__164a8ef2-9c1d-aad5-442d-001251d5b935,0,1,none
extpub__4356cef8-1d51-4d88-9eb4-a5f3873b6c9a,extpub__4356cef8-1d51-4d88-9eb4-a5f3873b6c9a,0,1,none
extpub__7846c863-d4e9-4238-b722-c6055422e797__c1of2,extpub__7846c863-d4e9-4238-b722-c6055422e797,0,2,ratio
extpub__7846c863-d4e9-4238-b722-c6055422e797__c2of2,extpub__7846c863-d4e9-4238-b722-c6055422e797,1,2,ratio
extpub__a02eb420-669f-4e91-9b9d-b769f1b2246d,extpub__a02eb420-669f-4e91-9b9d-b769f1b2246d,0,1,none
extpub__bc4a065c-b1ce-efe7-384c-2b884a55db6a,extpub__bc4a065c-b1ce-efe7-384c-2b884a55db6a,0,1,none
extpub__958fac2f-e758-4491-953d-306bf13b005b,extpub__958fac2f-e758-4491-953d-306bf13b005b,0,1,none
extpub__f5dea027-8a8a-4d66-b8b3-d6aa9a959d6a,extpub__f5dea027-8a8a-4d66-b8b3-d6aa9a959d6a,0,1,none
extpub__7623b1eb-2569-60cb-d198-d7a112d852cc,extpub__7623b1eb-2569-60cb-d198-d7a112d852cc,0,1,none
extpub__58d7ef78-49f1-44af-bc76-cd08de3bd0b9__c1of3,extpub__58d7ef78-49f1-44af-bc76-cd08de3bd0b9,0,3,ratio
extpub__58d7ef78-49f1-44af-bc76-cd08de3bd0b9__c2of3,extpub__58d7ef78-49f1-44af-bc76-cd08de3bd0b9,1,3,ratio
extpub__58d7ef78-49f1-44af-bc76-cd08de3bd0b9__c3of3,extpub__58d7ef78-49f1-44af-bc76-cd08de3bd0b9,2,3,ratio
