oare_id,parent_oare_id,fold,group_key,group_kind,group_source
extpub__1f420e88-39d6-fc81-3df9-cce09e15f8ec,extpub__1f420e88-39d6-fc81-3df9-cce09e15f8ec,2,external|4|né-pí-šu|1|l14,external_parent,silver_external
extpub__7b2b533e-1789-6310-4483-8d3a92840fd1,extpub__7b2b533e-1789-6310-4483-8d3a92840fd1,2,external|4.16666|gín|kù.babbar|l3,external_parent,silver_external
extpub__1a924723-0e7b-43a8-9213-bb12a4cd145e,extpub__1a924723-0e7b-43a8-9213-bb12a4cd145e,2,external|4.33333|ma-na|kù.babbar|l15,external_parent,silver_external
extpub__b6dfff9d-542c-44ba-83ae-d7b8d5d39e69,extpub__b6dfff9d-542c-44ba-83ae-d7b8d5d39e69,4,external|4.5|gín|kù.babbar|l3,external_parent,silver_external
extpub__448228c1-15ad-4952-afcd-8b736a70a592,extpub__448228c1-15ad-4952-afcd-8b736a70a592,3,external|4.5|ma-na|kù.babbar|l9,external_parent,silver_external
extpub__80b96b8a-f8f9-4508-b05f-f1a76268e64c,extpub__80b96b8a-f8f9-4508-b05f-f1a76268e64c,2,external|4.5|ma-na|kù.babbar|l5,external_parent,silver_external
extpub__168d9b98-4d12-49e1-89d1-4ac159c4d3ec,extpub__168d9b98-4d12-49e1-89d1-4ac159c4d3ec,3,external|40|<gap>|ma-na|l5,external_parent,silver_external
extpub__d00de473-62f9-fbc6-3404-dfd68a444d12,extpub__d00de473-62f9-fbc6-3404-dfd68a444d12,2,external|40|ma-na|<gap>|l4,external_parent,silver_external
extpub__dfdde0f0-e393-4cfd-87ed-322416aadbe7,extpub__dfdde0f0-e393-4cfd-87ed-322416aadbe7,3,external|40|ma-na|an.na|l3,external_parent,silver_external
extpub__0ba7c664-c792-4bdf-b3b0-4d7d68b3c172,extpub__0ba7c664-c792-4bdf-b3b0-4d7d68b3c172,1,external|40|ma-na|urudu|l15,external_parent,silver_external
extpub__c08b7b3c-f17c-488b-9655-2d26bff57215,extpub__c08b7b3c-f17c-488b-9655-2d26bff57215,2,external|40|ma-na|urudu|l5,external_parent,silver_external
extpub__c803f46e-3634-ed06-d89d-56895704d199,extpub__c803f46e-3634-ed06-d89d-56895704d199,1,external|42|ma-na|1|l15,external_parent,silver_external
extpub__9047bd88-9ef9-46c0-a20a-0fc523414b7f,extpub__9047bd88-9ef9-46c0-a20a-0fc523414b7f,2,external|42|ma-na|kù|l6,external_parent,silver_external
extpub__e69ed573-3211-49cc-8091-f8830c91f059,extpub__e69ed573-3211-49cc-8091-f8830c91f059,3,external|43|ma-na|urudu|l3,external_parent,silver_external
extpub__f8aa8ca7-4b01-43d3-9868-35a43c3f551b,extpub__f8aa8ca7-4b01-43d3-9868-35a43c3f551b,1,external|46|ma-na|kù.babbar|l15,external_parent,silver_external
extpub__43fe4f73-33e5-96d6-844d-5c5e800fd5af,extpub__43fe4f73-33e5-96d6-844d-5c5e800fd5af,4,external|5|gín|kù.babbar|l2,external_parent,silver_external
extpub__3a82887a-bb91-cd4b-06a6-0b7821d34968,extpub__3a82887a-bb91-cd4b-06a6-0b7821d34968,4,external|5|gín|kù.babbar|l4,external_parent,silver_external
extpub__1a6bc9b3-16ce-4a7b-be8f-b09ebaddd66e,extpub__1a6bc9b3-16ce-4a7b-be8f-b09ebaddd66e,4,external|5|gín|kù.babbar|l4,external_parent,silver_external
extpub__0cd41520-3055-4563-bbf1-cb486ed7da9f,extpub__0cd41520-3055-4563-bbf1-cb486ed7da9f,4,external|5|gín|kù.babbar|l3,external_parent,silver_external
extpub__90504a88-592e-4309-8a75-5048c7a6d556,extpub__90504a88-592e-4309-8a75-5048c7a6d556,1,external|5|ma-na|kù.babbar|l7,external_parent,silver_external
extpub__d85b42af-c7cb-4b7a-a063-2c2072638a65,extpub__d85b42af-c7cb-4b7a-a063-2c2072638a65,3,external|5|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__ae57adcb-5561-406c-b0bc-7428231a16b0,extpub__ae57adcb-5561-406c-b0bc-7428231a16b0,2,external|5|ma-na|kù.babbar|l15,external_parent,silver_external
extpub__9b2f4308-d239-45da-ba91-0f4735c95545,extpub__9b2f4308-d239-45da-ba91-0f4735c95545,2,external|5|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__01c149e6-7dc3-4b74-b9c0-9e3bc9548a4a,extpub__01c149e6-7dc3-4b74-b9c0-9e3bc9548a4a,4,external|5|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__850b3a5c-16e7-4aaa-92c9-16faedd46dbb,extpub__850b3a5c-16e7-4aaa-92c9-16faedd46dbb,2,external|5|ma-na|kù.babbar|l5,external_parent,silver_external
extpub__4736559f-623f-4bb8-a346-4b617b358ff4,extpub__4736559f-623f-4bb8-a346-4b617b358ff4,4,external|5|ma-na|kù.babbar|l6,external_parent,silver_external
extpub__bc51bd0c-d044-39cb-99e5-414f61e2786b,extpub__bc51bd0c-d044-39cb-99e5-414f61e2786b,3,external|5|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__63d4145c-8be9-428d-9965-d39fd6fd28e2,extpub__63d4145c-8be9-428d-9965-d39fd6fd28e2,3,external|5.5|ma-na|urudu|l4,external_parent,silver_external
extpub__a61b73e0-8aa0-2e18-d9c0-6188792c7fbb,extpub__a61b73e0-8aa0-2e18-d9c0-6188792c7fbb,1,external|5.83333|ma-na|kù.babbar|l5,external_parent,silver_external
extpub__01a7c36e-5c10-4480-a1f8-dc368f76b544,extpub__01a7c36e-5c10-4480-a1f8-dc368f76b544,1,external|50|za-am-ri-wa-tí|2.83333|l6,external_parent,silver_external
extpub__f97e93b4-fe24-e426-2d58-b9f3a972020e,extpub__f97e93b4-fe24-e426-2d58-b9f3a972020e,4,external|6|gín|<gap>|l2,external_parent,silver_external
extpub__62fe6ce3-cb5a-c2f3-79e9-995513d04b11,extpub__62fe6ce3-cb5a-c2f3-79e9-995513d04b11,3,external|6|ma-na|15|l5,external_parent,silver_external
extpub__e45aefb0-ac20-4c31-8164-0e0b8fdb063c,extpub__e45aefb0-ac20-4c31-8164-0e0b8fdb063c,2,external|6|ma-na|kù|l5,external_parent,silver_external
extpub__d5eb3731-9426-c7a6-324f-0966a7f59d4e,extpub__d5eb3731-9426-c7a6-324f-0966a7f59d4e,2,external|6|ma-na|kù.babbar|l7,external_parent,silver_external
extpub__e9b96b6f-a71a-0d08-a639-a00660e8b81e,extpub__e9b96b6f-a71a-0d08-a639-a00660e8b81e,2,external|6|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__b095ce93-8957-4190-a4c3-ddcea26c53f2,extpub__b095ce93-8957-4190-a4c3-ddcea26c53f2,3,external|6.5|gín|kù.babbar|l4,external_parent,silver_external
extpub__fb1c1a46-06d7-bdba-10fe-75859bd4f1b2,extpub__fb1c1a46-06d7-bdba-10fe-75859bd4f1b2,2,external|6.5|ma-na|2|l4,external_parent,silver_external
extpub__1934cceb-b4b4-d1e0-480f-c89e1d748250,extpub__1934cceb-b4b4-d1e0-480f-c89e1d748250,3,external|6.5|ma-na|9.66666|l15,external_parent,silver_external
extpub__e02682c0-2cc4-d770-fed1-e5a3272abae5,extpub__e02682c0-2cc4-d770-fed1-e5a3272abae5,1,external|66|{túg}ku-ta-nu|2|l15,external_parent,silver_external
extpub__845eed04-4d04-2667-a797-b7d62b5b9bd4,extpub__845eed04-4d04-2667-a797-b7d62b5b9bd4,2,external|66|{túg}ku-ta-nu|dub|l5,external_parent,silver_external
extpub__88d59135-17db-4d4a-8988-7f6807509700,extpub__88d59135-17db-4d4a-8988-7f6807509700,1,external|7|gín|kù.babbar|l4,external_parent,silver_external
extpub__55491afe-a082-b7ac-ed88-2efe755d6eb2,extpub__55491afe-a082-b7ac-ed88-2efe755d6eb2,4,external|7|gú|30|l6,external_parent,silver_external
extpub__737798f8-a3d2-c85c-4013-eb45048dc800,extpub__737798f8-a3d2-c85c-4013-eb45048dc800,3,external|7|gú|50|l3,external_parent,silver_external
extpub__c328311b-af25-4f11-9c9d-1518a89842db,extpub__c328311b-af25-4f11-9c9d-1518a89842db,2,external|7|ma-na|17|l6,external_parent,silver_external
extpub__9462ea6e-50b5-4e61-9836-12b549c71c11,extpub__9462ea6e-50b5-4e61-9836-12b549c71c11,3,external|7|me-at|20|l2,external_parent,silver_external
extpub__3b6c485a-b88d-4736-b1ab-4988925de7d2,extpub__3b6c485a-b88d-4736-b1ab-4988925de7d2,3,external|7.33333|ma-na|1.5|l6,external_parent,silver_external
extpub__ac02563f-44f1-4d47-b291-26c251426c6a,extpub__ac02563f-44f1-4d47-b291-26c251426c6a,3,external|7.5|gín|kù.gi|l8,external_parent,silver_external
extpub__43b7d4b5-57e5-a2b2-57d7-cca115082a29,extpub__43b7d4b5-57e5-a2b2-57d7-cca115082a29,2,external|7.5|gín.kù.babbar|a-na|l3,external_parent,silver_external
extpub__5e290059-d99a-0f57-eacb-13168d0b004f,extpub__5e290059-d99a-0f57-eacb-13168d0b004f,1,external|7.5|ma-na|7.5|l11,external_parent,silver_external
extpub__4d6edc07-ae99-a20c-6ab5-c990b69a83eb,extpub__4d6edc07-ae99-a20c-6ab5-c990b69a83eb,3,external|8|gín|kù.babbar|l5,external_parent,silver_external
extpub__762de6f5-ed49-4735-b87a-6c2e77b2b243,extpub__762de6f5-ed49-4735-b87a-6c2e77b2b243,2,external|8|ma-na|lá|l2,external_parent,silver_external
extpub__ba601efb-b7c6-45e6-78a1-7587e88c3273,extpub__ba601efb-b7c6-45e6-78a1-7587e88c3273,2,external|8.16666|gín|kù.babbar|l4,external_parent,silver_external
extpub__84e7f6d8-96b0-273e-6651-51cdd1593f54,extpub__84e7f6d8-96b0-273e-6651-51cdd1593f54,1,external|8.33333|ma-na|kù.babbar|l2,external_parent,silver_external
extpub__08e30f39-2fce-07a7-4b9a-ae54ebf02e08,extpub__08e30f39-2fce-07a7-4b9a-ae54ebf02e08,3,external|8.33333|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__bdccddce-3043-48f2-b585-648e7076de1a,extpub__bdccddce-3043-48f2-b585-648e7076de1a,1,external|8.5|gín|kù.babbar|l8,external_parent,silver_external
extpub__99ae91a8-eaee-42cb-863e-d2479e28f40a,extpub__99ae91a8-eaee-42cb-863e-d2479e28f40a,4,external|8.5|gín|kù.babbar|l4,external_parent,silver_external
extpub__86f3efb8-7cc8-b464-e857-b1d19fc3de31,extpub__86f3efb8-7cc8-b464-e857-b1d19fc3de31,2,external|9.33333|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__15ef3666-2dbb-204a-078f-5851534da553,extpub__15ef3666-2dbb-204a-078f-5851534da553,1,external|9.66666|ma-na|kù.babbar|l4,external_parent,silver_external
extpub__b91982a7-ab8b-4e95-8496-38a678a64d64,extpub__b91982a7-ab8b-4e95-8496-38a678a64d64,4,external|98|gú|50|l11,external_parent,silver_external
extpub__640cbfe5-07e0-4539-e89f-6328e7f8ad34,extpub__640cbfe5-07e0-4539-e89f-6328e7f8ad34,4,external|<gap>|1|né-pí-šu-um|l5,external_parent,silver_external
extpub__dbbf73b8-8e46-43d4-a753-fc4611e9965b,extpub__dbbf73b8-8e46-43d4-a753-fc4611e9965b,2,external|<gap>|1.5|ma-na|l3,external_parent,silver_external
extpub__2d7662ab-5560-4057-a255-f617f29b8c4b,extpub__2d7662ab-5560-4057-a255-f617f29b8c4b,4,external|<gap>|2|ma-na|l5,external_parent,silver_external
extpub__b6150d08-5b59-42ac-dbc6-fd000a7cb03b,extpub__b6150d08-5b59-42ac-dbc6-fd000a7cb03b,4,external|<gap>|30|ma-na|l6,external_parent,silver_external
extpub__1d0e92e1-8292-4801-835f-2172dd018e17,extpub__1d0e92e1-8292-4801-835f-2172dd018e17,4,external|<gap>|7|ma-na|l4,external_parent,silver_external
extpub__950fd5c4-fe59-1b16-6f39-a5f32fd2f16d,extpub__950fd5c4-fe59-1b16-6f39-a5f32fd2f16d,1,external|<gap>|gín|kù.babbar|l3,external_parent,silver_external
extpub__f8ef08e3-bdd6-4ddc-871e-0ed2101898c9,extpub__f8ef08e3-bdd6-4ddc-871e-0ed2101898c9,4,external|<gap>|gín|kù.babbar|l4,external_parent,silver_external
extpub__db2d14bb-00d0-6e84-ee57-3e5930218854,extpub__db2d14bb-00d0-6e84-ee57-3e5930218854,1,external|<gap>|gín|kù.babbar|l4,external_parent,silver_external
extpub__4284106a-dd47-4af5-a2bd-057b0d0560b5,extpub__4284106a-dd47-4af5-a2bd-057b0d0560b5,3,external|<gap>|gín|kù.babbar|l3,external_parent,silver_external
extpub__ccc88c3a-5b99-494e-a5f6-7c70c91e2149,extpub__ccc88c3a-5b99-494e-a5f6-7c70c91e2149,4,external|<gap>|gú|13|l5,external_parent,silver_external
extpub__6312edb6-a4f2-4097-894e-355c71062292,extpub__6312edb6-a4f2-4097-894e-355c71062292,2,external|<gap>|gú|urudu|l8,external_parent,silver_external
extpub__0f4e8b40-8f51-443d-8798-ada12a2920e4,extpub__0f4e8b40-8f51-443d-8798-ada12a2920e4,2,external|<gap>|kišib|a-ma-a|l4,external_parent,silver_external
extpub__36d5b4bb-b090-4276-93ca-40944951a06d,extpub__36d5b4bb-b090-4276-93ca-40944951a06d,1,external|<gap>|kišib|ku-ki-ni-im|l5,external_parent,silver_external
extpub__e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,extpub__e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,3,external|<gap>|kù.babbar|<gap>-tí|l13,external_parent,silver_external
extpub__67e8e7e1-61c1-4455-b4a0-f31f5e96e999,extpub__67e8e7e1-61c1-4455-b4a0-f31f5e96e999,4,external|<gap>|a-šur-ta-ak-lá-ku|dumu|l3,external_parent,silver_external
extpub__3e07763f-51a6-a0b3-416e-6adf950e3090,extpub__3e07763f-51a6-a0b3-416e-6adf950e3090,4,external|<gap>|bi4|šu-<gap>|l5,external_parent,silver_external
extpub__e94648eb-4a37-0e77-7933-1a7953ce697e,extpub__e94648eb-4a37-0e77-7933-1a7953ce697e,4,external|<gap>|en-nam-a-šur|ú-sà-num|l12,external_parent,silver_external
extpub__4affa484-3177-4f1e-9179-f1c3ebccb64b,extpub__4affa484-3177-4f1e-9179-f1c3ebccb64b,1,external|<gap>|i-na|<gap>|l9,external_parent,silver_external
extpub__e7d4f4fc-4419-8aa3-9fdb-976ed3fe3f81,extpub__e7d4f4fc-4419-8aa3-9fdb-976ed3fe3f81,4,external|<gap>|i-šu-ú|iš-tù|l2,external_parent,silver_external
extpub__b3b82fd6-a16d-4e26-8d3c-cec5fe08b1c7,extpub__b3b82fd6-a16d-4e26-8d3c-cec5fe08b1c7,3,external|<gap>|iš-tù|ḫa-mu-uš-tim|l15,external_parent,silver_external
extpub__b6c6f210-967c-ea04-bee8-54f1f32cf5a9,extpub__b6c6f210-967c-ea04-bee8-54f1f32cf5a9,2,external|<gap>|ku-ta-ni|ù|l5,external_parent,silver_external
extpub__b45d27d0-cac8-4c38-a006-f7bfd03e1d20,extpub__b45d27d0-cac8-4c38-a006-f7bfd03e1d20,1,external|<gap>|lu|ku-nu-um|l13,external_parent,silver_external
extpub__f2494654-59a2-4cd5-9d45-b4de7b077c51,extpub__f2494654-59a2-4cd5-9d45-b4de7b077c51,2,external|<gap>|ma|<gap>|l3,external_parent,silver_external
extpub__b23ba2c9-0a3d-42c6-b32f-6f3d9ebc71ec,extpub__b23ba2c9-0a3d-42c6-b32f-6f3d9ebc71ec,3,external|<gap>|ma-na|17.5|l6,external_parent,silver_external
extpub__e038e30e-bd92-4f78-a78c-a60455ee7b43,extpub__e038e30e-bd92-4f78-a78c-a60455ee7b43,4,external|<gap>|ma-na|4|l4,external_parent,silver_external
extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6,extpub__4757d36d-33e5-4a8e-bf52-b173821e20d6,4,external|<gap>|ma-na|4.83333|l15,external_parent,silver_external
extpub__592a2ab2-8eb8-476a-b3db-1f7732820976,extpub__592a2ab2-8eb8-476a-b3db-1f7732820976,1,external|<gap>|ma-na|5|l4,external_parent,silver_external
extpub__791ef6e1-950c-4761-9790-97f1ae5045a7,extpub__791ef6e1-950c-4761-9790-97f1ae5045a7,4,external|<gap>|ma-na|<gap>|l3,external_parent,silver_external
extpub__5b5349b4-d585-493d-fb1a-9b91d0f92163,extpub__5b5349b4-d585-493d-fb1a-9b91d0f92163,1,external|<gap>|ma-na|<gap>|l6,external_parent,silver_external
extpub__afedf3aa-fef9-4766-8219-e68df426f96a,extpub__afedf3aa-fef9-4766-8219-e68df426f96a,4,external|<gap>|ma-na|kù.babbar|l1,external_parent,silver_external
extpub__65834064-b3e8-430b-aebb-2bfe822d34fe,extpub__65834064-b3e8-430b-aebb-2bfe822d34fe,3,external|<gap>|ma-na|kù.babbar|l6,external_parent,silver_external
extpub__5d8053b3-7f9f-4df4-a6cc-06d172620601,extpub__5d8053b3-7f9f-4df4-a6cc-06d172620601,2,external|<gap>|ma-na|kù.babbar|l3,external_parent,silver_external
extpub__3eda6e85-169a-b7b9-43e6-b7b7ef9f4dd5,extpub__3eda6e85-169a-b7b9-43e6-b7b7ef9f4dd5,4,external|<gap>|pu-šu-ke-en6|<gap>-šu|l8,external_parent,silver_external
extpub__237086c0-d4bb-edbb-02f2-16f202711f48,extpub__237086c0-d4bb-edbb-02f2-16f202711f48,3,external|<gap>|šu-ma|tù-zi-num|l3,external_parent,silver_external
extpub__2f39c3ca-786d-48aa-91c7-efe45510aa57,extpub__2f39c3ca-786d-48aa-91c7-efe45510aa57,1,external|<gap>|šál-ma-a-šur|ù|l2,external_parent,silver_external
extpub__f75bb260-afdb-c5fc-b330-74566fef3aef,extpub__f75bb260-afdb-c5fc-b330-74566fef3aef,3,external|<gap>|ṣa-am|lá|l12,external_parent,silver_external
extpub__06299b1e-f2dd-35d1-e255-08bdc96e37dd,extpub__06299b1e-f2dd-35d1-e255-08bdc96e37dd,2,external|<gap>|ṭup-pu-šu|a-na|l1,external_parent,silver_external
extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,extpub__10a9cff1-5ca6-3b86-9a79-1b1d5b403abd,4,external|<gap>-a|dumu|<gap>|l15,external_parent,silver_external
extpub__898aa927-0c61-4d11-a709-81fc0c14d90d,extpub__898aa927-0c61-4d11-a709-81fc0c14d90d,4,external|<gap>-a-šur|<gap>|pu-šu-ke-en6|l15,external_parent,silver_external
extpub__3e177a22-4106-0620-b750-d355e8bcef0d,extpub__3e177a22-4106-0620-b750-d355e8bcef0d,1,external|<gap>-ku-nu|<gap>|ma|l7,external_parent,silver_external
extpub__a8eee8fe-1582-4203-8063-51af26e91f83,extpub__a8eee8fe-1582-4203-8063-51af26e91f83,3,external|<gap>-lu-sú|<gap>|dumu|l5,external_parent,silver_external
extpub__4fc1aa9a-5439-7971-859e-dc03f58e53b4,extpub__4fc1aa9a-5439-7971-859e-dc03f58e53b4,2,external|<gap>-na|lá|ak-<gap>|l4,external_parent,silver_external
extpub__431b7881-12ac-4984-bbfc-607036c713cf,extpub__431b7881-12ac-4984-bbfc-607036c713cf,1,external|igi|<gap>-li-mu-um|igi|l15,external_parent,silver_external
extpub__8b028b10-2726-42f7-aebb-ff4aa377fb9b,extpub__8b028b10-2726-42f7-aebb-ff4aa377fb9b,4,external|igi|i-dí-{d}im|dumu|l10,external_parent,silver_external
extpub__896185ac-8230-4bbe-8d2f-75782716d3ef,extpub__896185ac-8230-4bbe-8d2f-75782716d3ef,4,external|igi|i-ku-nim|dumu|l5,external_parent,silver_external
extpub__6354886f-3ebc-464e-a74a-60b99d4bc4b7,extpub__6354886f-3ebc-464e-a74a-60b99d4bc4b7,1,external|igi|ú-ṣú-ra-nim|igi|l3,external_parent,silver_external
extpub__8bf2c1df-63d4-4f24-bea3-0fb595ae0a7a,extpub__8bf2c1df-63d4-4f24-bea3-0fb595ae0a7a,2,external|kišib|<gap>|kišib|l3,external_parent,silver_external
extpub__29fb70fb-13cf-4908-b793-b1847c64618e,extpub__29fb70fb-13cf-4908-b793-b1847c64618e,2,external|kišib|<gap>-a-šur|kišib|l4,external_parent,silver_external
extpub__deaef162-831d-444a-a600-0715a414d04b,extpub__deaef162-831d-444a-a600-0715a414d04b,4,external|kišib|<gap>-nim|kišib|l5,external_parent,silver_external
extpub__2eeebc23-0ca8-646a-f59c-2db77d478a79,extpub__2eeebc23-0ca8-646a-f59c-2db77d478a79,3,external|kišib|du10-ṣí-lá-a-šùr|dumu|l5,external_parent,silver_external
extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411,extpub__84d888ef-9d9e-fc3f-6559-357d4afbf411,4,external|kišib|dug-ṣí-lá-a-šùr|dumu|l13,external_parent,silver_external
extpub__4b812aa0-2e9b-4243-8c4f-e55497669342,extpub__4b812aa0-2e9b-4243-8c4f-e55497669342,4,external|kišib|gal-a-šur|kišib|l5,external_parent,silver_external
extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,extpub__4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,1,external|kišib|ištar-pá-li-il5|dumu|l15,external_parent,silver_external
extpub__481d0a59-d9ed-7fc7-a2cc-8056b65ce99c,extpub__481d0a59-d9ed-7fc7-a2cc-8056b65ce99c,1,external|kišib|mi.ištar|kišib|l5,external_parent,silver_external
extpub__835a91e7-cb6d-b3a2-69e7-84cefbc99629,extpub__835a91e7-cb6d-b3a2-69e7-84cefbc99629,1,external|kišib|puzur4-a-bé-eḫ|dumu|l10,external_parent,silver_external
extpub__a47f7b5e-a5dd-eb6d-bfd9-49b4a1214c56,extpub__a47f7b5e-a5dd-eb6d-bfd9-49b4a1214c56,2,external|kišib|puzur4-a-bé-eḫ|dumu|l6,external_parent,silver_external
extpub__910ee885-0171-4d9b-9a78-ea77ea233aca,extpub__910ee885-0171-4d9b-9a78-ea77ea233aca,1,external|kišib|puzur4-a-šur|dumu|l12,external_parent,silver_external
extpub__c765c110-f81e-46ef-a8a7-be7f4fa2dc6b,extpub__c765c110-f81e-46ef-a8a7-be7f4fa2dc6b,3,external|kišib|puzur4-a-šur|dumu|l5,external_parent,silver_external
extpub__b4e72204-0f67-4d9a-85c0-df0ae2a780d8,extpub__b4e72204-0f67-4d9a-85c0-df0ae2a780d8,1,external|kišib|puzur4-a-šur|dumu|l6,external_parent,silver_external
extpub__8fa7f521-c563-4b20-8d89-5be17ec9a078,extpub__8fa7f521-c563-4b20-8d89-5be17ec9a078,3,external|kišib|puzur4-a-šur|dumu|l7,external_parent,silver_external
extpub__a21f0e07-69c5-4ea6-8b7e-e31f9d0e7b6c,extpub__a21f0e07-69c5-4ea6-8b7e-e31f9d0e7b6c,3,external|kišib|puzur4-a-šur|dumu|l8,external_parent,silver_external
extpub__c9b3f643-9bd6-414f-84f1-105188119784,extpub__c9b3f643-9bd6-414f-84f1-105188119784,4,external|kišib|puzur4-a-šur|dumu|l8,external_parent,silver_external
extpub__6b405c46-50a6-4deb-ac9a-d66e8607f883,extpub__6b405c46-50a6-4deb-ac9a-d66e8607f883,3,external|kišib|puzur4-a-šur|dumu|l7,external_parent,silver_external
extpub__ce5ba150-f280-4144-935b-61f118ea6b6d,extpub__ce5ba150-f280-4144-935b-61f118ea6b6d,2,external|kišib|puzur4-a-šur|dumu|l6,external_parent,silver_external
extpub__33f736da-5327-4cab-aff6-e8f7a8d1e2ea,extpub__33f736da-5327-4cab-aff6-e8f7a8d1e2ea,2,external|kišib|puzur4-a-šur|kišib|l6,external_parent,silver_external
extpub__250829af-cc53-4ff3-b489-de09d29c22bb,extpub__250829af-cc53-4ff3-b489-de09d29c22bb,2,external|kišib|puzur4-a-šur|kišib|l5,external_parent,silver_external
extpub__70d16818-c158-4c24-b630-5ab31866e5d4,extpub__70d16818-c158-4c24-b630-5ab31866e5d4,2,external|kišib|puzur4-a-šur|kišib|l5,external_parent,silver_external
extpub__0ac20387-f297-4143-99d1-0de0df671951,extpub__0ac20387-f297-4143-99d1-0de0df671951,1,external|kišib|puzur4-a-šur|kišib|l5,external_parent,silver_external
extpub__af25b641-d124-40e5-a9f8-56b46e8b5eb0,extpub__af25b641-d124-40e5-a9f8-56b46e8b5eb0,4,external|kišib|puzur4-a-šur|kišib|l4,external_parent,silver_external
extpub__0797c1df-5216-4dc3-aec3-85dd09232293,extpub__0797c1df-5216-4dc3-aec3-85dd09232293,2,external|kišib|puzur4-a-šur|kišib|l5,external_parent,silver_external
extpub__d8353c99-9f30-4afb-8dc1-0ee7fc6ba3b8,extpub__d8353c99-9f30-4afb-8dc1-0ee7fc6ba3b8,4,external|kišib|puzur4-a-šur|kišib|l6,external_parent,silver_external
extpub__2d44cd07-44d5-4738-a5d3-159dccc3eb92,extpub__2d44cd07-44d5-4738-a5d3-159dccc3eb92,2,external|kišib|puzur4-a-šur|kišib|l4,external_parent,silver_external
extpub__ee70dd98-6a57-46e8-834c-2555eb9fe857,extpub__ee70dd98-6a57-46e8-834c-2555eb9fe857,2,external|kišib|puzur4-a-šur|kišib|l4,external_parent,silver_external
extpub__5ed72137-a7dc-3c32-0f8d-f0795c8fff4f,extpub__5ed72137-a7dc-3c32-0f8d-f0795c8fff4f,4,external|kišib|puzur4.sa.tu|dumu|l2,external_parent,silver_external
extpub__6cb11c6a-386b-4fdd-ac2d-6d9ee276070d,extpub__6cb11c6a-386b-4fdd-ac2d-6d9ee276070d,1,external|kišib|púzur-ì-lí|dumu|l4,external_parent,silver_external
extpub__2b9f0654-b823-4744-870b-be3f0f6b2431,extpub__2b9f0654-b823-4744-870b-be3f0f6b2431,2,external|kišib|sig5-pí-a-šur|dumu|l5,external_parent,silver_external
extpub__b3aac906-9c4c-4f2c-b749-54a90685abba,extpub__b3aac906-9c4c-4f2c-b749-54a90685abba,2,external|kišib|a-ba|kišib|l4,external_parent,silver_external
extpub__0c7cfaf6-8426-4dd9-8033-26b60096b669,extpub__0c7cfaf6-8426-4dd9-8033-26b60096b669,3,external|kišib|a-bi-a-a|kišib|l6,external_parent,silver_external
extpub__79717951-8a71-4738-a9d2-c883d4845ccd,extpub__79717951-8a71-4738-a9d2-c883d4845ccd,2,external|kišib|a-bi-lá-ma-sí|kišib|l7,external_parent,silver_external
extpub__80aad5cf-57d3-4fc3-a93a-feb98e83b567,extpub__80aad5cf-57d3-4fc3-a93a-feb98e83b567,1,external|kišib|a-bu-um-dingir|dumu|l9,external_parent,silver_external
extpub__def97628-cbc1-4f4b-81ba-80e4ced508db,extpub__def97628-cbc1-4f4b-81ba-80e4ced508db,2,external|kišib|a-gu5-za|kišib-a-na-aḫ-dingir|l3,external_parent,silver_external
extpub__914e7adc-3703-4416-990d-24101ba7d753,extpub__914e7adc-3703-4416-990d-24101ba7d753,4,external|kišib|a-la-bi-im|dumu|l8,external_parent,silver_external
extpub__e4de7680-1816-4ca8-bec8-92dff62a9a75,extpub__e4de7680-1816-4ca8-bec8-92dff62a9a75,4,external|kišib|a-lu|dumu|l8,external_parent,silver_external
extpub__31f84ac8-15e7-49c4-884d-16a17508664f,extpub__31f84ac8-15e7-49c4-884d-16a17508664f,3,external|kišib|a-mur-ištar|kišib|l5,external_parent,silver_external
extpub__952caebf-571a-4dcf-97c0-50568c931654,extpub__952caebf-571a-4dcf-97c0-50568c931654,1,external|kišib|a-mur-{d}utu|kišib|l5,external_parent,silver_external
extpub__3838d7ba-d462-43b8-967d-f4b0ec532d2f,extpub__3838d7ba-d462-43b8-967d-f4b0ec532d2f,2,external|kišib|a-mur-{d}utu|kišib|l4,external_parent,silver_external
extpub__9361f2a9-c921-47f4-869f-615f76cf20db,extpub__9361f2a9-c921-47f4-869f-615f76cf20db,4,external|kišib|a-na-aḫ-dingir|dumu|l8,external_parent,silver_external
