oare_id,source,retrieval_neighbor_ids,retrieval_scores,retrieval_mode
0c42496f-e397-4c20-bded-26466dbda86f__c2of4,"šé-ep šu-ku-bi-im i-li-kà-ni ša-lim-a-šùr il₅-qé ší-tí ṣú-ba-tí-šu 45 ku-ta-nu qá-du-um ṣú-ba-tí-šu SIG₅ ku-nu-ku ša šu-ku-bi-im É ša-lim-a-šùr i-ba-ší-ú 3 ku-ta-ni ni-is-ḫa-tim e-kál-lúm

Retrieved source: šé-ep šu-ku-bi-im i-li-kà-ni ša-lim-a-šùr il₅-qé ší-tí ṣú-ba-tí-šu 45 ku-ta-nu qá-du-um ṣú-ba-tí-šu SIG₅ ku-nu-ku ša šu-ku-bi-im É ša-lim-a-šùr i-ba-ší-ú 3 ku-…
Retrieved English hint: The rest of his textiles, 45 including his textiles of good quality, are in Šalim-Aššur's house under Šu-Kūbum's seal The palace received 3 as import duty the palace received 3",0c42496f-e397-4c20-bded-26466dbda86f__c2of4__gc1of1,1.0000,train_to_train
0c42496f-e397-4c20-bded-26466dbda86f__c3of4,"il₅-qé 3 ku-ta-ni ša li-wi-tim SIG₅ e-kál-lúm il₅-qé ù 2 ku-ta-nu i-na e-kál-lim iḫ-li-qú 15 ma-na AN.NA a-ṣé-er AN.NA-ak qá-tí-šu ša šu-ku-bi-im

Retrieved source: il₅-qé 3 ku-ta-ni ša li-wi-tim SIG₅ e-kál-lúm il₅-qé ù 2 ku-ta-nu i-na e-kál-lim iḫ-li-qú 15 ma-na AN.NA a-ṣé-er AN.NA-ak qá-tí-šu ša šu-ku-bi-im
Retrieved English hint: from the wrapping of good quality, and 2 were lost in the palace Šu-Kūbum has paid 15 minas of tin on top of his expense tin as balance to Šalim-Aššur",0c42496f-e397-4c20-bded-26466dbda86f__c3of4__gc1of1,1.0000,train_to_train
0c42496f-e397-4c20-bded-26466dbda86f__c4of4,"a-na ni-ip-lá-tí-šu a-na ša-lim-a-šùr iš-qú IGI {d}MAR.TU-ba-ni DUMU ma-na-na IGI PUZUR₄-a-na DUMU i-dí-{d}IM ni-kà-sú ša iš-ra-tim ša É kà-ri-im a-dí-ni ú-lá ša-sí-ú

Retrieved source: a-na ni-ip-lá-tí-šu a-na ša-lim-a-šùr iš-qú IGI {d}MAR.TU-ba-ni DUMU ma-na-na IGI PUZUR₄-a-na DUMU i-dí-{d}IM ni-kà-sú ša iš-ra-tim ša É kà-ri-im a-dí-ni ú-lá…
Retrieved English hint: Witnessed by Amurrum-bāni son of Manana, by Puzur-Anna son of Iddin-Adad The accounts concerning the tithe concerning the office of the colony have not yet been settled",0c42496f-e397-4c20-bded-26466dbda86f__c4of4__gc1of1,1.0000,train_to_train
0c5af7a2-ff29-4bc2-b720-967666501f96__c1of2,"translate Akkadian to English: a-na ša-lim-a-šùr qí-bi-ma um-ma šu-{d}DUMU.ZI a-dí-da e-lá-a ù la-ma-sí-ma i-na wa-ṣa-i-kà <gap> um-ma a-ta-ma a-šùr-DU₁₀ DUMU lu-lu KÙ.BABBAR 10 ma-na <gap> a <gap> me-er-<gap> ta <gap> ta-<gap> iš-ra-tí-šu ru-ba-um i-lá-qé i-na wa-ar-ki-tim a-we-lu-um a-na a-lim{ki}

Retrieved source: a-na šu-{d}DUMU.ZI e-lá-a a-dí-da lá-ma-sí ù en-nam-a-šùr qí-bi-ma um-ma en-nam-a-šùr ù a-lá-ḫu-um-ma i-na dur₄-ḫu-mì-it 40 GÚ URUDU ma-sí-am bu-lá-tí ša
Retrieved English hint: To Šu-Tammuzī, Elaya, Adida, Lamassī and Ennam-Aššur from Ennam-Aššur and Ali-ahum:In Durhumit our father's investors have seized 40 talents of washed copper, assets that our father left they also detain us We said: Apa…",6a59e69a-8549-4f8b-a59f-7cab74f7fac5__c1of5__gc1of1,0.4175,val_to_train
0c5af7a2-ff29-4bc2-b720-967666501f96__c2of2,"i-li-ik-ma um-ma šu-ut-ma a-na ší-a-ma-tim i-dí-nam qí-ip-tám a-dí 5 ša-na-tim qé-pá-ku iš-tí a-lim{ki} e-na-na-tim e-ri-iš-ma u₄-me-šu a-dí ša-na-at ša ki-ma šu-a-tí ú-ša-za-az-ma <gap> ša ki-ma šu-a-tí uš-<gap> lu qí-ip-tám ta-qí-pu

Retrieved source: a-na <gap> a-šur-ta-ak-la-ku a-<gap> a-na pu-ru-uš-ḫa-tim a-ṣé-er ru-ba-im gal i-ša-pár-šu-ma iš-ti kà-ri-im e-na-na-tim e-ri-iš-ma um-ma šu-ut-ma a-na a-lim{k…
Retrieved English hint: Your brother Aššur-taklāku here sends a messenger to Burušhaddum, to the great king and he asks favours of the colony, saying:",extpub__3d7a4ce7-e2e6-4854-b816-0bb6056143da__s86de4afe-65b4-412c-ba13-ee4d72b045ea,0.2838,val_to_train
0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c1of4,"translate Akkadian to English: a-na en-um-a-šur qí-bi-ma um-ma lá-qé-ep-ma en-na-nu-um ú a-na-ku a-na ḫu-ur-ší-kà né-ru-ma ṭup-pì-kà ú ší-pá-ri-kà nu-šé-ṣí-ma i-na É i-tur₄-DINGIR né-zi-ib 1.5 ma-na KÙ.BABBAR ú 3 GÍN 22.5 ŠE KÙ.GI ša iš-tù kà-tí-lá e-ra-mu-ša ub-lá-ni i-na qá-qí-dim ša a-bi₄-kà en-na-aḫ-ì-lí ú a-na KÙ.BABBAR

Retrieved source: i-dí-a-bu-um i-tur₄-DINGIR <gap> e-na-aḫ-DINGIR ù en-nam-a-šur-ma a-na É-bé-tí-kà né-ru-ub-ma
Retrieved English hint: Aššur-malik and Aššur-ṭāb son of Sadaya, and entrusted it to Abuwa. Now, listen to the copy: Sealed by Puzur-Ti'amtum, by Aššur-imittī son of Etaya, by Uṣur-ša-Aššur, by Adada, the",5abd5819-2c99-4881-90b1-cb9759f7623b__c2of8,0.2830,train_to_train
0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c2of4,"ku-nu-ki-kà ni-<gap>-ma 1.5 ma-na KÙ.BABBAR ni-il₅-pu-ut 3 ṣú-ub-ru-um ša a-na ša-lim-bé-li ta-dí-nu-ni ŠÀ.BA 1 ṣú-ub-ru-um a-šu-mì kà-tí-lá-i-im kà-tí ú-mu-um li-ṭí-bu-ma ra-dí-a-am iš-tí

Retrieved source: ku-nu-ki-kà ni-<gap>-ma 1.5 ma-na KÙ.BABBAR ni-il₅-pu-ut 3 ṣú-ub-ru-um ša a-na ša-lim-bé-li ta-dí-nu-ni ŠÀ.BA 1 ṣú-ub-ru-um a-šu-mì kà-tí-lá-i-im kà-tí ú-mu-um…
Retrieved English hint: 5 mina of silver As to the three slaves that you gave to Šalim-bēlī, of them one slave has been taken as security because of the man of Katila (When) the weather improves let",0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c2of4__gc1of1,1.0000,train_to_train
0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c3of4,"na-gi-ir a-lim le-ri-iš-ma a-ma-at-kà i-ta-ru-ú-ni 1 ṣú-ba-ar-kà i ḫa-ra-nim me-et ṣú-ub-ra-am i-na ḫa-ra-nim a-na 0.3333 ma-na 4 GÍN KÙ.BABBAR i-dí-šu 4

Retrieved source: na-gi-ir a-lim le-ri-iš-ma a-ma-at-kà i-ta-ru-ú-ni 1 ṣú-ba-ar-kà i ḫa-ra-nim me-et ṣú-ub-ra-am i-na ḫa-ra-nim a-na 0.3333 ma-na 4 GÍN KÙ.BABBAR i-dí-šu 4
Retrieved English hint: him ask for a guide from the town herald so they will bring along your maid Your one slave died on the road He sold a slave on the road for 24 shekels of silver",0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c3of4__gc1of1,1.0000,train_to_train
0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c4of4,"GÍN KÙ.BABBAR i li-bi₄ ša-lim-bé-li a-ḫu-ur ša 1.8333 ma-na 2 GÍN KÙ.BABBAR.BE 8.75 GÍN ni-iš-a-ma-ku-um 16 ma-na AN.NA na-áš-ú-ni-kum a-ḫa-ma 0.5 ma-na KÙ.BABBAR ú 4 na-ru-uq ar-ša-tum ga-me-er

Retrieved source: GÍN KÙ.BABBAR i li-bi₄ ša-lim-bé-li a-ḫu-ur ša 1.8333 ma-na 2 GÍN KÙ.BABBAR.BE 8.75 GÍN ni-iš-a-ma-ku-um 16 ma-na AN.NA na-áš-ú-ni-kum a-ḫa-ma 0.5 ma-na KÙ.BAB…
Retrieved English hint: 4 shekels remain in Šalim-bēlī's possession For 1 8333 mina 2 shekels (of tin), in silver 8 3 / 4 shekels, we bought it for you They bring you 16 minas of tin Further, 0 5 mina of silver and 4 sacks of wheat have been s…",0c63dd16-a3db-4363-bccd-4bc4f7071b1a__c4of4__gc1of1,1.0000,train_to_train
0cc387b4-dadd-47af-ba11-d829d0e79ee5__c1of2,"translate Akkadian to English: um-ma ma-ma-ḫi-ir-ma a-na a-lá-ḫi-im qí-bi₄-ma šu-ma TÚG.ḪI.A ša lu-ḫu-za-tí-a ú-šé-ri-bu-nim lá ú-šé-ri-bu-nim úz-ni pè-té šu-ma ú-šé-ri-bu-ni-šu-nu a ma-lá ú-ša-ḫi-zu-kà a-na KÙ.BABBAR ta-er-šu-nu a-ḫi a-ta i-ḫi-id-ma KÙ.BABBAR

Retrieved source: um-ma ma-ma-ḫi-ir-ma a-na a-la-ḫi-im qí-bi-ma a-dí ma-la ù ší-ni-šu tí-ir-tí i-li-kà-kum a-dí-i TÚG.ḪI.A ša i-na lu-ḫu-za-tí-a i-ba-ší-ú-ni šu-ma a-mì-ša-am ù-…
Retrieved English hint: From Man-mahir to Ali-ahum: I have sent word to you both once and twice - concerning the textiles that are in Luhuzattiya If they have brought them in there, then convert them to silver in accordance with my instructions",3eee2ea5-80fc-497b-af4c-a1006bbafa4b__c1of3__gc1of1,0.5161,train_to_train
0cc387b4-dadd-47af-ba11-d829d0e79ee5__c2of2,"1 GÍN šé-li-am pá-zu-ur-ta-šu-nu 7.5 GÍN KÙ.BABBAR 0.6666 ma-na KÙ.BABBAR iš-tí en-na-sú-in e-ri-šu-ma 7.5 GÍN dí-šu-nu-tí ší-tí KÙ.BABBAR iš-tí-kà li-ib-ší

Retrieved source: 1 GÍN šé-li-am pá-zu-ur-ta-šu-nu 7.5 GÍN KÙ.BABBAR 0.6666 ma-na KÙ.BABBAR iš-tí en-na-sú-in e-ri-šu-ma 7.5 GÍN dí-šu-nu-tí ší-tí KÙ.BABBAR iš-tí-kà li-ib-ší
Retrieved English hint: Smuggling them cost 7 5 shekels of silver They asked for 0 6666 minas of silver from Enna-Suen but give them 7 5 shekels Let the rest of the silver be with you",0cc387b4-dadd-47af-ba11-d829d0e79ee5__c2of2__gc1of1,1.0000,train_to_train
0d14c5a8-c152-4417-90cc-36b6dff3226d,"translate Akkadian to English: KIŠIB zu-ba DUMU en-na-nim KIŠIB PUZUR₄-a-na DUMU a-šur-dan KIŠIB na-áb-sú-in DUMU PUZUR₄-we-er KIŠIB a-al-DU₁₀ ša 11 ma-na KÙ.BABBAR qá-ta-at a-al-DU₁₀ a-šur-{d}UTU ú en-na-sú-in il₅-ta-ap-tù-ni šu-ma KÙ i-na ṣé-er a-šur-{d}UTU ú en-na-sú-in i-ta-al-qé É-bé-tum ša a-lim{ki} ša a-al-DU₁₀ e-ru-ba-at KÙ

Retrieved source: 11 ma-na KÙ.BABBAR ša qá-ta-at a-al-DU₁₀ a-šur-{d}UTU ú en-na-su-en il₅-ta-áp-tù šu-ma KÙ.BABBAR i-na ṣé-er a-šur-{d}UTU ú en-na-sú-in i-ta-al-qé É-bi-tám ša a…
Retrieved English hint: As for the 11 minas of silver for which Aššur-šamšī and Ennam-Suen had themselves registered as guarantors of Āl-ṭāb, should the silver be collected at the expense of Aššur-šamšī, and Ennam-Suen, then Āl-ṭāb's house in…",3b1cf3f3-4db0-4441-8410-98926bd66d9b,0.7312,train_to_train
0d22e71e-ab7e-4bb7-83bc-052b25789dba,"translate Akkadian to English: 5 ma-na <gap> KÙ.BABBAR ša-du-a-sú ša-bu ku-nu-ki-a ú ku-nu-ki ša be-lá-nim a-na DINGIR-pì-lá-aḫ áp-qí-id KÙ.BABBAR ša ḫu-ni-a IGI da-da-a DUMU a-šùr-i-mì-tí IGI e-lá-lí DUMU ga-UR-wa-a IGI a-šùr-lá-ma-sí DUMU šu-ku-bi₄-im

Retrieved source: 15 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ku-nu-ki-a a-na {d}IŠKUR-pì-lá-aḫ DUMU a-ni-nim áp-qí-id IGI šu-IŠTAR DUMU šu-ki-tim IGI a-šur-ma-lik DUMU…
Retrieved English hint: 15 shekels of silver its excise added, his transport fee paid, under my seal I entrusted to Adad-pilah, son of Anīnum. In the presence of Šukutum (and) of Aššur-mālik, son of Šabahānum.",57a1fd09-094e-4912-be18-b3c1d5247640,0.4320,train_to_train
0d255d81-e958-4ba8-9b2d-f7a865ed6548,"translate Akkadian to English: KIŠIB ba-zi-a šu-ḫu-bur ù ku-ul-ma-ku-ul-ma na-áš-pé-er-tí ma-ma-ḫi-ir ša 3 ma-na KÙ ú-šé-ru-šu-nu-tí-ni

Retrieved source: KIŠIB ba-zi-a šu-ḫu-bur ù ku-ul-ma-ku-ul-ma na-áš-pé-er-tí ma-ma-ḫi-ir ša 3 ma-na KÙ ú-šé-ru-šu-nu-tí-ni
Retrieved English hint: Seal of Baziya, Šu-hubur and Kulma-kulma; Missive from Man-mahir stating that I released 3 minas of silver to them.",0d255d81-e958-4ba8-9b2d-f7a865ed6548__gc1of1,1.0000,train_to_train
0d3403e0-30ac-4ec8-8b46-4cd141546fd7,"translate Akkadian to English: 0.3333 ma-na 3 GÍN KÙ.BABBAR a-na PUZUR₄-a-šur IŠTAR-lá-ma-sí a-na ší-a-ma-tim ta-dí-in

Retrieved source: 3 GÍN KÙ.BABBAR a-gi-a na-áš-a-ki-im 3 GÍN KÙ.BABBAR PUZUR₄-a-šùr na-áš-a-ki-im a-na IŠTAR-lá-ma-sí qí-bi₄-ma ší-im pí-ri-kà-ni iš-tí ṣú-ḫa-ri-ku-nu
Retrieved English hint: Agia brings you (fem.) 3 shekels of silver. Puzur-Aššur brings you (fem.) 3 shekels of silver. To Ištar-lamassī: The proceeds from the (will come) with your servant.",c4086676-7cc4-4c23-aeff-3990c0bfcf5a,0.4183,val_to_train
0d355833-f05b-420a-ad64-25bd92c18664,"translate Akkadian to English: a-na e-ša-ra ù ab-ša-lim qí-bí-ma um-ma en-nam-a-šur-ma 10 GÍN KÙ.BABBAR ú ší-it-ra-am ku-nu-ki-a a-na e-ša-ra 10 GÍN KÙ.BABBAR ú 2 pá-ar-ší-ke a-na áb-ša-lim ú ṣú-ḫa-ar-tim 2 GÍN KÙ.BABBAR a-na IŠTAR-lá-ma-sí a-ḫa-tí-<gap>

Retrieved source: a-na a-šùr-ma-lik ší-ša-ra IŠTAR-lá-ma-sí ù a-šùr-dan qí-bi-ma um-ma ša-lim-a-šùr-ma 10 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ku-nu-ki-a <gap> na-á…
Retrieved English hint: To Aššur-malik, Šišara, Ištar-lamassī and Aššur-dan from Šalim-Aššur: <gap> brings you 10 minas of silver, its import duty added, its transport tariff paid for, under my seal <gap> a tablet <gap> further, I personally g…",7e525e12-c226-4c00-9c6e-de303e676771__c1of2,0.2666,train_to_train
0d9cc172-1feb-46bd-94c3-23c00a6e83f1,"translate Akkadian to English: 10 GÚ 10 ma-na AN.NA ku-nu-ki ša a-lim{ki} 2 me-at 23 TÚG.ḪI.A 24 ANŠE.ḪI.A ṣa-la-mu mì-ma a-nim en-um-a-šùr il₅-qé

Retrieved source: 10 GÚ 10 ma-na AN.NA ku-nu-ki ša a-lim{ki} 2 me-at 23 TÚG.ḪI.A 24 ANŠE.ḪI.A ṣa-la-mu mì-ma a-nim en-um-a-šùr il₅-qé
Retrieved English hint: 10 talents 10 minas of tin sealed in the City, 223 textiles and 24 black donkeys - all this Ennam-Aššur received.",0d9cc172-1feb-46bd-94c3-23c00a6e83f1__gc1of1,1.0000,train_to_train
0db91c91-7c07-4b21-962a-a6cde6af9a20__c1of5,"translate Akkadian to English: <gap> né-ma-al-šu ba-a-nim a ma-lá dí-in a-lim{ki} KÙ.BABBAR šu-uq-lá-ma ù a-na a-lim{ki} lu ni-lik lá tù-na-ḫa-ni lá ri-ig-ma-tum ší-bu-tum uš-kà-i-in a ṭup-pí-im ša a-lim{ki} ú ra-bi₄-ṣí-im ša be-li-a um-ma en-um-a-šur-ma a-na a-ba-ba-ma

Retrieved source: a-na a-lim{ki} tù-ta-ni-ḫa-ni lá ri-ig-ma-tum ší-bu-tum um-ma en-um-a-šùr-ma uš-kà-in a-na ṭup-pí-im ša a-lim{ki} ú
Retrieved English hint: I said: 'Come on, let us go to Durhumit where our father's assets are, and let us collect it '"" The attorney answered: ""Where are the proceeds from the lapis lazuli "" Ennam-Aššur answered: ""Have you been",e3a051d6-9df7-414c-a07e-3cf6b769dac0__c5of9,0.6071,train_to_train
0db91c91-7c07-4b21-962a-a6cde6af9a20__c2of5,"a-ta IGI a-we-li a-ni-ú-tim ta-aṣ-ba-tám-ma i-na dí-tim ta-áš-a-lá-ni a-ta ra-bi-ṣú-um i-li-kam-ma um-ma a-lá-ḫu-um-ma a-ḫi ma a bu a-ša-al ni-a-tí iš-al-ni-a-tí-ma na-pá-lá-tí-ni a-na a-lim{ki} i-ta-ba-al i-nu-mì a-bu-ni i-na dur₄-ḫu-mì-it me-tù a-na-ku lá-šu-a-ku-ma a-ḫi a-lá-ḫu-um i

Retrieved source: ri-ig-ma-tum ší-bu-tum ra-bi-ṣú-um iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma uš-kà-in a-na ší-pár be-lí-a ba-a-am mì <gap> dur₄-ḫu-mì-it lu nu-pá-ḫi-ir-ma lu nu…
Retrieved English hint: answered: ""I submit to the messenger of my lord Come, <gap> let us collect <gap> in Durhumit so let us leave Do not obstruct me "" Ali-ahum said: ""I answered Ababa right away, and I shall not go to Durhumit",3ce3d585-4477-4ed0-a321-796ed8d62872__c4of5,0.2982,train_to_train
0db91c91-7c07-4b21-962a-a6cde6af9a20__c3of5,"ri-iš a-bi-a i-zi-iz ús-ta-ki-lu-ni-ma a-bi ma-lá li-bi-šu-ma ù-lá-pí-it mì-ma a-na a-bi-a lá ḫa-bu-lá-ku ba-a-am URUDU ša dur₄-ḫu-mì-it bu-lá-tí lu ni-al-qé-a-am-ma a ma-lá

Retrieved source: ri-iš a-bi-a i-zi-iz ús-ta-ki-lu-ni-ma a-bi ma-lá li-bi-šu-ma ù-lá-pí-it mì-ma a-na a-bi-a lá ḫa-bu-lá-ku ba-a-am URUDU ša dur₄-ḫu-mì-it bu-lá-tí lu ni-al-qé-a…
Retrieved English hint: I do not owe anything to my father Come on, let us take the copper in Durhumit, the assets, and let us go with you to the City in accordance with the verdict of the City and let us satisfy the eponym with",0db91c91-7c07-4b21-962a-a6cde6af9a20__c3of5__gc1of1,1.0000,train_to_train
0db91c91-7c07-4b21-962a-a6cde6af9a20__c4of5,"dí-in a-lim{ki} iš-tí-kà a-na a-lim{ki} lu ni-lik-ma i-na bu-lá-tí ša a-bi-ni li-ma-am lu nu-ṭá-ib-ma i-na ší-ma-tí-ni ša a-bi₄-ni ša a-lim{ki} iš-tí a-ḫi-a

Retrieved source: dí-in a-lim{ki} iš-tí-kà a-na a-lim{ki} lu ni-lik-ma i-na bu-lá-tí ša a-bi-ni li-ma-am lu nu-ṭá-ib-ma i-na ší-ma-tí-ni ša a-bi₄-ni ša a-lim{ki} iš-tí a-ḫi-a
Retrieved English hint: the assets of our father and let me discuss the testament of our father in the City with my brother and my sister <gap> the attorney <gap> The Kanesh colony gave us for these proceedings and we gave our testimony before…",0db91c91-7c07-4b21-962a-a6cde6af9a20__c4of5__gc1of1,1.0000,train_to_train
0db91c91-7c07-4b21-962a-a6cde6af9a20__c5of5,"ù a-ḫa-tí-a <gap> ra-bi-ṣú-um <gap> (l

Retrieved source: ù a-ḫa-tí-a <gap> ra-bi-ṣú-um <gap> (l
Retrieved English hint: Witnessed by <gap> by Suen-damiq, son of Aššur-imittī """,0db91c91-7c07-4b21-962a-a6cde6af9a20__c5of5__gc1of1,1.0000,train_to_train
0df5bbf8-64c9-4907-9935-8539c2756cc7__c1of5,"translate Akkadian to English: a-na dan-a-šur ù a-šur-<gap> qí-bi-ma um-ma ni-ba <gap> 5 ma-na KÙ.BABBAR ṣa-ru-pá-am <gap> {d}EN.LÍL-ba-ni ub-la-ku-nu-tí iš-tí ša ILLAT-tim <gap> SIG₅-tim

Retrieved source: a-na dan-a-šur ù a-šur-<gap> qí-bi-ma um-ma ni-ba <gap> 5 ma-na KÙ.BABBAR ṣa-ru-pá-am <gap> {d}EN.LÍL-ba-ni ub-la-ku-nu-tí iš-tí ša ILLAT-tim <gap> SIG₅-tim
Retrieved English hint: To Dan-Aššur and Aššur-<gap> from <gap>: Illil-bāni brings you 5 minas of refined silver Together with that from the caravan <gap> of good quality <gap> Akkadian <gap> investments Buy either clothes <gap> or or Abarnian…",0df5bbf8-64c9-4907-9935-8539c2756cc7__c1of5__gc1of1,1.0000,train_to_train
0df5bbf8-64c9-4907-9935-8539c2756cc7__c2of5,"ša a-ki-dí-e ší-ip-kà-tám lu lu-bu-šu-um <gap> ni <gap> lu ta-ku-uš-ta-um lu a-bar-ni-um lu na-ma-šu-ḫu-um lu kà-am-sú-um lu ku-ta-num lu i-na mì-ma a-ni-ú-tim 0.3333

Retrieved source: ša a-ki-dí-e ší-ip-kà-tám lu lu-bu-šu-um <gap> ni <gap> lu ta-ku-uš-ta-um lu a-bar-ni-um lu na-ma-šu-ḫu-um lu kà-am-sú-um lu ku-ta-num lu i-na mì-ma a-ni-ú-tim…
Retrieved English hint: or what is right for you of all these <gap>, both of good and of superior quality, and do not spare a single shekel on each If this type of purchase is not available, <gap> the palaces",0df5bbf8-64c9-4907-9935-8539c2756cc7__c2of5__gc1of1,1.0000,train_to_train
0df5bbf8-64c9-4907-9935-8539c2756cc7__c3of5,"<gap> i-šé-ra-ku-nu-tí-ni lu SIG₅ lu wa-at-ru-ma KÙ.BABBAR 1 GÍN.TA lá ta-be-e-lá-a ša-ma-nim šu-ma ší-mu-um a-ni-um lá-šu a-ṣé-er É.GAL-li-e lu e-pì-ší lu ša pá-ni-šu

Retrieved source: <gap> i-šé-ra-ku-nu-tí-ni lu SIG₅ lu wa-at-ru-ma KÙ.BABBAR 1 GÍN.TA lá ta-be-e-lá-a ša-ma-nim šu-ma ší-mu-um a-ni-um lá-šu a-ṣé-er É.GAL-li-e lu e-pì-ší lu ša…
Retrieved English hint: Buy today for every shekel of silver that results either or (a textile) with a shining face or tin My dear brothers, with respect to my instructions I have written you five times - when you have",0df5bbf8-64c9-4907-9935-8539c2756cc7__c3of5__gc1of1,1.0000,train_to_train
0df5bbf8-64c9-4907-9935-8539c2756cc7__c4of5,"na-wa-ar lu AN.NA u₄-ma-am ša KÙ.BABBAR 1 GÍN ša e-li-a-ni ša-ma-nim a-ḫu-ú-a a-tù-nu a-dí tí-ir-tí-a 5 ḫa-am-ší-šu áš-pu-ra-ku-nu-tí ki-ma ṭup-pì ta-áš-me-a-ni 30 TÚG.ḪI.A

Retrieved source: na-wa-ar lu AN.NA u₄-ma-am ša KÙ.BABBAR 1 GÍN ša e-li-a-ni ša-ma-nim a-ḫu-ú-a a-tù-nu a-dí tí-ir-tí-a 5 ḫa-am-ší-šu áš-pu-ra-ku-nu-tí ki-ma ṭup-pì ta-áš-me-a-n…
Retrieved English hint: heard my letter have Aššur-rabi and <gap> ship 30 textiles of good quality, some 1 talent 55 minas of tin and what is purchased with this silver If Ikūn-pī-Aššur arrives there, he and Aššur-rabi will ship it",0df5bbf8-64c9-4907-9935-8539c2756cc7__c4of5__gc1of1,1.0000,train_to_train
0df5bbf8-64c9-4907-9935-8539c2756cc7__c5of5,"SIG₅-tim AN.NA-ki 1 GÚ 55 ma-na ù ší-im KÙ.BABBAR a-nim a-šur-GAL ù <gap>-e-tim lu-šé-tí-qú-nim šu-ma i-ku-pì-a-šur a-mì-ša-am i-lá-kam šu-ut ù a-šur-GAL lu-šé-tí-qú-nim ù ší-tí TÚG.ḪI.A-kà a-na dan-a-šur e-zi-ib-šu-nu šu-ma lá na-ṭù-ma ANŠE.ḪI.

Retrieved source: lá ta-da-na AN.NA a-na e-ba-ar ša-la-aḫ-šu-wa lá ú-šé-tù-qú-nim ki-ma ša-lá-am AN.NA-ki e-ba-ar tí-mì-il₅-ki-a-ma AN.NA a-na dur₄-ḫu-mì-it lu-šé-tí-qú šu-ma ša…
Retrieved English hint: One must not ship the tin on via Šalahšuwa For the safety of the tin one must ship the tin on via Timilkiya to Durhumit If people from Kuburnat are staying there let the tin be and put small packets for / as <gap> here…",60faf99e-6880-4ade-b74d-6e6844d053da__c2of2,0.3041,train_to_train
0e0749e6-2390-4131-917a-f85ce4cbf9db__c1of4,"translate Akkadian to English: i-na 16.8333 ma-na NA₄.GÌN.ZA ša ik-ri-bi ša a-šùr ša iš-tí ma-ma-ḫi-ir i-na ša-lá-tù-ar am-ḫu-ru i-na ŠÀ.BA 10.3333 ma-na ḫu-sà-ra-am ša ik-ri-bi ku-nu-ki

Retrieved source: i-na 16.8333 ma-na NA₄.GÌN.ZA ša ik-ri-bi ša a-šùr ša iš-tí ma-ma-ḫi-ir i-na ša-lá-tù-ar am-ḫu-ru i-na ŠÀ.BA 10.3333 ma-na ḫu-sà-ra-am ša ik-ri-bi ku-nu-ki
Retrieved English hint: Of the 16 ⅚ minas of lapis lazuli from the votive offering to Aššur that I received from Man-mahir in Šalatuwar, thereof I entrusted 10 ⅓ minas of lapis lazuli from the votive offering under the seal of the merchant and…",0e0749e6-2390-4131-917a-f85ce4cbf9db__c1of4__gc1of1,1.0000,train_to_train
0e0749e6-2390-4131-917a-f85ce4cbf9db__c2of4,"ša DAM.GÀR ki-ma tám-kà-ri-im a-na ku-da-tim DUMU a-mur-IŠTAR áp-qí-id-ma a-na ší-a-ma-tim ú-šé-bi-il₅-šu um-ma a-na-ku-ma a ma-lá na-áš-pé-er-tí DAM.GÀR ša a-na ṣé-er dan-a-šur ù a-ṣé-ri-kà lá-áp-tù ep-ša-ma

Retrieved source: ša DAM.GÀR ki-ma tám-kà-ri-im a-na ku-da-tim DUMU a-mur-IŠTAR áp-qí-id-ma a-na ší-a-ma-tim ú-šé-bi-il₅-šu um-ma a-na-ku-ma a ma-lá na-áš-pé-er-tí DAM.GÀR ša a-…
Retrieved English hint: behalf of the merchant to Kudātum son of Amur-Ištar, and I sent him away to make purchases I said: Act in accordance with the missive of the merchant that was written to Dan-Aššur and to you and <gap> silver and <gap> i…",0e0749e6-2390-4131-917a-f85ce4cbf9db__c2of4__gc1of1,1.0000,train_to_train
