asset_id,oare_id,source_kind,transliteration,remove_reason
published_source_only::291021aa-1f86-4b36-b6cd-da44ba5baea8,291021aa-1f86-4b36-b6cd-da44ba5baea8,published_source_only,a-na ni-ni ú i-lá-áb-ra-at-ba-ni KIŠIB ku-ni-lá a-pu-tum a-na a-wa-at ṭup-pì-im iḫ-da,published_duplicate
published_source_only::2976162a-92d3-4197-9256-4c1118f1f517,2976162a-92d3-4197-9256-4c1118f1f517,published_source_only,a-ta-ta a-na en-na-sú-in DUMU šu-a-nim iṣ-ba-at-ni-a-tí-ma um-ma a-ta-ta-ma a-ma 3 li-me URUDU ru-ba-um wa-aḫ-šu-ša-na-i-um a-na ga-ma-ar-tim e-pu-ul-kà KÙ.BABBAR ší-im-šu a-na a-lim{ki} tù-ša-ak-ša-dam me-na-lam a-ta ta-kà-al ší-im-tám a-na-ku a-lá-qé um-ma en-na-sú-in-ma KÙ.BABBAR ší-im URUDU a-na a-lim{ki} ù-ša-ak-ša-da-ku-ma ší-ma-am a-ša-a-ma né-ma-lam a-na-ku a-kà-al IGI na-áb-sú-in DUMU pì-lá-aḫ-IŠTAR IGI ma-lik-e-nam DUB.SAR,val_overlap
published_source_only::29c7b98b-f1a6-4a40-8731-ec21134e27fc,29c7b98b-f1a6-4a40-8731-ec21134e27fc,published_source_only,0.5 GÍN KÙ.BABBAR a-na NINDA 2 ší-ni-šu šé-ni-in ša sí-ni-iš-tim 20 sí-pá-ra-tum 10.5 GÍN AN.NA 5-ší-šu ma-ar-šu ša 0.25 GÍN du-ug-lu i-nu-mì a-na ku-bu-ur-na-at a-ṣé-er ì-lí-dan a-dí-da ù sá-li-a a-lu-wa áš-pu-ru a-na qá-tí-šu a-dí-in,published_duplicate
published_source_only::2a2a1a6d-8488-462d-b516-f8ea6e2dbd96,2a2a1a6d-8488-462d-b516-f8ea6e2dbd96,published_source_only,12 GÍN KÙ.BABBAR ṣí-ba-at 8 ma-na KÙ.BABBAR i-li-ik,published_duplicate
published_source_only::2a2e4122-a449-4ee5-83f3-d17ac1b08646,2a2e4122-a449-4ee5-83f3-d17ac1b08646,published_source_only,KIŠIB MAN-a-šur a-na a-nu-<gap>-an,published_duplicate
published_source_only::2b2dd3d0-72e9-446c-a219-493dc0f7bd7c,2b2dd3d0-72e9-446c-a219-493dc0f7bd7c,published_source_only,<gap> GÍN KÙ.BABBAR 1 šu-ru-um a-ḫa-ma,published_duplicate
published_source_only::2c3f9fcf-57c7-461e-86ec-cfa093e5e353,2c3f9fcf-57c7-461e-86ec-cfa093e5e353,published_source_only,<gap> ṭup-pá-am ni-mar <gap>-in KÙ.BABBAR <gap> ša-áp-ra-tù-šu <gap> ub-lá-ki-im <gap>-lá-ni-ší-na <gap> ú-kà-lu-nim <gap>,published_duplicate
published_source_only::2c4383ca-42db-41be-be06-167497e8b974,2c4383ca-42db-41be-be06-167497e8b974,published_source_only,KIŠIB ša-lim-a-šur a-na en-nam-a-šur ù a-lá-ḫi-im ša-na-am ša 20 ma-na ma-<gap>,published_duplicate
published_source_only::2e1c5c1c-e655-4026-8d50-b75a1c8d3c7f,2e1c5c1c-e655-4026-8d50-b75a1c8d3c7f,published_source_only,a-na ku-da-tim KIŠIB na-áb-sú-in ù en-um-a-šùr,published_duplicate
published_source_only::2e4043ed-4d34-49ef-a267-0fa524b6d9b3,2e4043ed-4d34-49ef-a267-0fa524b6d9b3,published_source_only,<gap> en-nam-a-šur a-<gap> i-du-nu a-na a-wa-<gap> ṭup-pí-im i,published_duplicate
published_source_only::2f49dcb7-b170-4d6c-8fa7-7dfc6c724a2b,2f49dcb7-b170-4d6c-8fa7-7dfc6c724a2b,published_source_only,<gap> wa-at-ra-am lá kà-áš-du-ni li-it-ma-ma ù KÙ.BABBAR ma-lá ú <gap> ša TÚG.ḪI.A ù a-dí ša a-šur-i-mì-tí i-na a-lim{ki} e-pu-šu-ni ni-dan šu-ta-mu-zi ù a-dí-da i-na ší-bi-a ù a-dí ša tù-kà-lá-nim <gap>,val_overlap
published_source_only::306e3b37-ecfb-479e-a93d-32283393f1fe,306e3b37-ecfb-479e-a93d-32283393f1fe,published_source_only,10 GÍN KÙ.BABBAR a-na a-šùr-lá-ma-ša DUMU lá-qé-ep aḫ-bu-ul a-dí ší-ip-kà-at lá-qé-ep a-bi-šu KÙ.BABBAR i-na ší-ip-kà-tí-šu ú-ṣa-ḫi-ir IGI e-na-nim DUMU a-bi-a IGI en-na-sú-in DUMU a-na-aḫ-DINGIR,published_duplicate
published_source_only::3189d70c-26bd-4883-8394-36959ad0b83e,3189d70c-26bd-4883-8394-36959ad0b83e,published_source_only,20 ma-na en-nam-a-šùr DUMU i-sú-ri-ik 14 ḫi-dim sú-sà-a-a DUMU na-áp-ra-kà 2 ma-na 2.5 ḫi-dim i-zi-me-IZ-šar,published_duplicate
published_source_only::32517007-54ea-4929-ae12-c7eeda6313b0,32517007-54ea-4929-ae12-c7eeda6313b0,published_source_only,a-na šál-ma-a-šur KIŠIB ma-ma-ḫi-ir,published_duplicate
published_source_only::331e44ee-fb14-418b-b41c-55abefe272ce,331e44ee-fb14-418b-b41c-55abefe272ce,published_source_only,<gap> ra-da-<gap> a be-e-tim na-ší šál-ma-ni ú ṣú-ùḫ-ru-um ša-lim ší-it-ru-kà ša té-zi-bu ù ší-it-ri ša {d}UTU-ba-ni e-zi-bu šu-a-nim a be-e-tim na-ší <gap> qá-qá-da-tum ma-da-tum <gap> e-ma-ru ma-du-tum <gap> a-tí-dí-šum <gap>,published_duplicate
published_source_only::3390188c-dad0-4b6d-8acd-e03ab75970de,3390188c-dad0-4b6d-8acd-e03ab75970de,published_source_only,kà-ru-um dí-nam i-dí-in-ma ša-lim-a-šùr ma-la KÙ.BABBAR a-na i-dí-a-bi-im ú-ša-qí-lu <gap> mar <gap> a-na i-dí-a-bi-im <gap> ki i-<gap> a-na-kam-ma e-<gap> šu-ma lá e-ta-wu a-na KÙ.BABBAR-pí-šu sí-kà-áš-nu ú-kà-al,published_duplicate
published_source_only::341e367f-59bf-403d-8b44-17cbc6038df8,341e367f-59bf-403d-8b44-17cbc6038df8,published_source_only,a-na en-na-sú-in qí-bi-ma um-ma IŠTAR-lá-ma-sí-ma ta-as-li-a-ni-ma ḫu-du-be-li ta-tù-ru ú a-ḫu-kà <gap> KÙ.BABBAR <gap> mì-ma <gap> a-ta-zi-ma KÙ.BABBAR <gap> tù ma lá a <gap> áš ta i-na <gap> tí <gap>,val_overlap
published_source_only::342453f4-7335-40b9-8fa1-fe0cc66f2345,342453f4-7335-40b9-8fa1-fe0cc66f2345,published_source_only,10.5 GÍN KÙ.BABBAR 2 me-et ri-ik-sí ša qá-nu-e ša ḫa-ší-ú-ma-an <gap>,val_overlap
published_source_only::3438632c-b252-451d-bcaf-70709aef9f5a,3438632c-b252-451d-bcaf-70709aef9f5a,published_source_only,KIŠIB lá-qé-ep DUMU {d}AB-ba-ni KIŠIB a-ku-za DUMU šu-a-nim ṭup-pu-um ša ba-áb DINGIR ša IGI GÍR ša a-šùr ša ší-bu-tí-ni,published_duplicate
published_source_only::34401868-9496-40df-b47b-8544e9b739ef,34401868-9496-40df-b47b-8544e9b739ef,published_source_only,<gap>,published_duplicate
published_source_only::34775fbb-35fc-42a8-917d-436c3c6bb5be,34775fbb-35fc-42a8-917d-436c3c6bb5be,published_source_only,KIŠIB a-šùr-e-mu-qí KIŠIB en-nam-a-šur KIŠIB i-dí-a-bi-im ša ḫu-bu-ul i-dí-a-bi-im <gap> KÙ.BABBAR ṣa-ru-pá-am a-na a-lá-ak šu-{d}EN.LÍL i-ša-qal šu-ma lá iš-qú-ul a-na ma-na-im 1.5 GÍN.TA i-na ITU.KAM ú-ṣa-áb ša a-šùr-ma-lik <gap>,published_duplicate
published_source_only::3708c893-37a1-4f68-aabb-375d6a14a18a,3708c893-37a1-4f68-aabb-375d6a14a18a,published_source_only,um-ma Ì-lí-a-ma a-na šu-IŠTAR ú ur-me-ša qí-bi-ma a-na šu-IŠTAR qí-bi-ma i-na {d}UTU-ši ṭup-pá-am ta-ša-me-ú GÉME.ḪI.A lu ta-áb-ri-am ú šu-ma ma-ma-an mì-ma ḫa-bu-ul-ší-im i-na ša-ḫa-tí-ša i-zi-iz-ma ša-dí-ší-im-ma lu ta-ta-al-kam a-ší-a-kà mì-ma lá té-zi-ba-am,published_duplicate
published_source_only::3809e5da-963a-4926-9b86-80e60b641a4c,3809e5da-963a-4926-9b86-80e60b641a4c,published_source_only,15 GÍN KÙ.BABBAR 1 ṣú-pu-um i li-bi ḫu-ur-šu-nu-ma-an <gap> ri <gap>,val_overlap
published_source_only::3859a030-2bde-450a-be7f-44926917c899,3859a030-2bde-450a-be7f-44926917c899,published_source_only,i-sú-ri-ik a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫi-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in IGI sú-kà-lí-a DUMU a-mur-a-šùr IGI a-ku-za DUMU šu-a-nim IGI ú-ra-a DUMU ma-na na,published_duplicate
published_source_only::39fad2d8-a828-4905-bfa9-86f5ceae73aa,39fad2d8-a828-4905-bfa9-86f5ceae73aa,published_source_only,15 na-ru-uq mì-iš-lam ŠE-um mi-ìš-lam GIG ṣí-ib-tum ša ša-da-aq-de-em iš-ti ḫa-al-ga 10 na-ru-uq ŠE-am a-na-áp-ṭù-ur ku-pá-im i-ša-da-dam 5 na-ru-uq GIG a-na e-bu-ri-im i-ša-da-dam IGI lu-lu,published_duplicate
published_source_only::3a46deee-5a4e-4eb4-a1b7-7d05174be7b9,3a46deee-5a4e-4eb4-a1b7-7d05174be7b9,published_source_only,6 ku-ta-nu ša DAM.GÀR,published_duplicate
published_source_only::3a883563-aa24-454f-b0cc-710508f835e9,3a883563-aa24-454f-b0cc-710508f835e9,published_source_only,KIŠIB šál-ma-a-šur a-na i-dí-a-bi-im ù en-na-nim <gap>,val_overlap
published_source_only::3ac2d1b1-471b-4973-8e6b-11e8c08d6246,3ac2d1b1-471b-4973-8e6b-11e8c08d6246,published_source_only,<gap> ma-na 5.25 GÍN KÙ.BABBAR a-na be-lúm-ba-ni ḫa-bu-lá-ku iḫ-da-ma KÙ.BABBAR-áp-šu dí-na-šu šu-ma lá ta-dí-na-šu KÙ.BABBAR ú ší-a-ma-tí i-ṣé-ri-a i-lá-qé,published_duplicate
published_source_only::3b85ccd0-aa16-49ad-a7e8-db0c5a63d373,3b85ccd0-aa16-49ad-a7e8-db0c5a63d373,published_source_only,<gap>-ú-ma <gap> a-na ITU.10.KAM a-li i-ma-qú-tù <gap> kam ITU.1.KAM kán-wa-ar-ta li-mu-um <gap>,published_duplicate
published_source_only::3becb5f4-d602-4973-b271-915ebe61409e,3becb5f4-d602-4973-b271-915ebe61409e,published_source_only,<gap>,published_duplicate
published_source_only::3bfc9b24-6a03-4a51-930d-1667407229e2,3bfc9b24-6a03-4a51-930d-1667407229e2,published_source_only,KIŠIB ku-zi-zi-a a-na en-um-a-šur DUMU šál-ma-a-šùr ù šu-be-lim,val_overlap
published_source_only::3cdc840e-981b-421d-9873-278fc28e3791,3cdc840e-981b-421d-9873-278fc28e3791,published_source_only,um-ma i-dí-a-bu-um-ma a-na ša-lim-ma mu-za ù kà-du-ta-lá qí-bi-ma 15 GÍN ku-nu-ki-a kà-du-ta-lá na-áš-a-ki-na-tí iḫ-da-ma i-na ša-am-ší ṭup-pí-i ta-ša-me-a-ni i-zi-za-ma SÍG.ḪI-a da-mì-iq-tum ša-ma-ma ku-nu-ki ša ša-lim-ma a-na kà-du-ta-lá dí-na-ma lu-ub-lam SÍG.ḪI.A a-ší-ni-pì-a na-ás-ḫa a-na ša-lim-ma qí-bi-ma <gap> ḫu pá-aṭ-ra-am kà-du-ta-lá na-áš-a-ki-im,published_duplicate
published_source_only::3d8d933c-85b8-41d6-af30-76743babaa1a,3d8d933c-85b8-41d6-af30-76743babaa1a,published_source_only,45 na-ru-uq ŠE-am <gap> na-ru-uq ar-ša-tim a-ḫa-ma ša ša-da-aq-tí 45 na-ru-uq ŠE-am 5 na-ru-uq ar-ša-tum IGI ú-li-id ší-im-tám al-qé ki-ma ar-ša-tim ŠE-am al-qé,published_duplicate
published_source_only::3e04c8d7-a2c1-4037-aa1e-e1da8c2f02bb,3e04c8d7-a2c1-4037-aa1e-e1da8c2f02bb,published_source_only,<gap>,published_duplicate
published_source_only::3ebbad20-ee06-478f-8340-bd6244bd40c1,3ebbad20-ee06-478f-8340-bd6244bd40c1,published_source_only,<gap> a-na na-áp-ṭá-ar ku-pá-im i-ša-qú-lu a-ḫa-ma 4.5 GÍN KÙ.BABBAR i-na li-bi wa-al-dí-lim i-na e-ra-bi-šu-ma ú-šé-ba-lam <gap> sú-kà-li-a,published_duplicate
published_source_only::40780d75-88ef-46b6-8430-85e6f74a0b1b,40780d75-88ef-46b6-8430-85e6f74a0b1b,published_source_only,8 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-ku-mì-šar e-lá-ma i-šu iš-tù a-lim{ki} i tù-a-ri-šu i-ša-qal IGI šu-IŠTAR,published_duplicate
published_source_only::40a45b3c-43ca-4e60-aff6-5f6adcd2c57b,40a45b3c-43ca-4e60-aff6-5f6adcd2c57b,published_source_only,KIŠIB kà-ri-im kà-ni-iš a-na ú-bar-tim ša ku-bu-ur-na-at,val_overlap
published_source_only::41debbf3-3b25-4c4c-afdc-4ca1f1ec426c,41debbf3-3b25-4c4c-afdc-4ca1f1ec426c,published_source_only,KIŠIB ú-ra-a-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in bu-zu-ta-a ša-li-iš-ni,published_duplicate
published_source_only::4359bb9c-25a6-4c10-98df-e9166adea494,4359bb9c-25a6-4c10-98df-e9166adea494,published_source_only,KIŠIB ú-zu-a KIŠIB i-dí-a-bi-im KIŠIB sú-kà-lim DUMU i-dí-sú-in 11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu ITU.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,published_duplicate
published_source_only::44ce55c2-045d-4f6c-9590-7c021f2f7d30,44ce55c2-045d-4f6c-9590-7c021f2f7d30,published_source_only,<gap> ma-na 12 GÍN KÙ.BABBAR KI be-lúm-ba-ni ŠÀ.BA <gap> GÍN KÙ.BABBAR a-na <gap> a-dí-in a-ḫa-ma 1 GÍN KÙ.BABBAR <gap> šu ú ta <gap> nim a-dí-in <gap> KÙ.BABBAR a-na a-ta-ta DUMU šu-ku-bi-im a šu-mì-šu a-dí-in 1 GÍN KÙ.BABBAR a-na ta-aq-ri-bi-tí-šu a šu-mì-šu a-dí-in,published_duplicate
published_source_only::45b1a394-764f-4dc6-beda-22e1435796b9,45b1a394-764f-4dc6-beda-22e1435796b9,published_source_only,<gap>,published_duplicate
published_source_only::45ff7258-9e36-4dba-b29c-23f7fe876e02,45ff7258-9e36-4dba-b29c-23f7fe876e02,published_source_only,KIŠIB a-šùr-ma-lik KIŠIB ni-wa-šu KIŠIB ša-da-aḫ-šu KIŠIB a-lu-a-zi 0.5 ma-na KÙ.BABBAR ší-im a-lu-a-zi ta-mu-ri-a a-na ki-kà-ar-na-aḫ-šu iš-qú-ul-ma a-lu-a-zi iš-a-am šu-ma ma-ma-an a-šu-mì a-lu-a-zi i-tù-a-ar ki-kà-ar-na-aḫ-šu ú-ba-áb-šu 1 ma-na KÙ.BABBAR ší-mì-šu a-lu-a-zi ú-ša-ba-a-ma a-šar li-bi4-šu i-ta-lá-ak KÙ.BABBAR i-na qá-qá-ad šu-lá ú kà-tu-kà-tu me-er-e-šu ra-ki-is,published_duplicate
published_source_only::46417fef-8c27-4092-a5a6-b3dec29c34f2,46417fef-8c27-4092-a5a6-b3dec29c34f2,published_source_only,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB lá-qé-ep DUMU {d}AB-ba-ni KIŠIB ṣí-lu-lu DUMU ú-ku a-na a-wa-tim a-ni-a-tim kà-ru-um kà-né-eš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr i-na ba-áb DINGIR ṭup-pá-am ni-dí-in,published_duplicate
published_source_only::46470bdf-6053-4252-a387-c1d4dc787519,46470bdf-6053-4252-a387-c1d4dc787519,published_source_only,<gap>,published_duplicate
published_source_only::46fb653e-6453-4aa1-8878-5405d1ee6e74,46fb653e-6453-4aa1-8878-5405d1ee6e74,published_source_only,<gap>,published_duplicate
published_source_only::473b198b-7acb-44d3-a15e-705e22aa13f4,473b198b-7acb-44d3-a15e-705e22aa13f4,published_source_only,šu-ma za-<gap> ša-lim-a-šùr šu-ma a-ší-it ša-al-ma-at <gap> ma <gap> a-na a-wa-tim a-ni-a-tim kà-ru-um i-dí-ma lu ta am li ú <gap>,published_duplicate
published_source_only::48e6dc98-bc89-4f90-abba-736226b498b9,48e6dc98-bc89-4f90-abba-736226b498b9,published_source_only,KIŠIB i-ku-pí-a DUMU a-šur-ba-ni a-na en-um-a-šur i-dí-a-bi-im ù lá-qé-ep <gap>,published_duplicate
published_source_only::49ec6d65-7a19-42e6-806e-3c5d2a61a598,49ec6d65-7a19-42e6-806e-3c5d2a61a598,published_source_only,iš-tù ḫa-mu-uš-tim ša a-lá-ḫi-im ù bu-sí-a i-ša na-ra-am-ZU ù i-ku-nim KÙ.BABBAR ni-iš-qúl,published_duplicate
published_source_only::4b5a16a9-f0e2-40db-8d7c-2261f3aba07c,4b5a16a9-f0e2-40db-8d7c-2261f3aba07c,published_source_only,a-šu-mì ša ḫu-lu-qá-e a-na-ku ku-ra ù šu-IŠTAR ni-pá-ḫu-ur-ma iš-té-ni-iš a-na pí-lá-aḫ-IŠTAR DUMU ú-zu-a a-wa-tám ni-da-an IGI lá-qé-ep IGI e-me-me IGI a-šur-i-dí šu-ma ib-tù-a-ni-a-tí iš-tí-ni i-ra-ba-áš,val_overlap
published_source_only::4b666473-5ffc-4b14-9dd7-9463f7e4355d,4b666473-5ffc-4b14-9dd7-9463f7e4355d,published_source_only,1 ki-ru-um a-ḫu-ni 1 ki-ru-um ù zi-KI.KÙ-um šu-a-nim 1 ki-ru-um šu-sà-a 1 ki-ru-um i-dí-a-bi-im 1 ki-ru-um ṣa-ḫe-er-ì-lí 1 ki-ru-um ša a-ma-at aḫ-ša-lim 1 ki-ru-um en-na-nim 1 ki-ru-um DINGIR-áš-ra-ni 1 ki-ru-um ì-lí-ba-ni 1 ki-ru-um a-mur-{d}UTU 1 ki-ru-um kà-sà-a 1 ki-ru-um LUGAL-{d}UTU 1 ki-ru-um zu-<gap> 1 ki-ru-um a-ḫu-wa-qar 1 ki-ru-um pí-lá-aḫ-IŠTAR,val_overlap
published_source_only::4cdad4d8-d3dc-40b2-9a19-a16c6657c31a,4cdad4d8-d3dc-40b2-9a19-a16c6657c31a,published_source_only,<gap>,published_duplicate
published_source_only::4d4adb79-887e-4b0c-8231-a22d7a4a92a3,4d4adb79-887e-4b0c-8231-a22d7a4a92a3,published_source_only,KIŠIB a-mur-IŠTAR a-na kà-lá-mu-ur,published_duplicate
published_source_only::4db63f91-70d7-44cc-8752-26f1b22ae4cc,4db63f91-70d7-44cc-8752-26f1b22ae4cc,published_source_only,a-na tám-kà-ri-im qí-bi-ma um-ma šu-IŠTAR-ma 6 ANŠE.ḪI.A ṣa-lá-mì ù ú-nu-sú-nu na-ru-qá-tim i-lá-tim {d}UTU-ba-ni ù e-nu-um-iš-ta-ru-um i-ra-dí-ú-ni-ku-um 2 GÍN KÙ.BABBAR 3.5 ma-na a qá-tí-šu-nu a-ḫa-ma sà-ḫa-ar-tám,published_duplicate
published_source_only::4de11593-17e6-4763-9235-36e9710611cd,4de11593-17e6-4763-9235-36e9710611cd,published_source_only,<gap>,published_duplicate
published_source_only::4e735212-36dc-4f39-a9e0-01c935d27bab,4e735212-36dc-4f39-a9e0-01c935d27bab,published_source_only,<gap>,published_duplicate
published_source_only::4ecd0907-df65-49d2-81e7-1e46529a0542,4ecd0907-df65-49d2-81e7-1e46529a0542,published_source_only,<gap> GÍN KÙ.BABBAR šu-IŠTAR a-na ḫa-mu-uš-tim ḫa-bu-ul-ma KÙ.BABBAR i ra-mì-ni-a a-na ḫa-mu-uš-tim áš-qúl,published_duplicate
published_source_only::4edd521f-0dd8-41ec-8e2a-f6635e8c79a4,4edd521f-0dd8-41ec-8e2a-f6635e8c79a4,published_source_only,4 GÍN KÙ.BABBAR a-na a-ša-at a-mur-IŠTAR a-dí-in,published_duplicate
published_source_only::4ff5b1df-abae-4b3c-a1eb-2a0e3db160ab,4ff5b1df-abae-4b3c-a1eb-2a0e3db160ab,published_source_only,lá tù-šé-bi-lá-ma a-dí a-we-LAM ba-al-ṭù iš-tí-šu lá a-na-me-er lu-qú-tí-kà ba-tí-iq ú-tù-ur a-da-a-ma ú KÙ.BABBAR ma-lá i-na ba-a-ba-tí-kà a-ma-ḫu-ru lá-li-kam-ma a-ma-kam e-né-kà lá-a-mu-ur iš-tí-kà lá+lá-<gap> ú i-na re-ší-kà lá-zi-iz iš-tù a-na i-dí-im a-mì-im lá e-ru-bu a-bi a-ta mì-ma li-ba-kà lá i-lá-mì-in a-na ša URUDU ší-kam ú ma-sí-am né-pé-ša-am a-né-pé-ší-im ú-ru-ú-ni gi-mì-li-a ta-aḫ-bu-lu-šu-ni lá ša ší mu ni,val_overlap
published_source_only::50c9febd-f976-492f-83b9-7d8841a0e11b,50c9febd-f976-492f-83b9-7d8841a0e11b,published_source_only,um-ma ša-lim-a-šùr-ma a-na i-ku-pí-a ù en-um-a-šùr qí-bi-ma a-šu-mì ṭup-pí na-áš-pá-ra-tim me-eḫ-ri ša ta-áš-pu-ra-ni ku-lu ṭup-pu-ku-nu IGI a-lim{ki} i-ší-ik-nu-ma a-lu-um iš-ta-me-šu-nu-ma ù dí-nam i-dí-in-ma <gap> a-lim{ki} ṭup-pá-am ša a-lim{ki} ša-lim-IŠTAR ší-ip-ru-um a kà-ri-im na-ší ša ki-ma <gap> ša-mì-um a-šu-mì <gap> ta ú a-pu-tum iḫ-da-ma ki-ma ša-lim-IŠTAR i-na kà-ni-iš e-ru-ba-ni ṭup-pá-am ša dí-in a-lim{ki} IGI kà-ri-im li-iš-ku-un-ma <gap> iḫ-da-ma <gap> dí-na-ma <gap> a-ta <gap> ta-ša-me-a-ni <gap>-ra-nim <gap>-ma <gap> ša a-lim{ki} <gap> kà <gap>-al <gap> ší-bu-um <gap> bu-um <gap> a-li <gap> li-li-kam-ma <gap> a-dí <gap>-im <gap> wa-ša-áb-ma <gap> ta-ṭá-ra-da-ni-šu ṭup-pì ša 1 GÚ KÙ.BABBAR ša É ú-ṣur-ša-a-šur tù-šé-li-a-ni <gap>,published_duplicate
published_source_only::5105205d-d8ba-4f5f-a3d2-780babfa7494,5105205d-d8ba-4f5f-a3d2-780babfa7494,published_source_only,a-na e-lá-ma qí-bi-ma um-ma a-šùr-SIPA-ma ta-áš-pu-ra-am um-ma a-ta-ma ṭup-pé-e na-áš-pá-ra-tim ša iš-tù a-lim{ki} tù-šé-ṣí-a-ni šé-bi-lam ṭup-pé-e na-áš-pá-ra-tim ša da-dí-a ù en-um-a-šùr šu-mì-a-bi-a na-áš-a-kum ṭup-pu-um ša ṣú-ḫa-ar-tim i-li-kam um-ma ší-it-ma a mì-nim ṭup-pá-am lá i-dí-na-kum a-ta <gap>-um a-lik-ma <gap>-tù at-wu-šu-um iš-tù ITU.3.KAM áš-pu-ra-kum um-ma a-na-ku-ma KÙ.BABBAR še-bi-lam šu-ma a-bi a-ta 1 ù 2 ma-na KI a-li-ki-im pá-nim-ma šé-bi-lam-ma šu-qá-al-kà lá i-pá-ṭá-ar-ma ù li-ba-kà lá i-lá-mì-in da-a-tum ma-ri-iš-tum ik-šu-ud-ni-a-tí,published_duplicate
published_source_only::52725c0a-5322-4cc5-bc55-d8861df8b20e,52725c0a-5322-4cc5-bc55-d8861df8b20e,published_source_only,a-na en-nam-a-šùr qí-bi-ma um-ma ib-ni-{d}IM-ma a-dí KÙ.BABBAR-pí-kà 2 ma-na ša ḫa-bu-lá-ku-ni ITU.1.KAM iš-tí-in lá ta-ḫa-ta-ar a-dí a-lu-ku-ni-ma ṣú-ba-tí-a ú-za-kà-ni ú iš-tí a-we-el-tim a-za-zu-ma ù KÙ.BABBAR-áp-kà a ni-ir-tí-kà ú-qá-ra-áb a-dí-i KÙ.BABBAR-pì-im a-ni-e-em a-na-kam sà-aḫ-ra-a-ku ṭup-pá-am ṭá-ḫu-ma ù ša a-na-kam i-ba-ší-ú iš-tí a-li-ki pá-ni-e-ma tí-ir-ta-kà li-li-kam-ma <gap> lá-dí-in <gap> ma,val_overlap
published_source_only::52a0aa54-619c-403b-88fa-b48f27e57fdc,52a0aa54-619c-403b-88fa-b48f27e57fdc,published_source_only,<gap> i-na <gap> i-lu-ku-ni <gap> a-ša-a-ma i-na pá-ni-ú-tí-ma a-ṭá-ra-da-ku-nu-tí,published_duplicate
published_source_only::5467fdf0-a724-4516-94a2-039a947ca78f,5467fdf0-a724-4516-94a2-039a947ca78f,published_source_only,KIŠIB ku-ku-a-ma KIŠIB šu-IŠTAR a-na en-um-a-šùr,published_duplicate
published_source_only::5625a003-fe95-49a3-88c8-59de0102822d,5625a003-fe95-49a3-88c8-59de0102822d,published_source_only,ŠU.NÍGIN KÙ.BABBAR-pì-kà 15 ma-na 10 GÍN lu ša AN.NA ú ṣú-ba-tí-kà ku-nu-ki-ni ṣí-li-a na-áš-a-ku-um,published_duplicate
published_source_only::56ccb672-f4dc-4a2c-bea9-5ad9cbf3af9b,56ccb672-f4dc-4a2c-bea9-5ad9cbf3af9b,published_source_only,<gap> bi-ri i ar-za-lam qá-áb-li-tám ša 1 ma-na KÙ.BABBAR ṣú-ba-tám ša ki-ma <gap> i-na ḫu-lu-ni <gap> a-na pá-ni-šu-nu lu-ub-lu-nim,published_duplicate
published_source_only::574c81cd-2ba4-4245-9193-79382d4e43d1,574c81cd-2ba4-4245-9193-79382d4e43d1,published_source_only,a-na a-lá-ḫi-im DUMU ša-lim-a-šur KIŠIB zu-ku-a DUMU a-šur-i-dí,val_overlap
