asset_id,oare_id,source_kind,genre_label,transliteration,source_word_len
trainfold_source_only::2c3f9fcf-57c7-461e-86ec-cfa093e5e353,2c3f9fcf-57c7-461e-86ec-cfa093e5e353,trainfold_source_only,trainfold_parallel,<gap> ṭup-pá-am ni-mar <gap>-in KÙ.BABBAR <gap> ša-áp-ra-tù-šu <gap> ub-lá-ki-im <gap>-lá-ni-ší-na <gap> ú-kà-lu-nim <gap>,13
trainfold_source_only::2c4383ca-42db-41be-be06-167497e8b974,2c4383ca-42db-41be-be06-167497e8b974,trainfold_source_only,trainfold_parallel,KIŠIB ša-lim-a-šur a-na en-nam-a-šur ù a-lá-ḫi-im ša-na-am ša 20 ma-na ma-<gap>,11
trainfold_source_only::2d06da3b-97d8-4c0f-ae7e-366d53711832,2d06da3b-97d8-4c0f-ae7e-366d53711832,trainfold_source_only,trainfold_parallel,um-ma bé-lá-num ù ḫi-na-a-ma a-na e-lá-ma qí-bi-ma wa-ar-ki-kà-ma 11 ma-na KÙ.BABBAR ù 16 ma-na KÙ.BABBAR ša a-šu-mì KÙ.GI en-nam-a-šùr tù-ša-ḫi-zu me-ra-kà a-na en-nam-a-šur ú-šé-bi-lam 16 ma-na KÙ.BABBAR en-nam-a-šur il₅-qé-ma 2 ma-na KÙ.GI ù 11 ma-na KÙ.BABBAR a-ṣé-ri-ni ú-šé-bi-lam wa-ar-kà-tám 18 ma-na KÙ.BABBAR DUMU ṣa-lá-mì-im ú-šé-ṣí-am KÙ.BABBAR ù KÙ.GI pá-ni-am ú-ša-ší-ib TUR GAL nu-pá-ḫe-er-ma a-ṣé-er ša ki-ma ku-a-tí a-na kà-ni-iš nu-uš-té-ri-ib i té-er-tí-ni pì-lá-aḫ-IŠTAR KÙ.GI a-na DUMU ṣa-lá-mì-im pí-iq-da-ma a-ṣé-er e-lá-ma lu-bi-il₅,71
trainfold_source_only::2d1b0c9a-4403-4255-8198-406e3501a4ab,2d1b0c9a-4403-4255-8198-406e3501a4ab,trainfold_source_only,trainfold_parallel,4 GÚ 42 ma-na URUDU iš-tí i-dí-{d}MAR.TU 0.5 ma-na KÙ.BABBAR bé-ú-lá-at ki-ta-a 8 ma-na KÙ.BABBAR KI šu-li DUMU PUZUR₄-a-be-eḫ 4 ma-na 3.83334 GÍN KÙ.BABBAR KI id-na-a ITU.KAM ma-ḫu-ur-ì-lí li-mu-um šu-da-a 1.25 GÍN.TA ṣí-ib-tám ú-ṣa-áb 1 GÚ 20 ma-na URUDU ù 0.3333 ma-na 5 GÍN KÙ.BABBAR KI i-ba-a 8 GÍN KÙ.BABBAR KI i-ku-mì-šar 2 ma-na 10 GÍN KÙ.BABBAR KI a-šùr-du-ri li-mu-um ip-ḫu-ru-um 1.5 GÍN.TA ṣí-ib-tám ú-ṣa-áb 0.5 ma-na KÙ.BABBAR KI ba-al-ṭù-im 0.3333 ma-na 5 GÍN bé-ú-lá-at gal-da-a 1 ma-na KÙ.BABBAR KI gal-da-a,81
trainfold_source_only::2d7bfa34-a636-4aba-9b1b-3d4b35e31a12,2d7bfa34-a636-4aba-9b1b-3d4b35e31a12,trainfold_source_only,trainfold_parallel,um-ma ša-lim-a-šùr-ma a-na i-dí-a-bi-im en-na-nim i-na-aḫ-DINGIR ma-ma-ḫi-ir en-um-a-šùr ù a-lá-ḫi-im qí-bí-ma <gap> ṭup-pé-e-a ḫa-ru-mu-tim ša ba-a-ba-tí-a am-ra-ma ma-ma-an KÙ.BABBAR 1 GÍN ḫa-bu-lá-ni KÙ.BABBAR ù ṣí-ba-sú ša-áš-qí-lá a-šar ta-na-ṭá-lá-ni a-tù-nu-ma a-ma-kam mì-il₅-kà iḫ-da-ma KÙ.BABBAR ša-áš-qí-lá-ma i-na pá-nim-ma šé-bi-lá-nim KÙ.BABBAR ša ba-a-ba-tí-a lu ša-li-iṭ a-li-bi lu-qú-tí-a lá ta-sà-ḫi-a 7.5 ma-na KÙ.BABBAR qá-tí ša tù-um-li-a-i-im 2 ma-na.TA KÙ.BABBAR ù 80 80 ú-ṭù-tù-um mì-iš-lu-um GIG ṣí-ib-tám iš-tù MU.4.ŠÈ tal-qé-a 8 ma-na KÙ.BABBAR ù 3 me-at 20 na-ru-uq ú-ṭù-tù-um ší-im ú-ṭí-tí-a ù KÙ.BABBAR ṣí-ib-tí šu-ul-ṭá-ma šé-bi₄-lá-nim ù šu-ma ta-áš-bi-tí qá-tí i-du-nu-ni-ku-nu-tí le-qé-a ù šu-ma ma-ma-an i-na tap-pá-i-a lá ma-gi₅-ir-ku-nu qá-tí dí-na iš-té-ni-iš KÙ.BABBAR šé-bi-lá-nim 1 ma-na KÙ.BABBAR ù 40 na-ru-uq ú-ṭù-tù-um ṣí-i,107
trainfold_source_only::2d9c1f96-8385-446e-8cf3-e35038aaa947,2d9c1f96-8385-446e-8cf3-e35038aaa947,trainfold_source_only,trainfold_parallel,a-na lu-zi-na a-dí-da ù a-lá-ḫi-im qí-bi₄-ma um-ma en-na-sú-in-ma 5.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄-a-šùr DUMU a-zu-za ḫa-bu-lam iš-tù ITU.KAM na-ar-ma-ak-a-šùr li-mu-um en-na-sú-in a-na 7 ITU.KAM i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb a-ḫu-ú-a be-lu-ú-a a-tù-nu a-wi-lúm a-dí ma-lá ù ší-ni-šu iṣ-li-a-ni ṣa-áb-ta-šu-ma KÙ.BABBAR ù ṣí-ba-sú ma-lá ta-le-e-a-ni ša-áš-qí-lá-šu-ma AN.NA ša-ma-nim-ma ku-un-kà-ma a-na DUMU um-me-a-nim ke-nim dí-na-ma ku-nu-ki-ku-nu lu-ub-lam,59
trainfold_source_only::2d9dd270-a02e-4327-933e-142c82f1be86,2d9dd270-a02e-4327-933e-142c82f1be86,trainfold_source_only,trainfold_parallel,KIŠIB a-lu-lá-a DUMU a-li-a KIŠIB a-šur-pì-lá-aḫ DUMU šu-a-nim a-mur-IŠTAR ú en-um-a-šur iṣ-bu-tù-ni-a-tí-ma dí-šu-nu ni-dí-ma i-ta-ma a-mur-IŠTAR i-na šu-ga-ri-e ša a-šur ṭup-pá-am en-um-a-šur ša be-ú-lá-at a-bi₄-šu IGI be-lá-nim ú ma-ṣí-ì-lí DUMU bu-zu-zi-im lá ú-kà-li-mu-ma i-ta-ma-ma ú en-um-a-šur ṭup-pá-am ša ku-nu-ki-šu en-um-a-šur a-na a-mur-IŠTAR i-dá-an ša ki-ma a-na be-ú-lá-at a-šur-i-mì-tí me-er-at e-lá-ma ú me-er-ú e-lá-ma a-na a-mur-IŠTAR lá i-tù-ru-ni ITU.1.KAM be-el-té-É.GAL-lim li-mu-um ša qá-té en-na-ma-nim a-wi-lu a-ni-ú-tum da-a-a-nu,66
trainfold_source_only::2dc38f06-c628-42ba-94ca-b3b61cfc9a7a,2dc38f06-c628-42ba-94ca-b3b61cfc9a7a,trainfold_source_only,trainfold_parallel,a-na kur-ub-IŠTAR ù tám-kà-ri-im qí-bi-ma um-ma i-dí-a-šur-ma 50 TÚG ku-ta-ni 2 ANŠE ša tám-kà-ri-im e-na-aḫ-ì-lí ip-qí-dam mì-li-ik lu-qú-tí-ku-nu mì-il₅-kà 0.3333 ma-na KÙ.BABBAR a-na pá-ni-a šé-bi-lam,25
trainfold_source_only::2dcd81ab-a7a0-47e8-9c5f-972aa2715f79,2dcd81ab-a7a0-47e8-9c5f-972aa2715f79,trainfold_source_only,trainfold_parallel,a-šur-DU₁₀ šu-IŠTAR ù a-na-ku lu né-ta-wu i-na ta-am-ni-a ḫa-mu-uš-tum ša a-šur-ba-ni iš-tù ḫa-mu-uš-tim ša e-lá-lí ù a-šur-iš-ta-kál a-na 6 <gap>,20
trainfold_source_only::2ddd00d5-d5b3-4c5e-9955-617cd5f0f937,2ddd00d5-d5b3-4c5e-9955-617cd5f0f937,trainfold_source_only,trainfold_parallel,a-na tí-bu-lá ta-nu-uš-ta ù áš-ta-aḫ-šu-šar qí-bi₄-ma um-ma šu-ku-tum-ma mì-šu ša a-ma-kam a-na kà-ri-im a-we-lúm i-li-ku-ni a-tí-na tù-šé-ra-šu sà-ru-tí iš-me lá iš-ta-na-me ki-ma a-na-kam a-ḫi ù tap-pá-i im-šu-ḫu-ni a ší-a-tí a-na-kam as-ḫu-ur a-na tí-bu-lá qí-bi₄-ma šu-ma a-ma-kam am-tum em-ṣa-at ù lá lá-bu-ša-at i-na KÙ.BABBAR ša DAM.GÀR e-zi-ba-ki-ni KÙ.BABBAR dí-ni-ší-im a-tí-ma a-na kà-ri-im kà-ša-dim šu-ma um-mì a-tí ša ma-ma-an lá ta-ša-me ḫa-ra-ni a-ku-ša-am,61
trainfold_source_only::2de820c6-707a-40a2-9e55-8191f656b69a,2de820c6-707a-40a2-9e55-8191f656b69a,trainfold_source_only,trainfold_parallel,um-ma ṣí-lá-{d}IM-ma a-na en-um-a-šur qí-bi₄-ma a-na-kam be-lu-ba-ni a-šu-mì KÙ.BABBAR aṣ-ba-at-ma um-ma šu-ut-ma ḫa-ra-ni a kà-ni-iš a-lá-ak-ma ú-ṭá-áb-šu a-šu-mì sà-ḫe-er-tim aṣ-ba-sú-ma um-ma šu-ut-ma šu-ma lá KÙ.BABBAR sà-ḫe-er-tám mì-ma lá ḫa-bu-lá-ku a-ta ma-lá-kà ra-mì-ni lá ṭá-áb-ma ṣú-ḫa-ri-a lá-aṭ-ru-dam,36
trainfold_source_only::2df7c988-4d4f-48f6-8118-0b51bfccaf17,2df7c988-4d4f-48f6-8118-0b51bfccaf17,trainfold_source_only,trainfold_parallel,um-ma en-um-a-šur-ma a-na ku-ra qí-bi-ma ḫa-ra-ni a-na a-lim{ki} 3 GÚ 35 ma-na URUDU ší-kam ša ṭup-pí-kà ša-ni-im e-li-im u₄-mu-kà 2 ša-na-at e-tí-qú i-na tù-wa-ar ṣú-ḫa-ri-a iš-tù pu-ru-uš-ḫa-dim URUDU-ú-šu ma-sí-a-am a-na aḫ-ša-lim ù a-na ša ki-ma i-a-tí šu-qú-ul-ma ṭup-pá-kà iš-tí aḫ-ša-lim le-qé šu-ma URUDU lá ta-kà-ša-ad 1 GÚ URUDU SIG₅ šu-qú-ul-ma ta-aḫ-sí-is-tám pá-tí-tám id-a-ma i-na ḫu-bu-li-kà li-iṣ-ḫi-ir ù URUDU na-am-a-dam ša ṭup-pì-kà a-dí tù-wa-ri-a ni-sí 1 ma-na URUDU a-na qá-té ṣú-ḫa-ri-a dí-in,71
trainfold_source_only::2dfca835-14cc-4267-998a-24299ba4bb88,2dfca835-14cc-4267-998a-24299ba4bb88,trainfold_source_only,trainfold_parallel,2 ma-na KÙ.BABBAR ša té-zi-bu-ni-a-tí-ni a-na DAM.GÀR ni-iš-qúl 1 GÍN im-ṭí 0.6666 ma-na 0.5 GÍN a-na e-na-ni-a áš-qúl ŠÀ.BA 10 GÍN sí-lu-lu il₅-qé 0.5 ma-na KÙ.BABBAR ší-im am-tim KI ku-um-ri-im ša-ni-tám-a-na e-na-ni-a e-zi-ib 36 ma-na URUDU 5 GÍN KÙ.BABBAR KI zu-ba 1 ṣú-ḫa-ru-um mì-ma a-nim a-na e-na-ni-a e-zi-ib,48
trainfold_source_only::2e1ab3e9-90ef-48f9-9517-fc9b7329f311,2e1ab3e9-90ef-48f9-9517-fc9b7329f311,trainfold_source_only,trainfold_parallel,1 GÚ <gap> at-lá+lá-<gap> KI PUZUR₄.IŠTAR a-ḫi-šu a-ḫa-ma 15 ma-na URUDU SIG₅ ší-im tí-sà-pì-im 14 ma-na URUDU SIG₅ ší-im pí-ri-kà-ni KI PUZUR₄.IŠTAR-ma,22
trainfold_source_only::2e1c5c1c-e655-4026-8d50-b75a1c8d3c7f,2e1c5c1c-e655-4026-8d50-b75a1c8d3c7f,trainfold_source_only,trainfold_parallel,a-na ku-da-tim KIŠIB na-áb-sú-in ù en-um-a-šùr,6
trainfold_source_only::2e35fba7-c424-49fb-90be-703d56f1893f,2e35fba7-c424-49fb-90be-703d56f1893f,trainfold_source_only,trainfold_parallel,3 GÍN KÙ.BABBAR ša be-lúm-ba-ni 3 GÍN KÙ.BABBAR ša lá-ma-sí 0.3333 GÍN a-na šé-pí-IŠTAR ší-im ki-ri-im 0.3333 GÍN ší-im ku-ku-za-nim mì-ma a-ni-im i ší-im Ì.GIŠ a-la-ḫu-um,26
trainfold_source_only::2e3f7f44-2a0b-451d-9f40-31f3cd7e4398,2e3f7f44-2a0b-451d-9f40-31f3cd7e4398,trainfold_source_only,trainfold_parallel,KIŠIB a-na-na a-na ili₅-ba-ni ú ki-li-il₅-zu-um,6
trainfold_source_only::2e4043ed-4d34-49ef-a267-0fa524b6d9b3,2e4043ed-4d34-49ef-a267-0fa524b6d9b3,trainfold_source_only,trainfold_parallel,<gap> en-nam-a-šur a-<gap> i-du-nu a-na a-wa-<gap> ṭup-pí-im i,8
trainfold_source_only::2eb4b26f-06be-43ee-8452-e53aae5368a8,2eb4b26f-06be-43ee-8452-e53aae5368a8,trainfold_source_only,trainfold_parallel,KIŠIB ni-mar-IŠTAR DUMU PUZUR₄-a-šùr KIŠIB en-nam-a-šùr DUMU kà-ri-a a-šùr-na-da DUMU šu-{d}EN.LÍL tap-pá-i-ni a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,24
trainfold_source_only::2ee64c13-a638-4006-af31-c4b6b39d077c,2ee64c13-a638-4006-af31-c4b6b39d077c,trainfold_source_only,trainfold_parallel,<gap> ma-na KÙ.BABBAR <gap> PUZUR₄-a-šur <gap> ma-na KÙ.BABBAR <gap> ṣí-li-IŠTAR <gap> iš-tù ḫa-mu-uš-tim ša ú-ra-a ù kur-ub-IŠTAR a-na ša-na-at i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITU.KAM ša ke-na-tim li-mu-um a-al-DU₁₀ DUMU sà-sà-tim IGI PUZUR₄.IŠTAR DUMU a-šur-ma-lik IGI en-nam-a-šur DUMU ú-ta-a 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er šu-ma-bi₄-a en-um-a-šur i-šu iš-tí KÙ.BABBAR a-nim uk-ta-al IGI a-ta-dí-a DUMU en-na-nim IGI a-šur-ni-šu DUMU a-mu-ra-a <gap> 5 GÍN KÙ.BABBAR ṣa-ru-pu-um KI šu-ma-bi₄-a iš-tù a-lim{ki} i-na e-lá-i-šu i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-ab ITU.KAM be-el-tí-É.GAL-lim li-mu-um ša qá-tí DINGIR-šu-ra-bi₄ IGI a-ta-dí-a IGI a-na-lí <gap> ṣa-ru-pá-am <gap> DUMU du-dí-ki <gap> i-ṣé-er PUZUR₄-a-šur i-šu iš-tù ḫa-mu-uš-tim ša a-šur-ma-lik ù {d}UTU-ba-ni a-n,112
trainfold_source_only::2ee6f6a3-2703-429d-859d-09cf9efeef65,2ee6f6a3-2703-429d-859d-09cf9efeef65,trainfold_source_only,trainfold_parallel,a-na šu-ta-mu-zi e-lá-a a-šur-ma-sú-wi a-dí-da ù en-um-a-šur qí-bi-ma um-ma en-um-a-šur-ma a-ba-ú-a bé-lu-a a-tù-nu a-na 2 ṭup-pé-e ša a-lim{ki} ša áš-pu-ra-ku-nu-tí-ni a-ma-kam iḫ-da-ma a-na ša áš-pu-ra-ku-nu-tí-ni a-lam mu-ùḫ-ra-ma ṭup-pé-e ša dí-in a-lim{ki} le-qé-a-nim-ma a-lu-wa ú MAŠKIM ṭù-ur-da-nim be-lu-a a-tù-nu a-ma-kam lá ta-ša-lá-ṭá-ma u₄-me-e ma-du-tim a-na-kam lá a-sà-ḫu-ur-ma É a-bi₄-a lá i-ḫa-li-iq lá-li-kam-ma e-né-ku-nu lá-mu-ur iš-ra-tim šé-bu-ul-ta-ku-nu ku-nu-ki-a a-lu-wa na-áš-a-ku-nu-tí i-na u₄-mì-im ša ra-bi₄-iṣ-ku-nu e-ra-ba-ni ITU.1.KAM iš-tí-in ra-mì-ni lu-za-ki-ma lá-li-kam-ma e-né-ku-nu lá-mu-ur mì-nam ma-da-tim lu-lá-pì-ta-ku-nu-tí ki-ma É a-bi-a té-ṭí-ra-ni ep-ša,78
trainfold_source_only::2f44217f-53ca-4bf6-8af6-f8a7ad5c63af,2f44217f-53ca-4bf6-8af6-f8a7ad5c63af,trainfold_source_only,trainfold_parallel,a-na e-lá-ma qí-bi-ma um-ma a-šùr-mu-ta-pì-il₅-ma 3 GÚ AN.NA ú ṣú-ba-tí ša ta-dí-na-ni um-ma a-ta-ma 1 GÚ AN.NA a-ta ù a-ḫu-qar liq-a ki-ma šé-pu-um na-ak-ša-at-ni a-na bu-ru-uš-ḫa-tim a-ṣé-er a-šur-DU₁₀ ú-bi-il₅-ma 3 GÚ AN.NA a-na a-šùr-DU₁₀ a-dí-in TÚG.ḪI.A a-na ùḫ-šu-ša-na ú-ta-e-ra-am 35.5 GÚ URUDU i šé-ep a-šùr-DU₁₀ ú i šé-pì-a e-bu-kam,49
trainfold_source_only::2f4a7da0-252a-44bc-86d5-72e5acaa232d,2f4a7da0-252a-44bc-86d5-72e5acaa232d,trainfold_source_only,trainfold_parallel,um-ma i-dí-sú-in a-na ku-li-a qí-bi₄-ma 1 ma-na Ì.GIŠ ša tù-ùḫ-pí-a ú 5 ma-na URUDU ša ša-du-i-šu i pá-ni-kà lá té-zi-ba-am a-ḫi a-ta i-ḫi-id Ì.GIŠ ú URUDU lá té-zi-ba-am,28
trainfold_source_only::2fadf172-9737-4b63-ba21-6248bc896588,2fadf172-9737-4b63-ba21-6248bc896588,trainfold_source_only,trainfold_parallel,20 ma-na KÙ.BABBAR ṣa-ru-pu-um i-ṣé-er i-dí-a-bi₄-im šu-{d}EN.LÍL i-šu iš-tù ḫa-mu-uš-tim ša kà-ší-im <gap> a-na 13 ḫa-am-ša-tim i-ša-qal šu-ma i-na ma-la u₄-me-šu lá eš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na 1 ma-na-im ú-ṣa-áb IGI PUZUR₄-a-šùr IGI a-šùr-i-mì-tí IGI šu-a-nim IGI a-šùr-be-el-a-wa-tim,39
trainfold_source_only::2fdac5ba-d621-4deb-bab7-9e40924e6670,2fdac5ba-d621-4deb-bab7-9e40924e6670,trainfold_source_only,trainfold_parallel,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-a-šur-ma a-dí ša wa-li-a kà-ṣa-ar a-šur-be-el-ša-du-e na-áš-pé-er-tám a-na-ku ú PUZUR₄-a-šur iš-tù ḫu-ra-ma nu-lá-pì-ta-ku-um ú i na-áš-pè-er-tí-ni lá-áp-ta-ku-um ki-ma KÙ.BABBAR KÙ.BABBAR-pí-ni-ma ša-ḫu-tí-a i-ma-ṭá KÙ.BABBAR ú-ša-pí-il₅ ú-lá-pì-tám ú-ša-qí-il₅ a-ḫi i-ḫi-id-ma KÙ.BABBAR KÙ.BABBAR tù-uš-ta-áš-qí-il₅ a-šar a-dí bu-ra-im li-tab-ší-kà ta-áš-pu-ra-ni bu-ra-am,41
trainfold_source_only::2ff1fb8a-8b7a-4ecc-88e2-d780372cc410,2ff1fb8a-8b7a-4ecc-88e2-d780372cc410,trainfold_source_only,trainfold_parallel,<gap> da ta <gap> a ša a <gap> qí-bi-ma a ma-lá tí-ir-tí-kà šu-{d}EN.LÍL ni-iṣ-ba-at-ma i-na 3 ma-na KÙ.BABBAR ša šu-{d}EN.LÍL kà-ṣa-ar ì-lí-dan il₅-qé-ú 1 ma-na KÙ.BABBAR ša a-na ta-<gap>-li-im pí qá-ta-tí-šu ú-ṣa-ḫi-ir-ma i-na 1 ma-na ší-tí KÙ.BABBAR 18.3333 GÍN KÙ.BABBAR a-na ṭup-pì-kà ša ḫa-bu-lá-ni ú-ṣa-ḫi-ir-ma ṭup-pá-kà ḫa-ar-ma-am nu-šé-ṣí-a-ma PUZUR₄-sú-in na-áš-a-kum ší-tí KÙ.BABBAR-pì-kà 1.6666 ma-na 1.3333 GÍN <gap> i qé-er-bi₄-im <gap> 1.3333 GÍN KÙ.BABBAR <gap> a-dí 1 ma-na KÙ.BABBAR <gap> e i-ša-qal <gap>-ri-im <gap> bu <gap> ta <gap> ṣú-ba-tám i-<gap> šu-{d}EN.LÍL <gap> lu 0.3333 ma-na <gap> ul lá <gap>,88
trainfold_source_only::302489d1-fcff-430f-84c5-a1fb567c8e55,302489d1-fcff-430f-84c5-a1fb567c8e55,trainfold_source_only,trainfold_parallel,41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ku ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-na ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-šu-nu-tí IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI DUMU qar-da-a a-ḫa-ma 10 GÍN KÙ.BABBAR a bé-a-lim a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni ma-aḫ-ri-šu-nu a-dí-in,67
trainfold_source_only::305f83e9-ec38-41d3-b38c-cd73931d01bb,305f83e9-ec38-41d3-b38c-cd73931d01bb,trainfold_source_only,trainfold_parallel,<gap>-30 ma-na <gap> i li-bi₄ i-ku-pì-a DUMU šu-a-nim ša be-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim,12
trainfold_source_only::306e3b37-ecfb-479e-a93d-32283393f1fe,306e3b37-ecfb-479e-a93d-32283393f1fe,trainfold_source_only,trainfold_parallel,10 GÍN KÙ.BABBAR a-na a-šùr-lá-ma-ša DUMU lá-qé-ep aḫ-bu-ul a-dí ší-ip-kà-at lá-qé-ep a-bi-šu KÙ.BABBAR i-na ší-ip-kà-tí-šu ú-ṣa-ḫi-ir IGI e-na-nim DUMU a-bi-a IGI en-na-sú-in DUMU a-na-aḫ-DINGIR,24
trainfold_source_only::30f8d94f-3854-40a1-b8ab-37ee14608c3e,30f8d94f-3854-40a1-b8ab-37ee14608c3e,trainfold_source_only,trainfold_parallel,25 ma-na URUDU SIG₅ KI i-ku-pì-a DUMU i-ku-pì-a,8
trainfold_source_only::315acabf-90ed-4d43-9e90-250df372a187,315acabf-90ed-4d43-9e90-250df372a187,trainfold_source_only,trainfold_parallel,2.5 GÍN KÙ.BABBAR a-na ší-ta iš-ra-tim ša ta-al-ḫa-at 2.25 GÍN KÙ.BABBAR a-na 0.5 DUG a-la-ni a-na mu-za a-dí-nu 3 GÍN KÙ.BABBAR a-na šu-IŠTAR DUMU ma-li-ik-DINGIR áš-qúl-ma ṭup-pá-ak-nu ša a-al-DU₁₀ ú-šé-ṣí-a-am mì-ma a-nim a-šu-mì ku-da-tim DUMU a-mur-IŠTAR i-nu-mì a-na pu-ru-uš-ḫa-dim úṣ-ú-ni ú-ša-qí-il₅,41
trainfold_source_only::3189d70c-26bd-4883-8394-36959ad0b83e,3189d70c-26bd-4883-8394-36959ad0b83e,trainfold_source_only,trainfold_parallel,20 ma-na en-nam-a-šùr DUMU i-sú-ri-ik 14 ḫi-dim sú-sà-a-a DUMU na-áp-ra-kà 2 ma-na 2.5 ḫi-dim i-zi-me-IZ-šar,15
trainfold_source_only::31c8ab5f-59f9-425e-9f34-2f1a8e5e9665,31c8ab5f-59f9-425e-9f34-2f1a8e5e9665,trainfold_source_only,trainfold_parallel,4 ma-na 13 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki-a a-na dan-a-šùr DUMU PUZUR₄-a-šùr áp-qí-id-ma a-na a-lim{ki} a-ṣé-er ša-lim-a-šur ú-šé-bi₄-il₅-šu KÙ.BABBAR ša ik-ri-bi ša-du-a-sú dan-a-šùr ša-bu 2 GÍN a-na ni-qé-šu IGI ḫa-nu-nu DUB.SAR IGI a-ni-na DUMU a-šùr-bé-el-a-wa-tim 1.5 GÍN KÙ.BABBAR a-na šu-bé-lim DUMU zu-ur-zu-ur a ni-qé-šu a-dí-in,44
trainfold_source_only::31f0a2fb-00be-4f3a-b5f5-036afa8582f8,31f0a2fb-00be-4f3a-b5f5-036afa8582f8,trainfold_source_only,trainfold_parallel,<gap> ki-ma lu-qú-tim <gap> ANŠE ni-ma-ḫa-ar <gap> na-áš-pè-er-tí-ni a ṣé-er na-áb-sú-in i-ta-lá-ak a-ta a-ma-kam ṭé-em-kà lu ṣa-ab-ta-ku-um a-šu-mì a-wa-tim ša É sà-ba-sí-a a-dí 5 u₄-me-e KÙ.BABBAR ni-ša-qal-ma te-er-tí-ni za-ku-tum i-lá-kà-kum ú-ṣur-a-num 0.8333 ma-na 4 GÍN KÙ.BABBAR ša-qá-lam lá i-mu-a-ma e-mu-qé-en e-ta-wu-ma <gap>-bi-tám a-ḫi-ka <gap> li-ik-ma 6 <gap>,47
trainfold_source_only::32517007-54ea-4929-ae12-c7eeda6313b0,32517007-54ea-4929-ae12-c7eeda6313b0,trainfold_source_only,trainfold_parallel,a-na šál-ma-a-šur KIŠIB ma-ma-ḫi-ir,4
trainfold_source_only::3299b92f-d29e-4d88-86d7-153a3fba7e65,3299b92f-d29e-4d88-86d7-153a3fba7e65,trainfold_source_only,trainfold_parallel,KIŠIB du-šu-ba KIŠIB šu-ni-il₅-ga KIŠIB ší-li-ú-ma-an KIŠIB tal-ḫa-ma KIŠIB šar-bu-nu-a KIŠIB kà-áš-ší KIŠIB ga-dí-na am-tám ku-zi-zi du-šu-ba ú šu-ni-il₅-ga a ší-mì-im i-dí-nu-ma 15 GÍN KÙ.BABBAR lá-ma-sú-tum ta-áš-qú-ul-ma am-tám ku-zi-zi ta-áš-am šu-ma um-ma du-šu-ba-ma ù šu-ni-il₅-ga-ma a-ma-at-ni ni-ta-ru 0.5 ma-na KÙ.BABBAR i-ša-qú-lu-ma am-tám i-ta-ru šu-ma ma-ma-an i-tù-ra-am um-ma šu-ut-ma am-tum i-a-tum du-šu-ba ú šu-ni-il₅-ga ú É-sú-nu a-da-ga-al šu-ma KÙ.BABBAR-pì lá i-ta-ad-nu-nim am-tum ku-zi-zi am-tí ù a ší-mì-im a-da-ší,67
trainfold_source_only::331e44ee-fb14-418b-b41c-55abefe272ce,331e44ee-fb14-418b-b41c-55abefe272ce,trainfold_source_only,trainfold_parallel,<gap> ra-da-<gap> a be-e-tim na-ší šál-ma-ni ú ṣú-ùḫ-ru-um ša-lim ší-it-ru-kà ša té-zi-bu ù ší-it-ri ša {d}UTU-ba-ni e-zi-bu šu-a-nim a be-e-tim na-ší <gap> qá-qá-da-tum ma-da-tum <gap> e-ma-ru ma-du-tum <gap> a-tí-dí-šum <gap>,30
